FEN,Moves,Moves_UCI,Puzzle_ID,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
r3k2r/p4p1p/q2p1npQ/8/1pnRP3/1N3N1P/PpP2PP1/1K1R4 w kq - 0 1,Qg7,h6g7,013CBP,0.6735082384346682,0.6897629617356684,196,217,h6g7,True,0.6735082384346682,0.6897629617356684,196,217,h6g7,True,0.6735082384346682,0.6897629617356684,196,217
2b2rk1/2p1qpp1/1r5n/1p1Bp2N/p3P3/3P1P2/PP1Q2P1/2R1K2R w K - 0 1,Rxc7,c1c7,014CBP,0.3293694226536579,0.7413649232497094,-193,286,d3d4,False,0.5965186704538149,0.53675438329054,106,40,c1c7,True,0.3293694226536579,0.7413649232497094,-193,286
5rk1/p3bppp/b1n1pn2/2p5/Pp3BPq/5P2/1PQ1P1BP/RN1R2K1 w - - 0 1,Bg3,f4g3,015CBP,0.3822882075154044,0.6191718321143753,-130,132,f4g3,True,0.3822882075154044,0.6191718321143753,-130,132,f4g3,True,0.3822882075154044,0.6191718321143753,-130,132
4q3/6pk/3Q4/3n3p/P1Rr1p1P/1P1p1P2/3N2PK/8 b - - 0 1,Qe1,e8e1,016CBP,0.4858001412440185,0.6406270050754315,-15,157,e8e1,True,0.4858001412440185,0.6406270050754315,-15,157,e8e1,True,0.4858001412440185,0.6406270050754315,-15,157
2b4r/3k1ppp/p2N4/Q3P3/2pb4/8/P5qP/1R2KR2 b - - 0 1,Qc2,g2c2,017CBP,0.5879973536761458,0.6721676854974802,96,195,g2c2,True,0.5879973536761458,0.6721676854974802,96,195,g2c2,True,0.5879973536761458,0.6721676854974802,96,195
4rrk1/R5pp/3qp3/1p1b1p1P/5n2/2P1QN2/1PB2PP1/3R2K1 w - - 0 1,h6,h5h6,018CBP,0.6422515861121978,0.726995752233842,158,266,h5h6,True,0.6422515861121978,0.726995752233842,158,266,h5h6,True,0.6422515861121978,0.726995752233842,158,266
6rr/1b1pk3/5p2/p3p1q1/PP2Pn2/3BRQ2/NP3RPP/7K b - - 0 1,Nxd3,f4d3,019CBP,0.5375616042827938,0.7737861442908731,40,334,h8h3,False,0.7234594404807426,0.649897670785642,261,168,f4d3,True,0.5375616042827938,0.7737861442908731,40,334
2b2r2/5pk1/1q1p1Np1/p5Q1/1p1PP1P1/7P/1P6/5RK1 w - - 0 1,Ne8+,f6e8,020CBP,0.786490652873443,0.8291496060284106,354,429,f6e8,True,0.786490652873443,0.8291496060284106,354,429,f6e8,True,0.786490652873443,0.8291496060284106,354,429
2kr3r/p1bb2pp/2p5/4pq2/B1N1R3/BPPQ4/P5PP/7K w - - 0 1,Nd6+,c4d6,021CBP,0.6872386833238302,0.5036820134406647,213,4,c4d6,True,0.6872386833238302,0.5036820134406647,213,4,c4a5,False,0.3100905725041123,0.7795341070238575,-217,343
r2qk2r/1p3ppp/p1n1b3/3N4/3p4/BP4P1/P3PPBP/R1Q2nK1 w kq - 0 1,Nf6+,d5f6,022CBP,0.36994270108896465,0.5,-144,0,d5f4,False,0.5076732748395609,0.5165632973121441,8,18,d5f4,False,0.5076732748395609,0.5165632973121441,8,18
5rk1/7p/p3N1n1/1p2P2r/2pQ1p1q/7p/PPP2PP1/3RR1K1 w - - 0 1,Qd7,d4d7,023CBP,0.5459065768226932,0.6431661450174323,50,160,d4d7,True,0.5459065768226932,0.6431661450174323,50,160,d4d7,True,0.5459065768226932,0.6431661450174323,50,160
2r3k1/p4ppp/5n2/Pq1bQ3/2p5/4P3/1B2BPPP/3R2K1 w - - 0 1,Qf5,e5f5,024CBP,0.6016256642658181,0.7538685586972206,111,304,b2c3,False,0.6294150056815084,0.6557392814366,143,175,e5f5,True,0.6016256642658181,0.7538685586972206,111,304
2rq2k1/4P2p/p5pB/1p2np2/1P2r3/P1N5/1P3QPP/3R3K b - - 0 1,Qxd1+,d8d1,025CBP,0.4174328375738152,0.7820549023054933,-90,347,d8e7,False,0.5369491337032233,0.5,40,0,d8d1,True,0.4174328375738152,0.7820549023054933,-90,347
4r3/1r2n1k1/3Np1p1/4P3/1pP2P2/p2p2Q1/PP4P1/1K6 b - - 0 1,Rh8,e8h8,026CBP,0.3663306319540267,0.6165637432224795,-148,129,e8h8,True,0.3663306319540267,0.6165637432224795,-148,129,e8h8,True,0.3663306319540267,0.6165637432224795,-148,129
4rrk1/p2q2bp/1p4p1/3pn1B1/8/1P3PN1/P2R2PP/3QR1K1 w - - 0 1,Re4,e1e4,027CBP,0.5602077129055645,0.6921217783768152,65,220,g5e3,False,0.5664103028125133,0.53675438329054,72,40,e1e4,True,0.5602077129055645,0.6921217783768152,65,220
3q1r1k/rbN1p2p/3pQ1p1/2p3N1/8/1P4PP/Pb3P2/R2R2K1 w - - 0 1,Qf7,e6f7,028CBP,0.6651340780847388,0.7718467521712883,186,331,e6f7,True,0.6651340780847388,0.7718467521712883,186,331,e6f7,True,0.6651340780847388,0.7718467521712883,186,331
6k1/p1b3pp/2p5/2Pp2qb/1Q2p3/1P2r3/PBR3PP/1N3BK1 b - - 0 1,Rh3,e3h3,029CBP,0.6704655024606123,0.7579448072556428,192,310,e3h3,True,0.6704655024606123,0.7579448072556428,192,310,e3h3,True,0.6704655024606123,0.7579448072556428,192,310
5rk1/p4p1p/r2pb1pQ/q3p3/1p2P1PP/1P3P2/PP6/1KNR3R b - - 0 1,Bxb3,e6b3,030CBP,0.608406007476505,0.8190097461263064,119,410,e6b3,True,0.608406007476505,0.8190097461263064,119,410,e6b3,True,0.608406007476505,0.8190097461263064,119,410
r6Q/pp1bk3/6p1/3pp3/7R/5PP1/Pq2n3/1BR4K w - - 0 1,Rh7+,h4h7,031CBP,0.8495576719489861,0.9999837569566628,470,2995,h4h7,True,0.8495576719489861,0.9999837569566628,470,2995,h4h7,True,0.8495576719489861,0.9999837569566628,470,2995
6k1/pp3p1p/4p1pP/1b1pP3/1P3P2/2K2N2/1P1R2P1/q4B1R w - - 0 1,Kd4,c3d4,032CBP,0.5796720133218491,0.5731136939018822,87,80,d2c2,False,0.6035701335140462,0.5,114,0,c3d4,True,0.5796720133218491,0.5731136939018822,87,80
3r3r/pp3pk1/1bp2qp1/3Pp1n1/2B1P1P1/2P2P2/PB2Q1K1/3R3R b - - 0 1,Nh3,g5h3,033CBP,0.5871010234197508,0.7371063102310783,95,280,c6d5,False,0.6077153110375514,0.5686035652810878,118,75,g5h3,True,0.5871010234197508,0.7371063102310783,95,280
3r2r1/1ppbqpk1/p2p1n2/n3p1B1/3PP3/1BP3QP/P1P2PP1/1R2R1K1 w - - 0 1,Bxf6+,g5f6,034CBP,0.5472467920949269,0.8466396940887938,51,464,d4e5,False,0.6979560419485953,0.591915609324709,227,101,g5f6,True,0.5472467920949269,0.8466396940887938,51,464
r4rk1/2p1q1pp/2Pbnp2/p3p3/2B1P1P1/1P2B1P1/2Q2PK1/2R4R w - - 0 1,f4,f2f4,035CBP,0.7636061432793094,0.7504365514263222,318,299,f2f4,True,0.7636061432793094,0.7504365514263222,318,299,f2f4,True,0.7636061432793094,0.7504365514263222,318,299
1qrbr1k1/1b1n1p1p/pp1pp1p1/3N2Pn/2P3Q1/1PB2N1P/P3PPB1/2RR2K1 b - - 0 1,exd5,e6d5,036CBP,0.46239160950574654,0.7225890732124075,-40,260,d7c5,False,0.5173307674294396,0.5266697440308632,18,29,e6d5,True,0.46239160950574654,0.7225890732124075,-40,260
4r1k1/2pqpNbp/1p4p1/3n1p2/r2P4/1n2P1P1/1B2QPBP/1R1R2K1 w - - 0 1,Nd6,f7d6,037CBP,0.5536942710590633,0.7399503894412024,58,284,f7e5,False,0.6620424160344889,0.5073636275599663,182,8,f7d6,True,0.5536942710590633,0.7399503894412024,58,284
r4rk1/1p4pb/p1P4p/P2P4/4pnBq/2Q1N3/5P1P/2R2RK1 b - - 0 1,Bf5,h7f5,038CBP,0.5313658658981333,0.6640030811678618,34,185,h7f5,True,0.5313658658981333,0.6640030811678618,34,185,h7f5,True,0.5313658658981333,0.6640030811678618,34,185
r2q1rk1/pb1nbpp1/1p2pn1p/4N3/2BP1P2/1PN5/PBQ3PP/R4RK1 b - - 0 1,Nxe5,d7e5,039CBP,0.647695362287661,0.7448792723830472,165,291,d7e5,True,0.647695362287661,0.7448792723830472,165,291,d7e5,True,0.647695362287661,0.7448792723830472,165,291
1q2rrk1/p2pb1p1/1p4n1/3N1p1n/2P4p/1P3PP1/PB1QN1KP/R2R4 b - - 0 1,Bb4,e7b4,040CBP,0.4028147076871731,0.676211637485054,-106,200,h4g3,False,0.5537881631600748,0.5257517538936253,58,28,e7b4,True,0.4028147076871731,0.676211637485054,-106,200
2Q1R3/5qbk/1p1r4/1P6/P3p1N1/4P2p/5P1K/8 w - - 0 1,Qa8,c8a8,041CBP,0.679354082829573,0.7045315144213936,203,236,c8a8,True,0.679354082829573,0.7045315144213936,203,236,c8a8,True,0.679354082829573,0.7045315144213936,203,236
3r2k1/2rP1p1p/1p4p1/pB1Q4/P4q2/4p3/1PPN3P/1K3R2 b - - 0 1,Rcxd7,c7d7,042CBP,0.25323154701798956,0.6051860475782356,-293,116,c7d7,True,0.25323154701798956,0.6051860475782356,-293,116,c7d7,True,0.25323154701798956,0.6051860475782356,-293,116
r2N3k/1b4p1/1p5p/8/1p2qP2/1B5P/1P1Q2PK/8 b - - 0 1,Bd5,b7d5,043CBP,0.3717088531707198,0.7121382389811245,-142,246,e4g2,False,0.513954167737305,0.4586711116420767,15,-45,b7d5,True,0.3717088531707198,0.7121382389811245,-142,246
2r2rk1/1q3p1p/n2bp3/p2pNpP1/2P2P1B/8/PP4QP/1K1R3R w - - 0 1,g6,g5g6,044CBP,0.6278056823914955,0.7083494652148071,141,241,g5g6,True,0.6278056823914955,0.7083494652148071,141,241,g5g6,True,0.6278056823914955,0.7083494652148071,141,241
2qr2k1/p2nQpp1/3Rp3/1Pp5/P1P2N2/7P/b4PP1/6K1 w - - 0 1,Nd3,f4d3,045CBP,0.7009833665939424,0.7420703085283178,231,287,f4d3,True,0.7009833665939424,0.7420703085283178,231,287,f4d3,True,0.7009833665939424,0.7420703085283178,231,287
r4rk1/3n1ppp/p1p2n2/qp1pp3/1bPP4/1PNBP2P/P2BQPP1/2R2RK1 w - - 0 1,a3,a2a3,046CBP,0.48856977802565793,0.603425129353426,-12,114,c4d5,False,0.543168765967222,0.5413288883579234,47,45,a2a3,True,0.48856977802565793,0.603425129353426,-12,114
8/6pk/5n1p/1P2qp2/4r3/4NQ1P/4R1P1/7K b - - 0 1,Rf4,e4f4,047CBP,0.6359041653817787,0.7545511326039137,151,305,f6d5,False,0.6553735821363906,0.5,174,0,e4f4,True,0.6359041653817787,0.7545511326039137,151,305
r2qk2r/pp2bp2/1np1b1pn/3p4/3P2P1/2N1P1BN/PP2BP2/R2QK2R b KQkq - 0 1,Nxg4,h6g4,048CBP,0.32912685255141994,0.5468090461073719,-193,51,d8d7,False,0.48407352984223573,0.5009205189599892,-17,1,e7h4,False,0.46288799905154165,0.5910258971916128,-40,100
r1br2k1/ppq1bppp/4pn2/6B1/3N4/3Q1B2/PPP2PPP/R2R2K1 w - - 0 1,Nb5,d4b5,049CBP,0.5189964492285997,0.5184020844121936,20,20,d3e2,False,0.5217821143239758,0.5294226081270875,23,32,d3e3,False,0.5206242311445957,0.5349228039541688,22,38
2k2r2/ppp3p1/8/3Pp2p/3n2nq/2NQ2PP/PPPP4/R1B3KR b - - 0 1,Ne2+,d4e2,050CBP,0.2648567308042009,0.8703024236418141,-277,517,h4f6,False,0.4274050975548014,0.2593417169297452,-79,-285,d4e2,True,0.2648567308042009,0.8703024236418141,-277,517
2r5/1p3p1p/pq1p1kpQ/3Pp2P/8/nP6/P1B2P2/2K3RR w - - 0 1,Qg5+,h6g5,051CBP,0.6783597327460598,0.34926500611173045,202,-169,h6g5,True,0.6783597327460598,0.34926500611173045,202,-169,h6g5,True,0.6783597327460598,0.34926500611173045,202,-169
2r2r1k/1P3pbp/8/5p2/1p3P2/n7/PP5P/K1Q3R1 b - - 0 1,Rc2,c8c2,052CBP,0.7695974598373887,0.8317418515310456,327,434,c8c2,True,0.7695974598373887,0.8317418515310456,327,434,c8c2,True,0.7695974598373887,0.8317418515310456,327,434
1k6/pbp3Np/1n1r2p1/2p1Q3/2P2P2/1PB5/PK4PP/3q1B1R b - - 0 1,Na4+,b6a4,053CBP,0.7078381756785377,0.9999835765404286,240,2992,b6a4,True,0.7078381756785377,0.9999835765404286,240,2992,b6a4,True,0.7078381756785377,0.9999835765404286,240,2992
r4r1k/p1pnNppp/1p6/4p1B1/3P4/PnP3QR/2q3PP/4R1K1 w - - 0 1,Qg4,g3g4,054CBP,0.7417121559267237,0.7613064029325682,286,315,g3g4,True,0.7417121559267237,0.7613064029325682,286,315,e1e2,False,0.6830164191119685,0.765297821079766,208,321
2r3k1/1b1p3p/1p1bp3/5N2/p1P2r1q/P1Q4P/1P1R2PK/3R1B2 b - - 0 1,Rf3+,f4f3,055CBP,0.5337733311091881,0.7240628269004115,36,262,f4f3,True,0.5337733311091881,0.7240628269004115,36,262,f4f3,True,0.5337733311091881,0.7240628269004115,36,262
3r1k1Q/3n1Pp1/p3p3/1p1q1p2/8/2r3PK/P1PPR2P/R7 b - - 0 1,Ke7,f8e7,056CBP,0.2967025400228023,0.477921885909709,-234,-24,f8f7,False,0.5103344764882523,0.5340066578563346,11,37,f8f7,False,0.5103344764882523,0.5340066578563346,11,37
3r1k2/3n1Pp1/p3p3/1p1q1p1Q/8/2r3PK/P1PPR2P/R7 w - - 0 1,dxc3,d2c3,057CBP,0.4805266138089661,0.5440703011199586,-21,48,d2c3,True,0.4805266138089661,0.5440703011199586,-21,48,d2c3,True,0.4805266138089661,0.5440703011199586,-21,48
2b1r1r1/4q2k/p2p1bnp/2pP1p2/2P2P2/2N1PR1P/1BQ4K/6RB b - - 0 1,Ne5,g6e5,058CBP,0.5401797770694584,0.676211637485054,43,200,g6h4,False,0.5909879356865111,0.5677001476173855,99,74,g6e5,True,0.5401797770694584,0.676211637485054,43,200
2r2rk1/pb1nqp2/1p4p1/4p2p/1PP5/P1BBP2Q/6PP/3R1RK1 w - - 0 1,Bf5,d3f5,059CBP,0.5516270047489927,0.7098684931758285,56,243,d3g6,False,0.6070631994246114,0.5522778816577142,118,57,d3f5,True,0.5516270047489927,0.7098684931758285,56,243
4k2r/1b2bppp/p3p3/1pB5/q3pnP1/2P5/P1P1BQ1P/3R1RK1 w k - 0 1,Rd8+,d1d8,060CBP,0.36173206830715987,0.6372292155838937,-154,153,f2f4,False,0.5528429760124194,0.3086633877322417,57,-219,d1d8,True,0.36173206830715987,0.6372292155838937,-154,153
2k5/1p3ppp/1p4b1/pB1n4/P2b2P1/5K2/6PP/7R w - - 0 1,Rd1,h1d1,061CBP,0.3431224237956837,0.4486327495624493,-176,-56,h1d1,True,0.3431224237956837,0.4486327495624493,-176,-56,h1d1,True,0.3431224237956837,0.4486327495624493,-176,-56
r2qr1k1/1p1b1p1p/p2p2p1/2pP4/P1N5/2P3nP/4P1B1/R1BQ1RK1 b - - 0 1,Bxh3,d7h3,062CBP,0.4419177561005573,0.6278152022123592,-63,142,g3e2,False,0.5584495072583537,0.4404501867400794,63,-65,d7h3,True,0.4419177561005573,0.6278152022123592,-63,142
r2r2k1/pp2bppp/2q5/2p1N3/2P1n3/P3B1Pb/1PQ2P1P/RN2R1K1 b - - 0 1,Nd2,e4d2,063CBP,0.27345414702772725,0.7045315144213936,-265,236,c6e6,False,0.4618383252297646,0.4724124461074959,-41,-30,e4d2,True,0.27345414702772725,0.7045315144213936,-265,236
2Rb2k1/3q1rpp/p3Q3/2N1p3/4P3/3Pp3/1P4PP/1K6 b - - 0 1,Qxc8,d7c8,064CBP,0.34166677281295743,0.5,-178,0,d7c8,True,0.34166677281295743,0.5,-178,0,d7c8,True,0.34166677281295743,0.5,-178,0
1r1r3k/pR3p1p/2n2p2/4p1q1/P3P1b1/8/BB3PPP/R4QK1 w - - 0 1,f4,f2f4,065CBP,0.48082965057524973,0.5184020844121936,-20,20,b2c1,False,0.5653609908343713,0.5321736834106171,71,35,b2c1,False,0.5653609908343713,0.5321736834106171,71,35
6k1/Rb1rqppp/1Q6/1P6/2r5/5P2/5RPP/5NK1 w - - 0 1,Re2,f2e2,066CBP,0.32266055698662655,0.837835112999932,-201,446,a7a2,False,0.5361094434245917,0.5285051773118131,39,31,f2e2,True,0.32266055698662655,0.837835112999932,-201,446
4r3/p1bR1pk1/2p1n1p1/2q5/4Pp1P/1Q6/PP3PB1/4B1K1 w - - 0 1,Bb4,e1b4,067CBP,0.5840379286760444,0.613075853553636,92,125,g2h3,False,0.5864537871483189,0.6440107489122191,94,161,g2h3,False,0.5864537871483189,0.6440107489122191,94,161
2rqr1k1/1b3p1p/p2p2p1/np2b3/4P3/PP5P/2B1NPP1/1RBQR1K1 b - - 0 1,Rxc2,c8c2,068CBP,0.5651051700607115,0.700684702726408,71,231,d6d5,False,0.5827606870855664,0.5704090259445697,90,77,c8c2,True,0.5651051700607115,0.700684702726408,71,231
b4rk1/5ppp/3ppn2/1q6/1p2P3/1B3PQ1/NbPB2PP/1R5K b - - 0 1,d5,d6d5,069CBP,0.48697690591488185,0.5486333135073832,-14,53,b2e5,False,0.5346406094176814,0.5248335896523929,37,27,d6d5,True,0.48697690591488185,0.5486333135073832,-14,53
3Q4/1q3pk1/4p1p1/3pP1N1/2pPbP2/2P3KP/6P1/8 w - - 0 1,Kh4,g3h4,070CBP,0.6839304373248634,0.7888795193695529,209,358,d8f6,False,0.7394608834809188,0.7991162424527938,283,375,d8f6,False,0.7394608834809188,0.7991162424527938,283,375
3r2rk/5ppp/4bR2/pn1pP1QN/2pq2PB/1n5P/6B1/5R1K w - - 0 1,Rh6,f6h6,071CBP,0.596975327428015,0.5945811119487451,106,104,f6h6,True,0.596975327428015,0.5945811119487451,106,104,f6e6,False,0.4939605676954044,0.6473801693008373,-6,165
2kr1b1r/1pq2ppp/p3pn2/6B1/2BNb3/8/PPPR1PPP/R2Q2K1 w - - 0 1,Nxe6,d4e6,072CBP,0.493106080737137,0.7434773086886245,-7,289,d1e2,False,0.5368293285546843,0.5266697440308632,40,29,d4e6,True,0.493106080737137,0.7434773086886245,-7,289
3r2r1/p3Rbk1/5q2/3P2p1/P2Q2P1/2p2p2/8/4RBK1 w - - 0 1,Rxf7+,e7f7,073CBP,0.3507961800027859,0.8014701592238278,-167,379,e1e5,False,0.49120886210453385,0.5376698043044984,-9,41,e7f7,True,0.3507961800027859,0.8014701592238278,-167,379
rnbq1rk1/ppp3bp/3p2p1/4pp2/2PPP1n1/2N2N1P/PP2BPP1/R1BQK2R b KQ - 0 1,Nxf2,g4f2,074CBP,0.5037583888186643,0.6122020503513589,4,124,g4f2,True,0.5037583888186643,0.6122020503513589,4,124,g4f2,True,0.5037583888186643,0.6122020503513589,4,124
2r2rk1/ppq3pp/4p3/3pP3/P3n3/P7/R1n2PPP/1BBQ1RK1 b - - 0 1,Nxf2,e4f2,075CBP,0.3517427188003577,0.7718467521712883,-166,331,f8f2,False,0.43661221591519195,0.5,-69,0,e4f2,True,0.3517427188003577,0.7718467521712883,-166,331
3rr1k1/pq3pbp/N1p1pnp1/5b2/3B1P2/2P5/PP3QPP/R3RBK1 b - - 0 1,Ng4,f6g4,076CBP,0.716075003185112,0.7371063102310783,251,280,f6g4,True,0.716075003185112,0.7371063102310783,251,280,f6g4,True,0.716075003185112,0.7371063102310783,251,280
r5k1/1p3ppp/p2r4/4nNqn/B3P3/P4PPb/1B2QK1P/3R3R b - - 0 1,Nf4,h5f4,077CBP,0.2513805796046753,0.597241050790976,-296,107,d6e6,False,0.34922909176527517,0.3799603223030577,-169,-133,h5f4,True,0.2513805796046753,0.597241050790976,-296,107
1rb1qr2/p4pk1/1n5p/1n1pP3/NppP1B2/8/P3B1PP/1R1Q1RK1 w - - 0 1,Bxh6+,f4h6,078CBP,0.7652426151920202,0.7737861442908731,320,334,f4h6,True,0.7652426151920202,0.7737861442908731,320,334,f4h6,True,0.7652426151920202,0.7737861442908731,320,334
4rrk1/p1p2p1p/2p3p1/3pPQN1/1bq5/7R/PP3PP1/3R2K1 w - - 0 1,Qf6,f5f6,079CBP,0.3174242854391285,0.6802294368681915,-207,205,f5f3,False,0.40878280743472173,0.32702145260719145,-100,-196,f5f6,True,0.3174242854391285,0.6802294368681915,-207,205
r5kr/1ppqb3/p2p4/3PpNPp/4Pp2/5P2/PPPQN3/1K4R1 w - - 0 1,Nxf4,e2f4,080CBP,0.6261959177843367,0.8244038264128941,140,420,e2f4,True,0.6261959177843367,0.8244038264128941,140,420,e2f4,True,0.6261959177843367,0.8244038264128941,140,420
Bn5k/p5bp/3p2p1/1pq5/r7/3QNN2/bPP3PP/2KR3R b - - 0 1,Bc4,a2c4,081CBP,0.2844593108317328,0.7851765653568404,-250,352,b8d7,False,0.308497396496146,0.2803729359815208,-219,-256,a2c4,True,0.2844593108317328,0.7851765653568404,-250,352
r5k1/pp1rppbp/nqp3p1/8/Q2PP1n1/2N3PP/PP3P2/R1BRN1K1 b - - 0 1,Rxd4,d7d4,082CBP,0.49601802869550726,0.6786254827184693,-4,203,d7d4,True,0.49601802869550726,0.6786254827184693,-4,203,d7d4,True,0.49601802869550726,0.6786254827184693,-4,203
2rq1rk1/1b3ppp/p2b4/1pnPp1P1/4N1Q1/4B2P/PPP2RB1/R5K1 w - - 0 1,Nf6+,e4f6,083CBP,0.7354477913341722,0.7247978839371,277,263,e4f6,True,0.7354477913341722,0.7247978839371,277,263,e4f6,True,0.7354477913341722,0.7247978839371,277,263
r4rk1/ppp1b1pp/2n1p3/4p3/1P6/P1NqP3/1B1P1PPP/R2QK2R b KQ - 0 1,Nd4,c6d4,084CBP,0.34837945733160686,0.7218503805722687,-170,259,a8d8,False,0.5233599290598319,0.4981589683200522,25,-2,c6d4,True,0.34837945733160686,0.7218503805722687,-170,259
2k1r3/Qbp2p1p/2p5/2Prbqp1/2Bp1n2/1P3NP1/PB5P/2KR3R b - - 0 1,Ne2+,f4e2,085CBP,0.5350808753249638,0.8162646767950037,38,405,f4e2,True,0.5350808753249638,0.8162646767950037,38,405,f4e2,True,0.5350808753249638,0.8162646767950037,38,405
2rr2k1/1b3ppp/p3pn2/8/1bqNP3/2N1BPP1/1P1R1Q1P/2R3K1 b - - 0 1,Bxe4,b7e4,086CBP,0.5665467427593849,0.6873942354748303,72,214,b7e4,True,0.5665467427593849,0.6873942354748303,72,214,b7e4,True,0.5665467427593849,0.6873942354748303,72,214
5rk1/pp4b1/3p4/1NpPq1Bp/P1n1P1bP/8/1PQ2NP1/R5K1 b - - 0 1,Bf3,g4f3,087CBP,0.4708328639481738,0.6200396776969423,-31,133,a7a6,False,0.6195640950128577,0.6465391720148663,132,164,a7a6,False,0.6195640950128577,0.6465391720148663,132,164
r3r1k1/1p3pbp/1qp3p1/p2n4/3Nn3/P3P1P1/1PQB1PBP/2RR2K1 b - - 0 1,Nxf2,e4f2,088CBP,0.3793641112327433,0.5686035652810878,-133,75,e4d2,False,0.5124370359556321,0.4852759384118717,13,-16,g7d4,False,0.4976274310882826,0.589244688568345,-2,98
