FEN,Moves,Moves_UCI,Puzzle_ID,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
r1r2nk1/3q2p1/1p2pp1p/pb1p4/3P1N2/Q1R1P1NP/PP3PP1/2R3K1 w - - 0 1,Rxc8,c3c8,027SBP,0.5723197710362323,0.5758139966794447,79,83,c3c8,True,0.5723197710362323,0.5758139966794447,79,83,c3c8,True,0.5723197710362323,0.5758139966794447,79,83
r2q1rk1/3n3p/3p1bp1/2pPpp2/p1P5/2B2P2/PPB1Q1PP/3R1RK1 b - - 0 1,e4,e5e4,028SBP,0.5778543938845219,0.6295343100667656,85,144,e5e4,True,0.5778543938845219,0.6295343100667656,85,144,e5e4,True,0.5778543938845219,0.6295343100667656,85,144
r1bq1rk1/3n1ppp/p2b1n2/1ppPp3/4P3/1PNB1N2/P4PPP/R1BQ1RK1 w - - 0 1,Re1,f1e1,029SBP,0.5692480321262041,0.5883532029754936,75,97,h2h3,False,0.5869425112810466,0.5954683835833042,95,105,c1e3,False,0.5843694153171324,0.613075853553636,92,125
r4rk1/1pqb1ppp/p3p1n1/8/4P3/1BP1B1P1/P3QP1P/R2R2K1 w - - 0 1,Bd4,e3d4,030SBP,0.5273453272008859,0.5440703011199586,29,48,h2h4,False,0.5346790448660319,0.545896437602999,37,50,h2h4,False,0.5346790448660319,0.545896437602999,37,50
r3r1k1/pp3ppp/1qn5/3pb3/7B/1NP5/PP2RPPP/R2Q2K1 b - - 0 1,a5,a7a5,031SBP,0.5194744933796172,0.5422429789460687,21,46,d5d4,False,0.5223349199236907,0.531256867324871,24,34,a7a5,True,0.5194744933796172,0.5422429789460687,21,46
2b1r1k1/r2n1p1p/6p1/q3P3/p1pP1P2/PpP2Q2/1B4PP/RB3RK1 b - - 0 1,f5,f7f5,032SBP,0.5806337858093308,0.6557392814366,88,175,f7f5,True,0.5806337858093308,0.6557392814366,88,175,f7f5,True,0.5806337858093308,0.6557392814366,88,175
2r1r1k1/1bqnbpp1/pp1p1n2/4pP2/P3P1P1/1NN1BB2/1PP1Q3/3R1RK1 b - - 0 1,d5,d6d5,033SBP,0.4514216082449697,0.4926363724400336,-52,-8,f6h7,False,0.45362864138144116,0.44408315815517135,-50,-61,d6d5,True,0.4514216082449697,0.4926363724400336,-52,-8
2r2rk1/1b3pp1/pp1q1n1p/P2pNQ2/2PP4/1PN5/6PP/2RR2K1 b - - 0 1,dxc4,d5c4,034SBP,0.4762309470135251,0.5082839219143761,-25,9,d5c4,True,0.4762309470135251,0.5082839219143761,-25,9,d5c4,True,0.4762309470135251,0.5082839219143761,-25,9
3r1rk1/pp2bpp1/4pn1p/q2nN3/3P3B/1B6/PP2QPPP/3R1RK1 w - - 0 1,f4,f2f4,035SBP,0.5850897925111892,0.6423206501894636,93,159,f2f4,True,0.5850897925111892,0.6423206501894636,93,159,f2f4,True,0.5850897925111892,0.6423206501894636,93,159
5rk1/r1qbbpp1/3p1n1p/nppPp3/4P2N/1PP3N1/2BB1PPP/R2QR1K1 b - - 0 1,Rfa8,f8a8,036SBP,0.45703497726346676,0.44590191339485113,-46,-59,f8a8,True,0.45703497726346676,0.44590191339485113,-46,-59,c5c4,False,0.36607742346774164,0.46141502858974687,-149,-42
r1bq1rk1/p3b2p/1pp3p1/2npPp2/5P2/1PN1P3/PBB3PP/R2Q1RK1 w - - 0 1,b4,b3b4,037SBP,0.5901244590975345,0.6269544312155905,98,141,b3b4,True,0.5901244590975345,0.6269544312155905,98,141,b3b4,True,0.5901244590975345,0.6269544312155905,98,141
r3rbk1/1bqn1pp1/p4n1p/2p1p3/PpP1P3/1P3NNP/1BBQ1PP1/3RR1K1 w - - 0 1,Nf5,g3f5,038SBP,0.5512032299204047,0.591915609324709,55,101,g3f5,True,0.5512032299204047,0.591915609324709,55,101,g3f5,True,0.5512032299204047,0.591915609324709,55,101
r1b2rk1/5ppp/2p5/p1q1p3/PpB1Pn2/1Q6/1PPN1PPP/3R1RK1 w - - 0 1,Qe3,b3e3,039SBP,0.54018186020661,0.5649872147270768,43,71,b3e3,True,0.54018186020661,0.5649872147270768,43,71,b3e3,True,0.54018186020661,0.5649872147270768,43,71
rr1nq2k/1ppn2pp/5p2/1PP1p3/1BQ1P1B1/8/5PPP/R4RK1 w - - 0 1,Ba5,b4a5,040SBP,0.6367466792064256,0.6524068491501985,152,171,b4a5,True,0.6367466792064256,0.6524068491501985,152,171,b4a5,True,0.6367466792064256,0.6524068491501985,152,171
4R3/3q1ppk/2p4p/2Pp3P/1p1P4/1P4P1/4QPK1/2r5 w - - 0 1,Qd3+,e2d3,041SBP,0.7074961992054267,0.7306344092139007,239,271,e2d3,True,0.7074961992054267,0.7306344092139007,239,271,e2d3,True,0.7074961992054267,0.7306344092139007,239,271
r4rk1/pppqpp1p/5bp1/8/2BPR3/2P5/PP3PPP/R2Q2K1 b - - 0 1,b5,b7b5,042SBP,0.5175733398237938,0.5285051773118131,19,31,b7b5,True,0.5175733398237938,0.5285051773118131,19,31,d7c6,False,0.49319164592486026,0.5422429789460687,-7,46
r4rk1/2q2ppp/p1p1bn2/2b1pN2/4P3/3B4/PPP3PP/R1BQ1R1K w - - 0 1,Qe2,d1e2,043SBP,0.5785629593722558,0.5622703840425896,86,68,f5h6,False,0.585495486133851,0.5413288883579234,93,45,c1d2,False,0.5699481435152772,0.5812008926446736,76,89
r1b2rk1/pp2qppp/2n1p3/8/3P4/P4NP1/3QPPBP/R4RK1 w - - 0 1,Qb2,d2b2,044SBP,0.5542076960644676,0.5468090461073719,59,51,f3e5,False,0.5667710498083279,0.5477213400816676,72,52,f1c1,False,0.5546987700972497,0.5686035652810878,59,75
r1bqr1k1/pp2pnbp/n1p2pp1/3p4/2PPP3/1P1B1N2/PB1N1PPP/R2QR1K1 b - - 0 1,dxe4,d5e4,045SBP,0.4735433683663225,0.48711557303526726,-28,-14,d5e4,True,0.4735433683663225,0.48711557303526726,-28,-14,d5e4,True,0.4735433683663225,0.48711557303526726,-28,-14
r3k2r/p4qpp/1pn2p2/2pNn3/2P1P3/P1P5/4Q1PP/R1B2RK1 w kq - 0 1,Bf4,c1f4,046SBP,0.4727439783327677,0.4669097177008696,-29,-36,c1g5,False,0.4760785938170885,0.4623301956955016,-26,-41,f1f5,False,0.4486179212830854,0.4724124461074959,-56,-30
2q3k1/1b2bpp1/pp3n1p/2p1p3/P1B1P3/2NQBP2/1PP3PP/4K3 w - - 0 1,Bf2,e3f2,047SBP,0.5914392253852253,0.6423206501894636,100,159,e3f2,True,0.5914392253852253,0.6423206501894636,100,159,e3f2,True,0.5914392253852253,0.6423206501894636,100,159
r2q1rk1/pp1b1ppp/4p3/3nP3/2BP4/5N2/P2Q1PPP/R3R1K1 w - - 0 1,Bxd5,c4d5,048SBP,0.5229556890318061,0.5138042910293155,24,15,c4d5,True,0.5229556890318061,0.5138042910293155,24,15,f3g5,False,0.517186209067793,0.5431567852197504,18,47
r1r3k1/4qppp/4n3/p1NRp3/Ppp1P3/4Q3/1PP2PPP/5RK1 w - - 0 1,Nxe6,c5e6,049SBP,0.5634246056378331,0.5303398401818216,69,33,c5e6,True,0.5634246056378331,0.5303398401818216,69,33,c5e6,True,0.5634246056378331,0.5303398401818216,69,33
4rq2/5p1k/1p1pr1p1/p1n4p/2P5/PP3P2/2BQ2PP/1R2R1K1 b - - 0 1,Rxe1+,e6e1,050SBP,0.5651086285103066,0.6165637432224795,71,129,e6e1,True,0.5651086285103066,0.6165637432224795,71,129,e6e1,True,0.5651086285103066,0.6165637432224795,71,129
1rbr2k1/pp3ppp/2nqp3/8/3P4/P3PNP1/1Q3PBP/R1R3K1 w - - 0 1,Ng5,f3g5,051SBP,0.5835898384354183,0.5865684965842631,91,95,f3g5,True,0.5835898384354183,0.5865684965842631,91,95,f3d2,False,0.5743442740107816,0.6200396776969423,81,133
r4r1k/p4qpp/1p3p2/n1pNP3/2P3Q1/2P5/6PP/R4RK1 b - - 0 1,Rae8,a8e8,052SBP,0.45912318941338814,0.4568432147802496,-44,-47,f6f5,False,0.47314780397096834,0.3851787270047305,-29,-127,a8e8,True,0.45912318941338814,0.4568432147802496,-44,-47
6k1/5p2/7p/5p2/5P1P/b3N1P1/8/7K w - - 0 1,h5,h4h5,053SBP,0.6924849587890773,0.6818291390214323,220,207,h4h5,True,0.6924849587890773,0.6818291390214323,220,207,h4h5,True,0.6924849587890773,0.6818291390214323,220,207
1rr3k1/5ppp/1n2pb2/p1p5/P7/1PP1BP2/1NK3PP/3R3R w - - 0 1,Nc4,b2c4,054SBP,0.6097355388088148,0.6321068166142683,121,147,b2c4,True,0.6097355388088148,0.6321068166142683,121,147,b2c4,True,0.6097355388088148,0.6321068166142683,121,147
r1b1kb1r/pp3ppp/8/3p4/2pP4/1P2B3/1PP1NPPP/R3K2R w KQkq - 0 1,Nf4,e2f4,055SBP,0.5607463690830005,0.5936932221056321,66,103,e2f4,True,0.5607463690830005,0.5936932221056321,66,103,e2f4,True,0.5607463690830005,0.5936932221056321,66,103
r7/1ppkb3/p3p3/3pP1p1/PP1P4/2PRB1Pp/7P/5K2 b - - 0 1,a5,a6a5,056SBP,0.5627729512093528,0.6615341844106734,68,182,a6a5,True,0.5627729512093528,0.6615341844106734,68,182,a6a5,True,0.5627729512093528,0.6615341844106734,68,182
4n3/1b3k1p/p2p2p1/3Pp3/2P3P1/6PP/2BB4/6K1 w - - 0 1,g5,g4g5,057SBP,0.6271977908171389,0.6286751633890878,141,143,g4g5,True,0.6271977908171389,0.6286751633890878,141,143,g4g5,True,0.6271977908171389,0.6286751633890878,141,143
1r2r1k1/3n1pbp/pp4p1/2p1P3/5P2/1PN3PP/P3N1K1/R4R2 w - - 0 1,Rad1,a1d1,058SBP,0.6163259165538412,0.6243673063917166,128,138,a1d1,True,0.6163259165538412,0.6243673063917166,128,138,a1d1,True,0.6163259165538412,0.6243673063917166,128,138
5nk1/6p1/p2qp2p/1p2p3/1P2P1Q1/1BP3PP/5P2/6K1 w - - 0 1,Qf5,g4f5,059SBP,0.5748551345136912,0.603425129353426,81,114,g4f5,True,0.5748551345136912,0.603425129353426,81,114,g4f5,True,0.5748551345136912,0.603425129353426,81,114
8/8/4n3/3k2p1/3B4/3K2P1/7P/8 w - - 0 1,Bf6,d4f6,060SBP,0.5516120841144682,0.6713557948833915,56,194,d4f6,True,0.5516120841144682,0.6713557948833915,56,194,d4f6,True,0.5516120841144682,0.6713557948833915,56,194
r1b1r1k1/pp1n1ppp/1n2p3/6B1/4P3/P5N1/1PR2PPP/4KB1R w K - 0 1,Bb5,f1b5,061SBP,0.6076057884061835,0.6507349938882695,118,169,f1b5,True,0.6076057884061835,0.6507349938882695,118,169,f1b5,True,0.6076057884061835,0.6507349938882695,118,169
8/3qnkp1/1p1p1p1p/p1pP1P1P/P1P3P1/1P2QK2/1B6/8 w - - 0 1,Qe6+,e3e6,062SBP,0.5632814482129818,0.7356767892949336,69,278,b2c3,False,0.5709238732298437,0.6380799643424951,77,154,e3e6,True,0.5632814482129818,0.7356767892949336,69,278
6k1/1pq4p/n5p1/p1Pppp2/8/PPQN2P1/4PP1P/6K1 w - - 0 1,b4,b3b4,063SBP,0.7017717109931897,0.6713557948833915,232,194,b3b4,True,0.7017717109931897,0.6713557948833915,232,194,b3b4,True,0.7017717109931897,0.6713557948833915,232,194
6k1/5pp1/pq2p2p/1p2P3/8/8/PP3PPP/3Q1K2 b - - 0 1,Qc5,b6c5,064SBP,0.5596549909779338,0.6174338599757672,65,130,b6c7,False,0.6044984699753273,0.5595498132599205,115,65,b6c5,True,0.5596549909779338,0.6174338599757672,65,130
2b5/1pb2k2/p5p1/3pPp1p/PP1B1P1P/3BK3/6P1/8 w - - 0 1,a5,a4a5,065SBP,0.5628236809932019,0.6786254827184693,68,203,a4a5,True,0.5628236809932019,0.6786254827184693,68,203,a4a5,True,0.5628236809932019,0.6786254827184693,68,203
8/ppb2k2/2p1qpp1/7p/2PP4/1P1Q1N2/1P4PP/7K b - - 0 1,Bf4,c7f4,066SBP,0.6110606723576875,0.6355251419984301,122,151,c7f4,True,0.6110606723576875,0.6355251419984301,122,151,c7f4,True,0.6110606723576875,0.6355251419984301,122,151
4b1k1/1p3p2/4pPp1/p2pP1P1/P2P4/1P1B4/8/2K5 w - - 0 1,b4,b3b4,067SBP,0.5391729106063594,0.5495449603745888,42,54,b3b4,True,0.5391729106063594,0.5495449603745888,42,54,b3b4,True,0.5391729106063594,0.5495449603745888,42,54
8/3n4/2pb2k1/1p1p2Pp/3P3P/3NBK2/1P6/8 w - - 0 1,Nf4+,d3f4,068SBP,0.5194266427000912,0.6929058344072113,21,221,e3f4,False,0.5998013091592516,0.6672810362657015,109,189,d3f4,True,0.5194266427000912,0.6929058344072113,21,221
3r1k2/4npp1/1ppr3p/p6P/P2PPPP1/1NR5/5K2/2R5 w - - 0 1,d5,d4d5,069SBP,0.5732058541394163,0.6615341844106734,80,182,f2f3,False,0.605947242378721,0.5622703840425896,116,68,d4d5,True,0.5732058541394163,0.6615341844106734,80,182
8/1p2b2p/1pp1kpp1/5p2/1PP2P2/P1N3P1/6KP/8 b - - 0 1,b5,b6b5,070SBP,0.5665708844428232,0.5963550316463674,72,106,b6b5,True,0.5665708844428232,0.5963550316463674,72,106,e6d6,False,0.5402162555676953,0.603425129353426,43,114
1r3rk1/ppp3pp/2nb4/1R3p2/3P4/2PB1P2/P4P1P/2B1R1K1 b - - 0 1,Ne7,c6e7,071SBP,0.4555149083922072,0.44590191339485113,-48,-59,c6e7,True,0.4555149083922072,0.44590191339485113,-48,-59,c6e7,True,0.4555149083922072,0.44590191339485113,-48,-59
3r2k1/1p1r1ppp/p4b2/P1pB4/R3P3/5PP1/1P1R1P2/6K1 w - - 0 1,Rc4,a4c4,072SBP,0.5793084559216979,0.5928047194327711,86,102,d2c2,False,0.5904953889908563,0.591915609324709,99,101,f3f4,False,0.5779453349328518,0.5945811119487451,85,104
3q2k1/7p/3ppppP/p7/Pn1PP3/6P1/5P2/2Q2BK1 w - - 0 1,d5,d4d5,073SBP,0.6208706843364551,0.6060654870564154,133,117,c1c4,False,0.6383207820462306,0.6025436609853058,154,113,c1e3,False,0.6011414964160527,0.6295343100667656,111,144
8/p2q1ppk/Bp5p/2p5/7P/1Pb1PQP1/P4P2/6K1 w - - 0 1,Bc4,a6c4,074SBP,0.6076501061610069,0.6269544312155905,118,141,a6c4,True,0.6076501061610069,0.6269544312155905,118,141,a6c4,True,0.6076501061610069,0.6269544312155905,118,141
2r1rk2/4npp1/1p5p/p2pPP1P/P2N2P1/2R1K3/2R5/8 w - - 0 1,Rxc8,c3c8,075SBP,0.5865042814830753,0.6786254827184693,94,203,c3c7,False,0.6286962908201874,0.6303926375862742,143,145,c3c8,True,0.5865042814830753,0.6786254827184693,94,203
3r2k1/1b1r1pp1/p3qn1p/n1pp4/5Q2/P1N1PNPP/1P1R1PBK/3R4 w - - 0 1,Ne5,f3e5,076SBP,0.47304455481695973,0.6069442398881181,-29,118,f3e5,True,0.47304455481695973,0.6069442398881181,-29,118,f3e5,True,0.47304455481695973,0.6069442398881181,-29,118
