FEN,Moves,Moves_UCI,Puzzle_ID,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
b1rqk2r/3nbppp/4pn2/p1p3N1/Np1P4/3BP2Q/PP1B1PPP/2R2RK1 w k - 0 1,Bg6,d3g6,011CBP,0.4052641710135423,0.7413649232497094,-104,286,e3e4,False,0.5704721154037735,0.6104522820914586,77,122,d3g6,True,0.4052641710135423,0.7413649232497094,-104,286
r3k2r/p4p1p/q2p1npQ/4P3/1pnR4/1N3N1P/PpP2PP1/1K1R4 b kq - 0 1,Rc8,a8c8,012CBP,0.2801174698236739,0.6312501413084699,-256,146,c4a3,False,0.41271022181153905,0.4926363724400336,-95,-8,a8c8,True,0.2801174698236739,0.6312501413084699,-256,146
r3k2r/p4p1p/q2p1npQ/8/1pnRP3/1N3N1P/PpP2PP1/1K1R4 w kq - 0 1,Qg7,h6g7,013CBP,0.6443617546751237,0.7233265559941559,161,261,h6g7,True,0.6443617546751237,0.7233265559941559,161,261,h6g7,True,0.6443617546751237,0.7233265559941559,161,261
2b2rk1/2p1qpp1/1r5n/1p1Bp2N/p3P3/3P1P2/PP1Q2P1/2R1K2R w K - 0 1,Rxc7,c1c7,014CBP,0.5804834622152635,0.7538685586972206,88,304,c1c6,False,0.5904168091318449,0.649897670785642,99,168,c1c7,True,0.5804834622152635,0.7538685586972206,88,304
5rk1/p3bppp/b1n1pn2/2p5/Pp3BPq/5P2/1PQ1P1BP/RN1R2K1 w - - 0 1,Bg3,f4g3,015CBP,0.38055227999982266,0.6363776066437299,-132,152,f4g3,True,0.38055227999982266,0.6363776066437299,-132,152,f4g3,True,0.38055227999982266,0.6363776066437299,-132,152
4q3/6pk/3Q4/3n3p/P1Rr1p1P/1P1p1P2/3N2PK/8 b - - 0 1,Qe1,e8e1,016CBP,0.4619043998309058,0.8118056501869602,-41,397,e8e1,True,0.4619043998309058,0.8118056501869602,-41,397,e8e1,True,0.4619043998309058,0.8118056501869602,-41,397
2b4r/3k1ppp/p2N4/Q3P3/2pb4/8/P5qP/1R2KR2 b - - 0 1,Qc2,g2c2,017CBP,0.5505244728549101,0.8190097461263064,55,410,g2c2,True,0.5505244728549101,0.8190097461263064,55,410,g2c2,True,0.5505244728549101,0.8190097461263064,55,410
4rrk1/R5pp/3qp3/1p1b1p1P/5n2/2P1QN2/1PB2PP1/3R2K1 w - - 0 1,h6,h5h6,018CBP,0.6651564314423484,0.7814266583095536,186,346,h5h6,True,0.6651564314423484,0.7814266583095536,186,346,h5h6,True,0.6651564314423484,0.7814266583095536,186,346
6rr/1b1pk3/5p2/p3p1q1/PP2Pn2/3BRQ2/NP3RPP/7K b - - 0 1,Nxd3,f4d3,019CBP,0.4566595630680892,0.8049620219857331,-47,385,h8h3,False,0.7554316861234414,0.649897670785642,306,168,f4d3,True,0.4566595630680892,0.8049620219857331,-47,385
2b2r2/5pk1/1q1p1Np1/p5Q1/1p1PP1P1/7P/1P6/5RK1 w - - 0 1,Ne8+,f6e8,020CBP,0.6504143819339872,0.8504254419957314,168,472,f6h5,False,0.6802271380465612,0.8368320725562275,204,444,f6e8,True,0.6504143819339872,0.8504254419957314,168,472
2kr3r/p1bb2pp/2p5/4pq2/B1N1R3/BPPQ4/P5PP/7K w - - 0 1,Nd6+,c4d6,021CBP,0.6985140501202096,0.8686308617297157,228,513,c4d6,True,0.6985140501202096,0.8686308617297157,228,513,c4d6,True,0.6985140501202096,0.8686308617297157,228,513
r2qk2r/1p3ppp/p1n1b3/3N4/3p4/BP4P1/P3PPBP/R1Q2nK1 w kq - 0 1,Nf6+,d5f6,022CBP,0.3985585996997699,0.5,-111,0,d5f4,False,0.5136087259422304,0.4724124461074959,14,-30,d5f6,True,0.3985585996997699,0.5,-111,0
5rk1/7p/p3N1n1/1p2P2r/2pQ1p1q/7p/PPP2PP1/3RR1K1 w - - 0 1,Qd7,d4d7,023CBP,0.6017621291534319,0.6565700162843596,112,176,d4d7,True,0.6017621291534319,0.6565700162843596,112,176,d4d7,True,0.6017621291534319,0.6565700162843596,112,176
2r3k1/p4ppp/5n2/Pq1bQ3/2p5/4P3/1B2BPPP/3R2K1 w - - 0 1,Qf5,e5f5,024CBP,0.6532678086390205,0.7985245090401617,172,374,e5f5,True,0.6532678086390205,0.7985245090401617,172,374,e5f5,True,0.6532678086390205,0.7985245090401617,172,374
2rq2k1/4P2p/p5pB/1p2np2/1P2r3/P1N5/1P3QPP/3R3K b - - 0 1,Qxd1+,d8d1,025CBP,0.7401699408705351,0.8244038264128941,284,420,d8d1,True,0.7401699408705351,0.8244038264128941,284,420,d8d1,True,0.7401699408705351,0.8244038264128941,284,420
4r3/1r2n1k1/3Np1p1/4P3/1pP2P2/p2p2Q1/PP4P1/1K6 b - - 0 1,Rh8,e8h8,026CBP,0.3320395465591277,0.5,-189,0,e8h8,True,0.3320395465591277,0.5,-189,0,e8h8,True,0.3320395465591277,0.5,-189,0
4rrk1/p2q2bp/1p4p1/3pn1B1/8/1P3PN1/P2R2PP/3QR1K1 w - - 0 1,Re4,e1e4,027CBP,0.6116389763351217,0.6936887774077353,123,222,e1e4,True,0.6116389763351217,0.6936887774077353,123,222,e1e4,True,0.6116389763351217,0.6936887774077353,123,222
3q1r1k/rbN1p2p/3pQ1p1/2p3N1/8/1P4PP/Pb3P2/R2R2K1 w - - 0 1,Qf7,e6f7,028CBP,0.6794042192659564,0.7851765653568404,203,352,e6f7,True,0.6794042192659564,0.7851765653568404,203,352,e6f7,True,0.6794042192659564,0.7851765653568404,203,352
6k1/p1b3pp/2p5/2Pp2qb/1Q2p3/1P2r3/PBR3PP/1N3BK1 b - - 0 1,Rh3,e3h3,029CBP,0.6256768357161526,0.8815022519586655,139,545,e3h3,True,0.6256768357161526,0.8815022519586655,139,545,e3h3,True,0.6256768357161526,0.8815022519586655,139,545
5rk1/p4p1p/r2pb1pQ/q3p3/1p2P1PP/1P3P2/PP6/1KNR3R b - - 0 1,Bxb3,e6b3,030CBP,0.5894899848348016,0.8112424662284797,98,396,e6b3,True,0.5894899848348016,0.8112424662284797,98,396,e6b3,True,0.5894899848348016,0.8112424662284797,98,396
r6Q/pp1bk3/6p1/3pp3/7R/5PP1/Pq2n3/1BR4K w - - 0 1,Rh7+,h4h7,031CBP,0.5940598922388745,0.9999837569566628,103,2995,h8g7,False,0.6908891667172199,0.5,218,0,h4h7,True,0.5940598922388745,0.9999837569566628,103,2995
6k1/pp3p1p/4p1pP/1b1pP3/1P3P2/2K2N2/1P1R2P1/q4B1R w - - 0 1,Kd4,c3d4,032CBP,0.5394817453092815,0.5449835205954683,42,49,c3d4,True,0.5394817453092815,0.5449835205954683,42,49,c3d4,True,0.5394817453092815,0.5449835205954683,42,49
3r3r/pp3pk1/1bp2qp1/3Pp1n1/2B1P1P1/2P2P2/PB2Q1K1/3R3R b - - 0 1,Nh3,g5h3,033CBP,0.705880443339268,0.7769924697409847,237,339,g5h3,True,0.705880443339268,0.7769924697409847,237,339,g5h3,True,0.705880443339268,0.7769924697409847,237,339
3r2r1/1ppbqpk1/p2p1n2/n3p1B1/3PP3/1BP3QP/P1P2PP1/1R2R1K1 w - - 0 1,Bxf6+,g5f6,034CBP,0.8899411522468537,0.8665157323943802,567,508,g5f6,True,0.8899411522468537,0.8665157323943802,567,508,g5f6,True,0.8899411522468537,0.8665157323943802,567,508
r4rk1/2p1q1pp/2Pbnp2/p3p3/2B1P1P1/1P2B1P1/2Q2PK1/2R4R w - - 0 1,f4,f2f4,035CBP,0.7462870533959236,0.7776298320139681,293,340,f2f4,True,0.7462870533959236,0.7776298320139681,293,340,f2f4,True,0.7462870533959236,0.7776298320139681,293,340
1qrbr1k1/1b1n1p1p/pp1pp1p1/3N2Pn/2P3Q1/1PB2N1P/P3PPB1/2RR2K1 b - - 0 1,exd5,e6d5,036CBP,0.49372958637221187,0.7173929335708207,-6,253,e6d5,True,0.49372958637221187,0.7173929335708207,-6,253,e6d5,True,0.49372958637221187,0.7173929335708207,-6,253
4r1k1/2pqpNbp/1p4p1/3n1p2/r2P4/1n2P1P1/1B2QPBP/1R1R2K1 w - - 0 1,Nd6,f7d6,037CBP,0.556139460267739,0.7757138412629945,61,337,f7e5,False,0.6032835800505019,0.49631798655933523,113,-4,f7d6,True,0.556139460267739,0.7757138412629945,61,337
r4rk1/1p4pb/p1P4p/P2P4/4pnBq/2Q1N3/5P1P/2R2RK1 b - - 0 1,Bf5,h7f5,038CBP,0.4979964031991275,0.7083494652148071,-2,241,b7c6,False,0.5502313123386674,0.5358387144707508,54,39,h7f5,True,0.4979964031991275,0.7083494652148071,-2,241
r2q1rk1/pb1nbpp1/1p2pn1p/4N3/2BP1P2/1PN5/PBQ3PP/R4RK1 b - - 0 1,Nxe5,d7e5,039CBP,0.6924051516486815,0.7233265559941559,220,261,d7e5,True,0.6924051516486815,0.7233265559941559,220,261,d7e5,True,0.6924051516486815,0.7233265559941559,220,261
1q2rrk1/p2pb1p1/1p4n1/3N1p1n/2P4p/1P3PP1/PB1QN1KP/R2R4 b - - 0 1,Bb4,e7b4,040CBP,0.5206740694457057,0.7586196963806966,22,311,h4g3,False,0.5737080583607889,0.511044443209752,80,12,e7b4,True,0.5206740694457057,0.7586196963806966,22,311
2Q1R3/5qbk/1p1r4/1P6/P3p1N1/4P2p/5P1K/8 w - - 0 1,Qa8,c8a8,041CBP,0.6753839706619313,0.7559124444307999,198,307,c8a8,True,0.6753839706619313,0.7559124444307999,198,307,c8a8,True,0.6753839706619313,0.7559124444307999,198,307
3r2k1/2rP1p1p/1p4p1/pB1Q4/P4q2/4p3/1PPN3P/1K3R2 b - - 0 1,Rcxd7,c7d7,042CBP,0.2921403150363986,0.6252304785769166,-240,139,c7d7,True,0.2921403150363986,0.6252304785769166,-240,139,c7d7,True,0.2921403150363986,0.6252304785769166,-240,139
r2N3k/1b4p1/1p5p/8/1p2qP2/1B5P/1P1Q2PK/8 b - - 0 1,Bd5,b7d5,043CBP,0.5133123489116009,0.8270530585228922,14,425,e4e7,False,0.5302564941855699,0.5,32,0,b7d5,True,0.5133123489116009,0.8270530585228922,14,425
2r2rk1/1q3p1p/n2bp3/p2pNpP1/2P2P1B/8/PP4QP/1K1R3R w - - 0 1,g6,g5g6,044CBP,0.5610795243862365,0.711382833072352,66,245,g5g6,True,0.5610795243862365,0.711382833072352,66,245,g5g6,True,0.5610795243862365,0.711382833072352,66,245
2qr2k1/p2nQpp1/3Rp3/1Pp5/P1P2N2/7P/b4PP1/6K1 w - - 0 1,Nd3,f4d3,045CBP,0.661612729491837,0.7685884778152217,182,326,f4d3,True,0.661612729491837,0.7685884778152217,182,326,f4d3,True,0.661612729491837,0.7685884778152217,182,326
r4rk1/3n1ppp/p1p2n2/qp1pp3/1bPP4/1PNBP2P/P2BQPP1/2R2RK1 w - - 0 1,a3,a2a3,046CBP,0.534602462998735,0.5695065266470701,37,76,c4d5,False,0.5472702697341977,0.5340066578563346,51,37,a2a3,True,0.534602462998735,0.5695065266470701,37,76
8/6pk/5n1p/1P2qp2/4r3/4NQ1P/4R1P1/7K b - - 0 1,Rf4,e4f4,047CBP,0.7092092367518887,0.8337929818944791,242,438,e4f4,True,0.7092092367518887,0.8337929818944791,242,438,e4f4,True,0.7092092367518887,0.8337929818944791,242,438
r2qk2r/pp2bp2/1np1b1pn/3p4/3P2P1/2N1P1BN/PP2BP2/R2QK2R b KQkq - 0 1,Nxg4,h6g4,048CBP,0.32767729092247594,0.5847815132358991,-195,93,g6g5,False,0.4828569290566751,0.45958548047804854,-18,-44,h6g4,True,0.32767729092247594,0.5847815132358991,-195,93
r1br2k1/ppq1bppp/4pn2/6B1/3N4/3Q1B2/PPP2PPP/R2R2K1 w - - 0 1,Nb5,d4b5,049CBP,0.5558258897096677,0.664824067524339,60,186,d4b5,True,0.5558258897096677,0.664824067524339,60,186,d4b5,True,0.5558258897096677,0.664824067524339,60,186
2k2r2/ppp3p1/8/3Pp2p/3n2nq/2NQ2PP/PPPP4/R1B3KR b - - 0 1,Ne2+,d4e2,050CBP,0.3198292837594998,0.9046290443554744,-204,611,f8f1,False,0.35748576352017025,0.5,-159,0,d4e2,True,0.3198292837594998,0.9046290443554744,-204,611
2r5/1p3p1p/pq1p1kpQ/3Pp2P/8/nP6/P1B2P2/2K3RR w - - 0 1,Qg5+,h6g5,051CBP,0.5520168909538654,0.5,56,0,h6g5,True,0.5520168909538654,0.5,56,0,h6g5,True,0.5520168909538654,0.5,56,0
2r2r1k/1P3pbp/8/5p2/1p3P2/n7/PP5P/K1Q3R1 b - - 0 1,Rc2,c8c2,052CBP,0.824267224202611,0.8358240437072986,419,442,c8c2,True,0.824267224202611,0.8358240437072986,419,442,c8c2,True,0.824267224202611,0.8358240437072986,419,442
1k6/pbp3Np/1n1r2p1/2p1Q3/2P2P2/1PB5/PK4PP/3q1B1R b - - 0 1,Na4+,b6a4,053CBP,0.7482017655631812,0.999983515957466,295,2991,b6a4,True,0.7482017655631812,0.999983515957466,295,2991,b6a4,True,0.7482017655631812,0.999983515957466,295,2991
r4r1k/p1pnNppp/1p6/4p1B1/3P4/PnP3QR/2q3PP/4R1K1 w - - 0 1,Qg4,g3g4,054CBP,0.764196935996145,0.8101122207399027,319,394,g3g4,True,0.764196935996145,0.8101122207399027,319,394,g3g4,True,0.764196935996145,0.8101122207399027,319,394
2r3k1/1b1p3p/1p1bp3/5N2/p1P2r1q/P1Q4P/1P1R2PK/3R1B2 b - - 0 1,Rf3+,f4f3,055CBP,0.365207709827148,0.8008836319239997,-150,378,f4f5,False,0.5350554611928204,0.5275875538925041,38,30,f4f3,True,0.365207709827148,0.8008836319239997,-150,378
3r1k1Q/3n1Pp1/p3p3/1p1q1p2/8/2r3PK/P1PPR2P/R7 b - - 0 1,Ke7,f8e7,056CBP,0.30235863297136323,0.5658919665398462,-227,72,f8f7,False,0.4850285503973424,0.5,-16,0,f8e7,True,0.30235863297136323,0.5658919665398462,-227,72
3r1k2/3n1Pp1/p3p3/1p1q1p1Q/8/2r3PK/P1PPR2P/R7 w - - 0 1,dxc3,d2c3,057CBP,0.4509668882092914,0.5,-53,0,h5h8,False,0.47033630569325613,0.4714948226881868,-32,-31,d2c3,True,0.4509668882092914,0.5,-53,0
2b1r1r1/4q2k/p2p1bnp/2pP1p2/2P2P2/2N1PR1P/1BQ4K/6RB b - - 0 1,Ne5,g6e5,058CBP,0.5759201928234134,0.6372292155838937,83,153,g6e5,True,0.5759201928234134,0.6372292155838937,83,153,g6e5,True,0.5759201928234134,0.6372292155838937,83,153
2r2rk1/pb1nqp2/1p4p1/4p2p/1PP5/P1BBP2Q/6PP/3R1RK1 w - - 0 1,Bf5,d3f5,059CBP,0.5605597527399186,0.7586196963806966,66,311,h3g3,False,0.6069943059632387,0.6148212729952696,118,127,d3f5,True,0.5605597527399186,0.7586196963806966,66,311
4k2r/1b2bppp/p3p3/1pB5/q3pnP1/2P5/P1P1BQ1P/3R1RK1 w k - 0 1,Rd8+,d1d8,060CBP,0.39914338801726323,0.6456972666879179,-111,163,d1d8,True,0.39914338801726323,0.6456972666879179,-111,163,d1d8,True,0.39914338801726323,0.6456972666879179,-111,163
2k5/1p3ppp/1p4b1/pB1n4/P2b2P1/5K2/6PP/7R w - - 0 1,Rd1,h1d1,061CBP,0.33499000718416105,0.45319095389262815,-186,-51,h1d1,True,0.33499000718416105,0.45319095389262815,-186,-51,h1d1,True,0.33499000718416105,0.45319095389262815,-186,-51
r2qr1k1/1p1b1p1p/p2p2p1/2pP4/P1N5/2P3nP/4P1B1/R1BQ1RK1 b - - 0 1,Bxh3,d7h3,062CBP,0.5602284833745592,0.6372292155838937,65,153,g3e2,False,0.5890916798148287,0.3602211364871788,97,-156,d7h3,True,0.5602284833745592,0.6372292155838937,65,153
r2r2k1/pp2bppp/2q5/2p1N3/2P1n3/P3B1Pb/1PQ2P1P/RN2R1K1 b - - 0 1,Nd2,e4d2,063CBP,0.22006899337549246,0.7349601640218837,-343,277,c6e6,False,0.45719527395164455,0.47608474251652944,-46,-26,e4d2,True,0.22006899337549246,0.7349601640218837,-343,277
2Rb2k1/3q1rpp/p3Q3/2N1p3/4P3/3Pp3/1P4PP/1K6 b - - 0 1,Qxc8,d7c8,064CBP,0.2825122484610999,0.5,-253,0,d7e7,False,0.3489257744866867,0.12479122466512271,-169,-529,d7c8,True,0.2825122484610999,0.5,-253,0
1r1r3k/pR3p1p/2n2p2/4p1q1/P3P1b1/8/BB3PPP/R4QK1 w - - 0 1,f4,f2f4,065CBP,0.4952353004991112,0.5649872147270768,-5,71,b2c1,False,0.5751561663827864,0.5257517538936253,82,28,f2f4,True,0.4952353004991112,0.5649872147270768,-5,71
6k1/Rb1rqppp/1Q6/1P6/2r5/5P2/5RPP/5NK1 w - - 0 1,Re2,f2e2,066CBP,0.3200926216555544,0.8522892607055503,-204,476,a7a2,False,0.5448808588736935,0.5101243359708437,48,11,f2e2,True,0.3200926216555544,0.8522892607055503,-204,476
4r3/p1bR1pk1/2p1n1p1/2q5/4Pp1P/1Q6/PP3PB1/4B1K1 w - - 0 1,Bb4,e1b4,067CBP,0.5348606171206289,0.648220254322344,37,166,g2h3,False,0.6581213602996989,0.511044443209752,177,12,e1b4,True,0.5348606171206289,0.648220254322344,37,166
2rqr1k1/1b3p1p/p2p2p1/np2b3/4P3/PP5P/2B1NPP1/1RBQR1K1 b - - 0 1,Rxc2,c8c2,068CBP,0.5822498187215894,0.6104522820914586,90,122,d8c7,False,0.5842051986711665,0.5910258971916128,92,100,c8c2,True,0.5822498187215894,0.6104522820914586,90,122
b4rk1/5ppp/3ppn2/1q6/1p2P3/1B3PQ1/NbPB2PP/1R5K b - - 0 1,d5,d6d5,069CBP,0.48065080933149396,0.5303398401818216,-21,33,b2e5,False,0.5316863104196725,0.5184020844121936,34,20,d6d5,True,0.48065080933149396,0.5303398401818216,-21,33
3Q4/1q3pk1/4p1p1/3pP1N1/2pPbP2/2P3KP/6P1/8 w - - 0 1,Kh4,g3h4,070CBP,0.6683288158484497,0.8586617598408057,190,490,d8f6,False,0.7315277552405186,0.8925633384935145,272,575,d8f6,False,0.7315277552405186,0.8925633384935145,272,575
3r2rk/5ppp/4bR2/pn1pP1QN/2pq2PB/1n5P/6B1/5R1K w - - 0 1,Rh6,f6h6,071CBP,0.5983203291306634,0.7795341070238575,108,343,f6e6,False,0.6157817217670731,0.6656440579806581,128,187,f6h6,True,0.5983203291306634,0.7795341070238575,108,343
2kr1b1r/1pq2ppp/p3pn2/6B1/2BNb3/8/PPPR1PPP/R2Q2K1 w - - 0 1,Nxe6,d4e6,072CBP,0.3937830843246455,0.7462761887954177,-117,293,d1e2,False,0.5584145423682949,0.522078114090291,63,24,d4e6,True,0.3937830843246455,0.7462761887954177,-117,293
3r2r1/p3Rbk1/5q2/3P2p1/P2Q2P1/2p2p2/8/4RBK1 w - - 0 1,Rxf7+,e7f7,073CBP,0.35904492130054866,0.8475934245090255,-157,466,e1e5,False,0.49131313021935785,0.49079583987119135,-9,-10,e7f7,True,0.35904492130054866,0.8475934245090255,-157,466
rnbq1rk1/ppp3bp/3p2p1/4pp2/2PPP1n1/2N2N1P/PP2BPP1/R1BQK2R b KQ - 0 1,Nxf2,g4f2,074CBP,0.5811652808122519,0.664824067524339,88,186,g4f2,True,0.5811652808122519,0.664824067524339,88,186,g4f2,True,0.5811652808122519,0.664824067524339,88,186
2r2rk1/ppq3pp/4p3/3pP3/P3n3/P7/R1n2PPP/1BBQ1RK1 b - - 0 1,Nxf2,e4f2,075CBP,0.400527671473649,0.7599656213987137,-109,313,f8f2,False,0.5473116108940297,0.5,51,0,e4f2,True,0.400527671473649,0.7599656213987137,-109,313
3rr1k1/pq3pbp/N1p1pnp1/5b2/3B1P2/2P5/PP3QPP/R3RBK1 b - - 0 1,Ng4,f6g4,076CBP,0.6792183878673039,0.7757138412629945,203,337,f6g4,True,0.6792183878673039,0.7757138412629945,203,337,f6g4,True,0.6792183878673039,0.7757138412629945,203,337
r5k1/1p3ppp/p2r4/4nNqn/B3P3/P4PPb/1B2QK1P/3R3R b - - 0 1,Nf4,h5f4,077CBP,0.3515524086719104,0.5740142874632654,-166,81,d6d1,False,0.3562854036991603,0.31339752781910246,-160,-213,h5f4,True,0.3515524086719104,0.5740142874632654,-166,81
1rb1qr2/p4pk1/1n5p/1n1pP3/NppP1B2/8/P3B1PP/1R1Q1RK1 w - - 0 1,Bxh6+,f4h6,078CBP,0.7586811465357164,0.830190289660537,311,431,f4h6,True,0.7586811465357164,0.830190289660537,311,431,f4h6,True,0.7586811465357164,0.830190289660537,311,431
4rrk1/p1p2p1p/2p3p1/3pPQN1/1bq5/7R/PP3PP1/3R2K1 w - - 0 1,Qf6,f5f6,079CBP,0.2780148262537874,0.8373342157114151,-259,445,f5f3,False,0.41597066288420137,0.3335369512006218,-92,-188,f5f6,True,0.2780148262537874,0.8373342157114151,-259,445
r5kr/1ppqb3/p2p4/3PpNPp/4Pp2/5P2/PPPQN3/1K4R1 w - - 0 1,Nxf4,e2f4,080CBP,0.629005865689277,0.8739973141938563,143,526,e2f4,True,0.629005865689277,0.8739973141938563,143,526,e2f4,True,0.629005865689277,0.8739973141938563,143,526
Bn5k/p5bp/3p2p1/1pq5/r7/3QNN2/bPP3PP/2KR3R b - - 0 1,Bc4,a2c4,081CBP,0.3244620005951835,0.8038032652913998,-199,383,a2c4,True,0.3244620005951835,0.8038032652913998,-199,383,a2c4,True,0.3244620005951835,0.8038032652913998,-199,383
r5k1/pp1rppbp/nqp3p1/8/Q2PP1n1/2N3PP/PP3P2/R1BRN1K1 b - - 0 1,Rxd4,d7d4,082CBP,0.617301790223268,0.6664630487993781,129,188,d7d4,True,0.617301790223268,0.6664630487993781,129,188,d7d4,True,0.617301790223268,0.6664630487993781,129,188
2rq1rk1/1b3ppp/p2b4/1pnPp1P1/4N1Q1/4B2P/PPP2RB1/R5K1 w - - 0 1,Nf6+,e4f6,083CBP,0.7318230688358107,0.7659585393189785,272,322,e4f6,True,0.7318230688358107,0.7659585393189785,272,322,e4f6,True,0.7318230688358107,0.7659585393189785,272,322
r4rk1/ppp1b1pp/2n1p3/4p3/1P6/P1NqP3/1B1P1PPP/R2QK2R b KQ - 0 1,Nd4,c6d4,084CBP,0.3208728496905777,0.7882656217191824,-203,357,a8d8,False,0.49712597837219963,0.4605001214877426,-3,-43,c6d4,True,0.3208728496905777,0.7882656217191824,-203,357
2k1r3/Qbp2p1p/2p5/2Prbqp1/2Bp1n2/1P3NP1/PB5P/2KR3R b - - 0 1,Ne2+,f4e2,085CBP,0.537510561208749,0.8494862867151542,40,470,f4e2,True,0.537510561208749,0.8494862867151542,40,470,f4e2,True,0.537510561208749,0.8494862867151542,40,470
2rr2k1/1b3ppp/p3pn2/8/1bqNP3/2N1BPP1/1P1R1Q1P/2R3K1 b - - 0 1,Bxe4,b7e4,086CBP,0.5622700849110511,0.6697289417427889,67,192,b7e4,True,0.5622700849110511,0.6697289417427889,67,192,b7e4,True,0.5622700849110511,0.6697289417427889,67,192
5rk1/pp4b1/3p4/1NpPq1Bp/P1n1P1bP/8/1PQ2NP1/R5K1 b - - 0 1,Bf3,g4f3,087CBP,0.4175649643753754,0.6423206501894636,-90,159,a7a6,False,0.6364247973091128,0.6346718261450347,152,150,g4f3,True,0.4175649643753754,0.6423206501894636,-90,159
r3r1k1/1p3pbp/1qp3p1/p2n4/3Nn3/P3P1P1/1PQB1PBP/2RR2K1 b - - 0 1,Nxf2,e4f2,088CBP,0.4981163234827226,0.6858096201223898,-2,212,g7d4,False,0.5099823760453194,0.6303926375862742,10,145,e4f2,True,0.4981163234827226,0.6858096201223898,-2,212
r1b2rk1/1pp1ppbp/4q1pB/8/1p6/3BQN2/1PP2PPP/2KR3R b - - 0 1,Bc3,g7c3,089CBP,0.7487923540831352,0.6372292155838937,296,153,g7c3,True,0.7487923540831352,0.6372292155838937,296,153,g7c3,True,0.7487923540831352,0.6372292155838937,296,153
