FEN,Moves,Moves_UCI,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
br2rbk1/2qn1ppp/2pp4/p7/1pP1P3/1B1NBP2/PPQ3PP/3RR1K1 w - - 0 1,c5,c4c5,0.6160693439949104,0.6174338599757672,128,130,c4c5,True,0.6160693439949104,0.6174338599757672,128,130,c4c5,True,0.6160693439949104,0.6174338599757672,128,130
r1bqk2r/1p3pbp/p1nppnp1/8/2P1P3/1NNB4/PP3PPP/R1BQ1RK1 w kq - 0 1,Be2,d3e2,0.5752559573453455,0.5901355884591462,82,99,c1e3,False,0.5772011280775146,0.5865684965842631,84,95,d3e2,True,0.5752559573453455,0.5901355884591462,82,99
r3r3/2nq1pbk/p2p2pp/2pP4/Pp2PP2/6B1/1P1Q2PP/3NRRK1 b - - 0 1,f5,f7f5,0.5665037039778249,0.6397788635128212,72,156,f7f5,True,0.5665037039778249,0.6397788635128212,72,156,f7f5,True,0.5665037039778249,0.6397788635128212,72,156
2rq1rk1/5ppp/1p2p3/1PnbP3/p1RN3b/P3B2P/4BPP1/3Q1RK1 w - - 0 1,Nc6,d4c6,0.5587796240262923,0.6095763271311208,64,121,d4c6,True,0.5587796240262923,0.6095763271311208,64,121,d4c6,True,0.5587796240262923,0.6095763271311208,64,121
2r3k1/2q1bpp1/2n1p1n1/1p1rP2p/3pQ2P/3N1N2/PP1B1PP1/2R1R1K1 w - - 0 1,g4,g2g4,0.6111206594590337,0.6631811026712696,122,184,c1c2,False,0.6339219308447197,0.6507349938882695,149,169,g2g4,True,0.6111206594590337,0.6631811026712696,122,184
1n3rk1/1bq1npbp/1p4p1/2p1p3/1PPp4/1Q1PPNP1/1B1N1PBP/R5K1 b - - 0 1,dxe3,d4e3,0.5486642572532061,0.5936932221056321,53,103,d4e3,True,0.5486642572532061,0.5936932221056321,53,103,d4e3,True,0.5486642572532061,0.5936932221056321,53,103
1r1r2k1/1b1nqpb1/1pp1p1pp/p7/N2P4/PQ2PN2/1P2BPPP/2RR2K1 b - - 0 1,c5,c6c5,0.5557582739682312,0.5667962794387497,60,73,c6c5,True,0.5557582739682312,0.5667962794387497,60,73,c6c5,True,0.5557582739682312,0.5667962794387497,60,73
r1bqr1k1/1p4bp/2pp2p1/p1n1pp1n/2P1P3/1PNPB1PP/P2QNPB1/R4RK1 w - - 0 1,exf5,e4f5,0.579577354336089,0.6260928550975975,87,140,e4f5,True,0.579577354336089,0.6260928550975975,87,140,e4f5,True,0.579577354336089,0.6260928550975975,87,140
1nbq1rk1/1pp2ppp/3p1n2/4p3/1PP5/2Q2NP1/3PPP1P/B3KB1R b K - 0 1,b5,b7b5,0.481457685375734,0.477921885909709,-20,-24,b7b5,True,0.481457685375734,0.477921885909709,-20,-24,c8d7,False,0.46633417199419325,0.5055228953683342,-36,6
3r4/p4pk1/1p2bqpp/2p5/2Pp2PP/PP1Q1P2/8/1K2R2R b - - 0 1,h5,h6h5,0.6032290240831011,0.5640820298184349,113,70,h6h5,True,0.6032290240831011,0.5640820298184349,113,70,d8b8,False,0.5241884616691614,0.5803043837193158,26,88
rq3rk1/1b1nbppp/ppnpp3/8/2P1PP2/1NN1BB2/PP2Q1PP/2RR2K1 w - - 0 1,Na4,c3a4,0.5638605195259652,0.5767131009559461,69,84,e4e5,False,0.5872053109566411,0.5695065266470701,95,76,e2f2,False,0.580716496568431,0.597241050790976,88,107
r1q1kb1r/5ppp/1pbppn2/p7/PPP1P3/6P1/3N1PBP/R1BQ1RK1 w kq - 0 1,c5,c4c5,0.602781537435615,0.6842206622885519,113,210,c4c5,True,0.602781537435615,0.6842206622885519,113,210,b4b5,False,0.5991477578403178,0.6952513126315362,109,224
r4rk1/pb3pp1/1pp1pn1p/8/2PP3Q/qP1B1N2/P4PPP/R3R1K1 w - - 0 1,g4,g2g4,0.595462546252089,0.6858096201223898,104,212,g2g4,True,0.595462546252089,0.6858096201223898,104,212,g2g4,True,0.595462546252089,0.6858096201223898,104,212
r1bqk2r/p1pnn1b1/1p1pp2p/5pp1/2PPP3/P1N1BN2/1P2BPPP/2RQ1RK1 w kq - 0 1,c5,c4c5,0.6015491570308318,0.5874611371519987,111,96,c4c5,True,0.6015491570308318,0.5874611371519987,111,96,c4c5,True,0.6015491570308318,0.5874611371519987,111,96
r1b2rk1/1pqn1ppp/p3pn2/3p4/1bPN4/1PN3P1/P1Q1PPBP/R1BR2K1 w - - 0 1,Na4,c3a4,0.6233398661697708,0.6278152022123592,136,142,c3a4,True,0.6233398661697708,0.6278152022123592,136,142,c3a4,True,0.6233398661697708,0.6278152022123592,136,142
2r3k1/5pp1/p2q2bp/1p1p4/3Nn3/N1P1R3/PP3PPP/4Q1K1 b - - 0 1,b4,b5b4,0.5090057905684817,0.5803043837193158,9,88,b5b4,True,0.5090057905684817,0.5803043837193158,9,88,b5b4,True,0.5090057905684817,0.5803043837193158,9,88
1rq1r1k1/R3b1pp/1npppn2/1p2p1N1/1P1PP3/2NQB2P/2P2PP1/4R1K1 w - - 0 1,d5,d4d5,0.577595512173707,0.6278152022123592,84,142,d4e5,False,0.6194470159124027,0.5468090461073719,132,51,d4d5,True,0.577595512173707,0.6278152022123592,84,142
4rrk1/p2bq3/2pp2p1/5n1p/2P1N3/2P3P1/P2Q2BP/4RRK1 w - - 0 1,h3,h2h3,0.5748701871120934,0.6095763271311208,81,121,e4c5,False,0.5795542084452527,0.5082839219143761,87,9,c4c5,False,0.5176460493578008,0.6148212729952696,19,127
r4rk1/pb3pb1/1pppqnpp/4n3/2P4B/P1N1PN2/1PQ1BPPP/3R1RK1 w - - 0 1,Nxe5,f3e5,0.5680774976107412,0.6269544312155905,74,141,f3d4,False,0.6025592421207664,0.6217730635233241,113,135,f3e5,True,0.5680774976107412,0.6269544312155905,74,141
r3kn1r/1bp1qp2/pp1b1n1p/3Pp1p1/P1B5/2N1PNB1/1P2QPPP/R4RK1 w kq - 0 1,a5,a4a5,0.5730417405611283,0.5812008926446736,79,89,a1d1,False,0.5743203708248774,0.5686035652810878,81,75,a4a5,True,0.5730417405611283,0.5812008926446736,79,89
rnbq1rk1/p3ppbp/1pp3p1/2Pp4/N2P1P2/3BP2P/PPQ3P1/2R1K1NR b K - 0 1,e5,e7e5,0.4868799583974204,0.5385849714102531,-14,42,f7f6,False,0.5386042558071327,0.511044443209752,42,12,e7e5,True,0.4868799583974204,0.5385849714102531,-14,42
3r2k1/1pqnbbpp/2p2p2/2N1p3/1P2P3/2QPB1P1/r4PBP/1R3RK1 b - - 0 1,b5,b7b5,0.503624583943467,0.5165632973121441,3,18,d8a8,False,0.5040566297086929,0.5046024700028845,4,5,b7b5,True,0.503624583943467,0.5165632973121441,3,18
4rrk1/pb1nq1pp/1p1bp3/2p2pN1/2PP4/1P2Q3/PB2BPPP/4RRK1 w - - 0 1,Bh5,e2h5,0.5317129212673706,0.5954683835833042,34,105,e2h5,True,0.5317129212673706,0.5954683835833042,34,105,d4d5,False,0.5069321262436258,0.6016615267275047,7,112
r2qnrn1/pp3pbk/3p2p1/2pPp2p/2P1P2N/5PPb/PPQBB2P/R2NR1K1 w - - 0 1,Nf5,h4f5,0.5991619143575811,0.6295343100667656,109,144,d1f2,False,0.6272939108896431,0.6303926375862742,141,145,e2d3,False,0.6018663701954614,0.6355251419984301,112,151
2rq1rk1/4b1pp/p1b1pp2/1pnp4/4PB1P/5PN1/PPPQB1P1/1K1R3R w - - 0 1,Nf5,g3f5,0.4558533540298977,0.5622703840425896,-48,68,e4d5,False,0.4831096256209943,0.47975962678773254,-18,-22,g3f5,True,0.4558533540298977,0.5622703840425896,-48,68
rn1qk2r/1p2bppp/p1n1p3/3bP3/3N1B2/3B1N2/PP3PPP/R2Q1RK1 b kq - 0 1,g5,g7g5,0.5623750129845209,0.5613639348680176,68,67,g7g5,True,0.5623750129845209,0.5613639348680176,68,67,g7g5,True,0.5623750129845209,0.5613639348680176,68,67
1r1qk2r/3b1p1p/Q2p2p1/2p1p3/2P1P3/2P1PN2/P4KPP/RR6 b k - 0 1,Ke7,e8e7,0.5761776477695049,0.5990111810176295,83,109,e8e7,True,0.5761776477695049,0.5990111810176295,83,109,e8e7,True,0.5761776477695049,0.5990111810176295,83,109
r2qr1k1/1p1b1p1p/p1n1pbp1/2Pp4/1P1B1P2/P1P2N2/3QB1PP/2R2RK1 w - - 0 1,Bxf6,d4f6,0.5952328565360936,0.6122020503513589,104,124,d4f6,True,0.5952328565360936,0.6122020503513589,104,124,d4f6,True,0.5952328565360936,0.6122020503513589,104,124
r4rk1/pp4pp/2p3b1/3pR2n/3P4/5P1B/PPP1N2P/2K3R1 b - - 0 1,Rxf3,f8f3,0.4476031523136638,0.6532413731006851,-57,172,a8e8,False,0.5166772013157854,0.5,18,0,f8f3,True,0.4476031523136638,0.6532413731006851,-57,172
2r3k1/1r2bpp1/1Bnp2qp/1p2p3/4P3/PP1Q3P/2N2PP1/2RR2K1 w - - 0 1,Nb4,c2b4,0.4039637221710154,0.5704090259445697,-105,77,b6e3,False,0.5733276326582559,0.5340066578563346,80,37,c2b4,True,0.4039637221710154,0.5704090259445697,-105,77
1n1r1rk1/1pq1bppp/3p1n2/pB1Pp3/8/PN2BP2/1PP1Q1PP/1K1R3R w - - 0 1,Qc4,e2c4,0.6841383308668498,0.6590564612649169,209,179,g2g4,False,0.7157073213175642,0.7255317251331461,250,264,e2d2,False,0.7038534758197752,0.7328028486085163,235,274
1rbr2k1/p3qpb1/1pp1pnpp/2N5/3P4/1B2PN2/PPQ2PPP/2RR2K1 w - - 0 1,Ne5,f3e5,0.5327587354308222,0.5294226081270875,35,32,c5d3,False,0.5352111738286174,0.497238468079986,38,-3,f3e5,True,0.5327587354308222,0.5294226081270875,35,32
r3rbk1/1nqb1p2/p2p1np1/2pPp3/NpP1P1P1/1P6/P1BB1P1N/R2QR1K1 b - - 0 1,Be7,f8e7,0.4509246419784067,0.48343670268785593,-53,-18,d7a4,False,0.48415839361796853,0.4504550396254112,-17,-54,f8e7,True,0.4509246419784067,0.48343670268785593,-53,-18
7k/1r2p1b1/p1q4p/4p1p1/P1n1N1P1/2P1P1BP/5P1K/RQ6 w - - 0 1,Qh1,b1h1,0.584472301766995,0.5910258971916128,92,100,b1h1,True,0.584472301766995,0.5910258971916128,92,100,b1d3,False,0.5733112503808228,0.6025436609853058,80,113
r5k1/pbr1qpp1/1pp1p2p/4N3/1bPPpP2/1P2P2Q/PB4PP/R4RK1 w - - 0 1,c5,c4c5,0.5766077344545443,0.5847815132358991,83,93,g2g4,False,0.6183329907686654,0.5649872147270768,131,71,c4c5,True,0.5766077344545443,0.5847815132358991,83,93
5rk1/1p1bqppp/2p1p2n/4P3/2P1B3/1PQ5/5P1P/B2R2K1 b - - 0 1,c5,c6c5,0.5626780150551983,0.6960308990696248,68,225,f8a8,False,0.5686260703407275,0.5504562746820834,75,55,c6c5,True,0.5626780150551983,0.6960308990696248,68,225
2r3k1/p2q1pp1/1pn1p2r/1R1pPn1p/P4Q2/2PP1N1P/3B1PP1/1R4K1 w - - 0 1,a5,a4a5,0.4552475089963053,0.5847815132358991,-48,93,b1e1,False,0.5481072126825824,0.5431567852197504,52,47,a4a5,True,0.4552475089963053,0.5847815132358991,-48,93
r2q1r2/1b2bpk1/p2p1n1p/3Npp2/1p2P3/3Q4/PPPB1NPP/R4R1K w - - 0 1,Ne3,d5e3,0.4871205188631797,0.5838871815019091,-13,92,d3g3,False,0.6026156805468018,0.4825172499538834,113,-19,d5e3,True,0.4871205188631797,0.5838871815019091,-13,92
r2qk2r/pp3pbp/1np1pnp1/8/P2P1P2/3Q2N1/1PP1N1PP/R1B2RK1 w kq - 0 1,f5,f4f5,0.45835612263406966,0.5128844269647328,-45,14,c2c4,False,0.46404137221977104,0.4404501867400794,-39,-65,f4f5,True,0.45835612263406966,0.5128844269647328,-45,14
r1b2rk1/p4pp1/2p4p/n3p1b1/8/3P1PN1/PP1P1P1P/RNB1R1K1 b - - 0 1,c5,c6c5,0.675347702505664,0.7262643485404467,198,265,c6c5,True,0.675347702505664,0.7262643485404467,198,265,c6c5,True,0.675347702505664,0.7262643485404467,198,265
1rq2rk1/3b1pbp/n2p2p1/1p1Pp2n/4P3/P1N1B2P/2QNBPP1/RR4K1 w - - 0 1,Ra2,a1a2,0.6330689861577612,0.6540749558280547,148,173,a1a2,True,0.6330689861577612,0.6540749558280547,148,173,a1a2,True,0.6330689861577612,0.6540749558280547,148,173
3r1rk1/pp3ppp/2p2qb1/3nN3/3P4/1B2R3/PP1Q1PPP/4R1K1 w - - 0 1,Bxd5,b3d5,0.5160364281116345,0.5686035652810878,17,75,e3f3,False,0.5423247479538165,0.5257517538936253,46,28,b3d5,True,0.5160364281116345,0.5686035652810878,17,75
4rrk1/4qpp1/p2b1n1p/1pnPp3/7P/2N1B2Q/PPB2PP1/2RR2K1 w - - 0 1,Ne2,c3e2,0.5628573755122531,0.6139489294360486,68,126,b2b4,False,0.6020074237810198,0.5838871815019091,112,92,c3e2,True,0.5628573755122531,0.6139489294360486,68,126
4rrk1/1p1q1ppn/p1pp3p/4p1b1/PP1PP3/1R2BQNP/2P2PP1/4R1K1 b - - 0 1,f5,f7f5,0.4609559790197806,0.603425129353426,-42,114,f7f5,True,0.4609559790197806,0.603425129353426,-42,114,f7f5,True,0.4609559790197806,0.603425129353426,-42,114
r1bq1rk1/1p4p1/2n4p/p2pp3/7P/1BP3Q1/PP3PP1/R1B1K2R b KQ - 0 1,Rf6,f8f6,0.47263371252404385,0.5640820298184349,-29,70,g8h8,False,0.5368245322034809,0.5531881623684916,40,58,f8f6,True,0.47263371252404385,0.5640820298184349,-29,70
r2r2k1/p1p1ppbp/bn2q1p1/2p1P3/3P1N2/1PN1B3/P1Q2PPP/2R1K2R b K - 0 1,Qd7,e6d7,0.44567843909339566,0.5577340998516674,-59,63,e6c6,False,0.5488989841367045,0.5248335896523929,53,27,e6d7,True,0.44567843909339566,0.5577340998516674,-59,63
1r3rk1/1ppnb1n1/p2p2q1/3Pp1pp/PPP1Pp2/2N2P1P/3BQ1PN/1R1R2K1 b - - 0 1,Ne8,g7e8,0.5234128325773726,0.5422429789460687,25,46,g7e8,True,0.5234128325773726,0.5422429789460687,25,46,f8f7,False,0.5006807581296031,0.5477213400816676,0,52
3q2k1/1r1p1pp1/1p2p2p/nPb1N3/4PB2/P2Q2P1/5P1P/2R3K1 w - - 0 1,Nc6,e5c6,0.6132261030411936,0.5731136939018822,125,80,e5c6,True,0.6132261030411936,0.5731136939018822,125,80,e5c6,True,0.6132261030411936,0.5731136939018822,125,80
r2q1rk1/1b1nbpp1/pp3n1p/3p4/2pP1N2/2N1P1B1/PP3PPP/1BRQ1RK1 b - - 0 1,Re8,f8e8,0.45913609607858524,0.5211593152406621,-44,23,b6b5,False,0.5061235748831372,0.4605001214877426,6,-43,f8e8,True,0.45913609607858524,0.5211593152406621,-44,23
4rrk1/1pq1bppp/p1p1pnn1/4N1B1/2PP3P/2N3P1/PP1RQP2/R5K1 w - - 0 1,h5,h4h5,0.6300643217337148,0.6786254827184693,144,203,h4h5,True,0.6300643217337148,0.6786254827184693,144,203,h4h5,True,0.6300643217337148,0.6786254827184693,144,203
6rk/6pp/pp6/2bp1pQ1/4q3/1P2P2P/PB3PP1/2R3K1 w - - 0 1,h4,h3h4,0.586472547219413,0.6217730635233241,94,135,g2g3,False,0.6117539424387667,0.5422429789460687,123,46,h3h4,True,0.586472547219413,0.6217730635233241,94,135
2brrn1k/1p4pp/p1pq1p2/PnNp4/1P1P4/1N1BPP1P/2Q3P1/4RRK1 w - - 0 1,f4,f3f4,0.5900982421634607,0.6007787318117942,98,111,c2d2,False,0.5922702632060972,0.5604570759825421,101,66,f3f4,True,0.5900982421634607,0.6007787318117942,98,111
r1b1rnk1/1pq2pbp/2p3p1/2P1p3/N3P3/2BP4/2Q2PPP/RR1B2K1 w - - 0 1,Nb6,a4b6,0.5278990286176486,0.5294226081270875,30,32,a4b6,True,0.5278990286176486,0.5294226081270875,30,32,a4b6,True,0.5278990286176486,0.5294226081270875,30,32
2r1rbk1/1b1qnpp1/p2p3p/1p1Pp3/6P1/PBP3N1/1P3PP1/R1BQR1K1 w - - 0 1,a4,a3a4,0.5841775760368032,0.6209067564512851,92,134,g3e4,False,0.6064430761418284,0.5586421525846197,117,64,a3a4,True,0.5841775760368032,0.6209067564512851,92,134
1rb3k1/2q2p1p/p2p4/2pPn1p1/2rbP3/R3BP1P/NP2Q1P1/1R1N2K1 w - - 0 1,Kh1,g1h1,0.48853280265078963,0.6148212729952696,-12,127,g1h1,True,0.48853280265078963,0.6148212729952696,-12,127,g1h1,True,0.48853280265078963,0.6148212729952696,-12,127
2rr4/Q1n1nqbk/2p3pp/3pp3/2P1B3/B1N5/P4PPP/2RR2K1 w - - 0 1,Qb7,a7b7,0.4839400689339997,0.5812008926446736,-17,89,a3e7,False,0.6084598498297995,0.47700323643230064,119,-25,a7b7,True,0.4839400689339997,0.5812008926446736,-17,89
r3r1k1/2b2q2/2b1p1pp/pp1p4/2nB1PB1/P1NQ2P1/1PP4P/1K1RR3 w - - 0 1,Re2,e1e2,0.5316628538987269,0.6303926375862742,34,145,c3a2,False,0.5534503549490659,0.45501647940453177,58,-49,e1e2,True,0.5316628538987269,0.6303926375862742,34,145
r1r3k1/pp1nppbp/3pb1p1/8/N1PBP3/5P2/PP2B1PP/2R2RK1 w - - 0 1,Bxg7,d4g7,0.5122166948032068,0.5147240615881282,13,16,d4g7,True,0.5122166948032068,0.5147240615881282,13,16,d4e3,False,0.473474530983081,0.5257517538936253,-28,28
2r1k2r/2q2ppp/4pb2/R7/1pP5/5QP1/1PP2PKP/2B2R2 w k - 0 1,Ra4,a5a4,0.5447565745397579,0.5794073444653803,48,87,a5a8,False,0.5711431868940464,0.5330902822991305,77,36,a5a4,True,0.5447565745397579,0.5794073444653803,48,87
2rr2k1/1pq1bppp/p2p1n2/P2Pp3/4n3/4B3/1PPQBPPP/R1NR2K1 w - - 0 1,Qe1,d2e1,0.5095178976491417,0.5422429789460687,10,46,d2b4,False,0.5359083355060164,0.5640820298184349,39,70,d2b4,False,0.5359083355060164,0.5640820298184349,39,70
bqr3k1/r1pnbppp/p3pn2/B7/1p1P4/1N2QNP1/PP2PPBP/R1R3K1 w - - 0 1,Rc2,c1c2,0.5453893217035952,0.5431567852197504,49,47,f3e1,False,0.5479126915500587,0.5586421525846197,52,64,f3e1,False,0.5479126915500587,0.5586421525846197,52,64
r4rk1/p4qb1/1np2npp/2N1p3/4Pp2/B4B2/P4PPP/R2QR1K1 w - - 0 1,Qc1,d1c1,0.6090869906950657,0.6156928792462818,120,128,d1c1,True,0.6090869906950657,0.6156928792462818,120,128,d1c1,True,0.6090869906950657,0.6156928792462818,120,128
r1bqk1nr/1p3p1p/6p1/pNbBp3/3p4/PQ4P1/1P2PP1P/R1B1K2R b KQkq - 0 1,Kf8,e8f8,0.5358425764504087,0.5540980866051488,39,59,e8f8,True,0.5358425764504087,0.5540980866051488,39,59,e8f8,True,0.5358425764504087,0.5540980866051488,39,59
2br1k2/p4p2/2Prn2p/6p1/6P1/q2BR3/4NPP1/1Q1R1K2 w - - 0 1,Kg1,f1g1,0.5225172283700685,0.5239152574834706,24,26,f1g1,True,0.5225172283700685,0.5239152574834706,24,26,f1g1,True,0.5225172283700685,0.5239152574834706,24,26
2rr2k1/1p1nbppp/p2p4/q2Bn1P1/5B2/2N5/PPP2Q1P/1K1R3R w - - 0 1,Bxe5,f4e5,0.6589811300436068,0.6524068491501985,178,171,h1f1,False,0.6852420856893379,0.7106262503410556,211,244,h1f1,False,0.6852420856893379,0.7106262503410556,211,244
1k3rr1/1p3ppp/pn6/3pPR2/2pP4/n1P2RP1/2PB2NP/6K1 w - - 0 1,e6,e5e6,0.5441890041720633,0.6051860475782356,48,116,f5f7,False,0.5882755294944291,0.5202403732122675,96,22,e5e6,True,0.5441890041720633,0.6051860475782356,48,116
3r1rk1/1bq2pbp/p3p1p1/1ppnP1N1/3P4/2PB2B1/P3QPPP/2R2RK1 b - - 0 1,Bh6,g7h6,0.5777878302559394,0.6397788635128212,85,156,c5d4,False,0.5875206073637447,0.6226385940780689,96,136,g7h6,True,0.5777878302559394,0.6397788635128212,85,156
1r1q1rk1/4ppbp/b2p2p1/p1n5/1p2P3/1P1PN1P1/R1PBQPBP/5RK1 w - - 0 1,Rd1,f1d1,0.44478319195903343,0.4559296988800415,-60,-48,f1b1,False,0.45276532823399607,0.3696073624137258,-51,-145,f1c1,False,0.435739770118436,0.45775702105393146,-70,-46
r4rk1/6b1/p1bppp2/1p2q2p/4P3/3B4/PPP1NQPP/1K1R1R2 w - - 0 1,c3,c2c3,0.5347782227761249,0.519321294202434,37,21,c2c3,True,0.5347782227761249,0.519321294202434,37,21,c2c3,True,0.5347782227761249,0.519321294202434,37,21
5rk1/p1r3pp/5q2/1p1R1p2/2P1p3/1P1n1PP1/P3Q1BP/3R2K1 w - - 0 1,Rf1,d1f1,0.5074838074746555,0.5468090461073719,8,51,e2e3,False,0.5104595154379287,0.4981589683200522,11,-2,d1f1,True,0.5074838074746555,0.5468090461073719,8,51
2r3k1/6b1/1p1p2qp/3Pp1p1/2P1p3/3nB1P1/P2QB2P/R5K1 w - - 0 1,a4,a2a4,0.5828871362199894,0.5847815132358991,90,93,a2a4,True,0.5828871362199894,0.5847815132358991,90,93,a2a4,True,0.5828871362199894,0.5847815132358991,90,93
r5k1/ppq3pp/5p2/n2p4/P1pPr1P1/B1P1P3/6PP/R2Q1RK1 w - - 0 1,g5,g4g5,0.5093112223991902,0.5613639348680176,10,67,g4g5,True,0.5093112223991902,0.5613639348680176,10,67,g4g5,True,0.5093112223991902,0.5613639348680176,10,67
r1b1nrk1/3pbppp/p1q1p3/1p4P1/4P3/P3BP2/1PPQN2P/2KR1B1R b - - 0 1,b4,b5b4,0.4544196592406274,0.47700323643230064,-49,-25,b5b4,True,0.4544196592406274,0.47700323643230064,-49,-25,b5b4,True,0.4544196592406274,0.47700323643230064,-49,-25
r2qkb1r/pppbp1pp/1n3p2/3P2B1/1Q2P3/2N2N2/PP3PPP/2KR3R w kq - 0 1,e5,e4e5,0.6055774252413944,0.6615341844106734,116,182,e4e5,True,0.6055774252413944,0.6615341844106734,116,182,e4e5,True,0.6055774252413944,0.6615341844106734,116,182
rn1r4/pp2kp2/2p2bp1/5b1p/2BP4/2N2N1P/PP3PP1/2KR3R w - - 0 1,g4,g2g4,0.5427219901902032,0.5658919665398462,46,72,g2g4,True,0.5427219901902032,0.5658919665398462,46,72,g2g4,True,0.5427219901902032,0.5658919665398462,46,72
r2q1r2/1p1b2bk/2nP2pp/3Q1p2/p1B5/4B3/PP2NPPP/R4RK1 b - - 0 1,b5,b7b5,0.3763100107836416,0.5147240615881282,-137,16,c6e5,False,0.4971675884488651,0.46874313267512907,-3,-34,b7b5,True,0.3763100107836416,0.5147240615881282,-137,16
2r1q1k1/pb3ppp/1p2p1n1/3nP3/3NBP2/P4Q2/1P2N1PP/4R1K1 w - - 0 1,f5,f4f5,0.533000947848293,0.5998952814867482,35,110,f3g3,False,0.5348457484867407,0.5658919665398462,37,72,f4f5,True,0.533000947848293,0.5998952814867482,35,110
2r2rk1/1pqbbppp/p2p1n2/P3p3/NnB1P3/4B3/1PPN1PPP/RQ2R1K1 b - - 0 1,d5,d6d5,0.5644706700999764,0.5622703840425896,70,68,d6d5,True,0.5644706700999764,0.5622703840425896,70,68,d6d5,True,0.5644706700999764,0.5622703840425896,70,68
