FEN,Moves,Moves_UCI,Puzzle_ID,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
b1rqk2r/3nbppp/4pn2/p1p3N1/Np1P4/3BP2Q/PP1B1PPP/2R2RK1 w k - 0 1,Bg6,d3g6,011CBP,0.4046068750024433,0.7413649232497094,-104,286,e3e4,False,0.5462509131717233,0.6104522820914586,50,122,d3g6,True,0.4046068750024433,0.7413649232497094,-104,286
r3k2r/p4p1p/q2p1npQ/4P3/1pnR4/1N3N1P/PpP2PP1/1K1R4 b kq - 0 1,Rc8,a8c8,012CBP,0.25644858691184647,0.6312501413084699,-289,146,d6e5,False,0.36641205068061833,0.3799603223030577,-148,-133,a8c8,True,0.25644858691184647,0.6312501413084699,-289,146
r3k2r/p4p1p/q2p1npQ/8/1pnRP3/1N3N1P/PpP2PP1/1K1R4 w kq - 0 1,Qg7,h6g7,013CBP,0.6735082711067657,0.7233265559941559,196,261,h6g7,True,0.6735082711067657,0.7233265559941559,196,261,h6g7,True,0.6735082711067657,0.7233265559941559,196,261
2b2rk1/2p1qpp1/1r5n/1p1Bp2N/p3P3/3P1P2/PP1Q2P1/2R1K2R w K - 0 1,Rxc7,c1c7,014CBP,0.3293691994548409,0.7538685586972206,-193,304,d3d4,False,0.5965186971481368,0.5101243359708437,106,11,c1c7,True,0.3293691994548409,0.7538685586972206,-193,304
5rk1/p3bppp/b1n1pn2/2p5/Pp3BPq/5P2/1PQ1P1BP/RN1R2K1 w - - 0 1,Bg3,f4g3,015CBP,0.3822881593123759,0.6363776066437299,-130,152,f4g3,True,0.3822881593123759,0.6363776066437299,-130,152,f4g3,True,0.3822881593123759,0.6363776066437299,-130,152
4q3/6pk/3Q4/3n3p/P1Rr1p1P/1P1p1P2/3N2PK/8 b - - 0 1,Qe1,e8e1,016CBP,0.48580012115873394,0.8118056501869602,-15,397,e8e1,True,0.48580012115873394,0.8118056501869602,-15,397,e8e1,True,0.48580012115873394,0.8118056501869602,-15,397
2b4r/3k1ppp/p2N4/Q3P3/2pb4/8/P5qP/1R2KR2 b - - 0 1,Qc2,g2c2,017CBP,0.5879979351168352,0.8190097461263064,96,410,g2c2,True,0.5879979351168352,0.8190097461263064,96,410,g2c2,True,0.5879979351168352,0.8190097461263064,96,410
4rrk1/R5pp/3qp3/1p1b1p1P/5n2/2P1QN2/1PB2PP1/3R2K1 w - - 0 1,h6,h5h6,018CBP,0.6422515456767658,0.7814266583095536,158,346,h5h6,True,0.6422515456767658,0.7814266583095536,158,346,h5h6,True,0.6422515456767658,0.7814266583095536,158,346
6rr/1b1pk3/5p2/p3p1q1/PP2Pn2/3BRQ2/NP3RPP/7K b - - 0 1,Nxd3,f4d3,019CBP,0.5375612615188119,0.8049620219857331,40,385,h8h3,False,0.7234597706918717,0.649897670785642,261,168,f4d3,True,0.5375612615188119,0.8049620219857331,40,385
2b2r2/5pk1/1q1p1Np1/p5Q1/1p1PP1P1/7P/1P6/5RK1 w - - 0 1,Ne8+,f6e8,020CBP,0.7864908161614625,0.8504254419957314,354,472,f6e8,True,0.7864908161614625,0.8504254419957314,354,472,f6e8,True,0.7864908161614625,0.8504254419957314,354,472
2kr3r/p1bb2pp/2p5/4pq2/B1N1R3/BPPQ4/P5PP/7K w - - 0 1,Nd6+,c4d6,021CBP,0.6872383276483127,0.8686308617297157,213,513,c4d6,True,0.6872383276483127,0.8686308617297157,213,513,c4d6,True,0.6872383276483127,0.8686308617297157,213,513
r2qk2r/1p3ppp/p1n1b3/3N4/3p4/BP4P1/P3PPBP/R1Q2nK1 w kq - 0 1,Nf6+,d5f6,022CBP,0.36994253728963766,0.5,-144,0,d5f4,False,0.5076734487689203,0.4724124461074959,8,-30,d5f6,True,0.36994253728963766,0.5,-144,0
5rk1/7p/p3N1n1/1p2P2r/2pQ1p1q/7p/PPP2PP1/3RR1K1 w - - 0 1,Qd7,d4d7,023CBP,0.5459064345126157,0.6565700162843596,50,176,d4d7,True,0.5459064345126157,0.6565700162843596,50,176,d4d7,True,0.5459064345126157,0.6565700162843596,50,176
2r3k1/p4ppp/5n2/Pq1bQ3/2p5/4P3/1B2BPPP/3R2K1 w - - 0 1,Qf5,e5f5,024CBP,0.6016255110632612,0.7985245090401617,111,374,b2c3,False,0.6294147909104637,0.6139489294360486,143,126,e5f5,True,0.6016255110632612,0.7985245090401617,111,374
2rq2k1/4P2p/p5pB/1p2np2/1P2r3/P1N5/1P3QPP/3R3K b - - 0 1,Qxd1+,d8d1,025CBP,0.4174327802425839,0.8244038264128941,-90,420,d8e7,False,0.5369490621244671,0.5,40,0,d8d1,True,0.4174327802425839,0.8244038264128941,-90,420
4r3/1r2n1k1/3Np1p1/4P3/1pP2P2/p2p2Q1/PP4P1/1K6 b - - 0 1,Rh8,e8h8,026CBP,0.3663307653803325,0.5,-148,0,e8h8,True,0.3663307653803325,0.5,-148,0,e8h8,True,0.3663307653803325,0.5,-148,0
4rrk1/p2q2bp/1p4p1/3pn1B1/8/1P3PN1/P2R2PP/3QR1K1 w - - 0 1,Re4,e1e4,027CBP,0.5602076124767785,0.6936887774077353,65,222,g5e3,False,0.5664102538399103,0.5147240615881282,72,16,e1e4,True,0.5602076124767785,0.6936887774077353,65,222
3q1r1k/rbN1p2p/3pQ1p1/2p3N1/8/1P4PP/Pb3P2/R2R2K1 w - - 0 1,Qf7,e6f7,028CBP,0.6651342733459673,0.7851765653568404,186,352,e6f7,True,0.6651342733459673,0.7851765653568404,186,352,e6f7,True,0.6651342733459673,0.7851765653568404,186,352
6k1/p1b3pp/2p5/2Pp2qb/1Q2p3/1P2r3/PBR3PP/1N3BK1 b - - 0 1,Rh3,e3h3,029CBP,0.6704656957708144,0.8815022519586655,192,545,e3h3,True,0.6704656957708144,0.8815022519586655,192,545,e3h3,True,0.6704656957708144,0.8815022519586655,192,545
5rk1/p4p1p/r2pb1pQ/q3p3/1p2P1PP/1P3P2/PP6/1KNR3R b - - 0 1,Bxb3,e6b3,030CBP,0.6084060658081372,0.8112424662284797,119,396,e6b3,True,0.6084060658081372,0.8112424662284797,119,396,e6b3,True,0.6084060658081372,0.8112424662284797,119,396
r6Q/pp1bk3/6p1/3pp3/7R/5PP1/Pq2n3/1BR4K w - - 0 1,Rh7+,h4h7,031CBP,0.8495579421202848,0.9999837569566628,470,2995,h4h7,True,0.8495579421202848,0.9999837569566628,470,2995,h4h7,True,0.8495579421202848,0.9999837569566628,470,2995
6k1/pp3p1p/4p1pP/1b1pP3/1P3P2/2K2N2/1P1R2P1/q4B1R w - - 0 1,Kd4,c3d4,032CBP,0.5796721072146587,0.5449835205954683,87,49,d2c2,False,0.6035696771378491,0.5,114,0,c3d4,True,0.5796721072146587,0.5449835205954683,87,49
3r3r/pp3pk1/1bp2qp1/3Pp1n1/2B1P1P1/2P2P2/PB2Q1K1/3R3R b - - 0 1,Nh3,g5h3,033CBP,0.5871020821182892,0.7769924697409847,95,339,c6d5,False,0.607715439980736,0.5740142874632654,118,81,g5h3,True,0.5871020821182892,0.7769924697409847,95,339
3r2r1/1ppbqpk1/p2p1n2/n3p1B1/3PP3/1BP3QP/P1P2PP1/1R2R1K1 w - - 0 1,Bxf6+,g5f6,034CBP,0.5472469146430603,0.8665157323943802,51,508,d4e5,False,0.6979564331953179,0.585675286773559,227,94,g5f6,True,0.5472469146430603,0.8665157323943802,51,508
r4rk1/2p1q1pp/2Pbnp2/p3p3/2B1P1P1/1P2B1P1/2Q2PK1/2R4R w - - 0 1,f4,f2f4,035CBP,0.7636061103447509,0.7776298320139681,318,340,f2f4,True,0.7636061103447509,0.7776298320139681,318,340,f2f4,True,0.7636061103447509,0.7776298320139681,318,340
1qrbr1k1/1b1n1p1p/pp1pp1p1/3N2Pn/2P3Q1/1PB2N1P/P3PPB1/2RR2K1 b - - 0 1,exd5,e6d5,036CBP,0.46239166594932346,0.7173929335708207,-40,253,d7c5,False,0.5173309351335664,0.49907948104001076,18,-1,e6d5,True,0.46239166594932346,0.7173929335708207,-40,253
4r1k1/2pqpNbp/1p4p1/3n1p2/r2P4/1n2P1P1/1B2QPBP/1R1R2K1 w - - 0 1,Nd6,f7d6,037CBP,0.5536940086071873,0.7757138412629945,58,337,f7e5,False,0.6620420247968815,0.49631798655933523,182,-4,f7d6,True,0.5536940086071873,0.7757138412629945,58,337
r4rk1/1p4pb/p1P4p/P2P4/4pnBq/2Q1N3/5P1P/2R2RK1 b - - 0 1,Bf5,h7f5,038CBP,0.5313661713646554,0.7083494652148071,34,241,h7f5,True,0.5313661713646554,0.7083494652148071,34,241,h7f5,True,0.5313661713646554,0.7083494652148071,34,241
r2q1rk1/pb1nbpp1/1p2pn1p/4N3/2BP1P2/1PN5/PBQ3PP/R4RK1 b - - 0 1,Nxe5,d7e5,039CBP,0.6476953438637227,0.7233265559941559,165,261,d7e5,True,0.6476953438637227,0.7233265559941559,165,261,d7e5,True,0.6476953438637227,0.7233265559941559,165,261
1q2rrk1/p2pb1p1/1p4n1/3N1p1n/2P4p/1P3PP1/PB1QN1KP/R2R4 b - - 0 1,Bb4,e7b4,040CBP,0.40281456226076884,0.7586196963806966,-106,311,h4g3,False,0.5537882953800879,0.511044443209752,58,12,e7b4,True,0.40281456226076884,0.7586196963806966,-106,311
2Q1R3/5qbk/1p1r4/1P6/P3p1N1/4P2p/5P1K/8 w - - 0 1,Qa8,c8a8,041CBP,0.6793541890728498,0.7559124444307999,203,307,c8a8,True,0.6793541890728498,0.7559124444307999,203,307,c8a8,True,0.6793541890728498,0.7559124444307999,203,307
3r2k1/2rP1p1p/1p4p1/pB1Q4/P4q2/4p3/1PPN3P/1K3R2 b - - 0 1,Rcxd7,c7d7,042CBP,0.25323128473909495,0.6252304785769166,-293,139,c7d7,True,0.25323128473909495,0.6252304785769166,-293,139,c7d7,True,0.25323128473909495,0.6252304785769166,-293,139
r2N3k/1b4p1/1p5p/8/1p2qP2/1B5P/1P1Q2PK/8 b - - 0 1,Bd5,b7d5,043CBP,0.37170845611654,0.8270530585228922,-142,425,e4g2,False,0.5139541293611487,0.4468118376315084,15,-58,b7d5,True,0.37170845611654,0.8270530585228922,-142,425
2r2rk1/1q3p1p/n2bp3/p2pNpP1/2P2P1B/8/PP4QP/1K1R3R w - - 0 1,g6,g5g6,044CBP,0.6278060547674975,0.711382833072352,141,245,g5g6,True,0.6278060547674975,0.711382833072352,141,245,g5g6,True,0.6278060547674975,0.711382833072352,141,245
2qr2k1/p2nQpp1/3Rp3/1Pp5/P1P2N2/7P/b4PP1/6K1 w - - 0 1,Nd3,f4d3,045CBP,0.7009833093496584,0.7685884778152217,231,326,f4d3,True,0.7009833093496584,0.7685884778152217,231,326,f4d3,True,0.7009833093496584,0.7685884778152217,231,326
r4rk1/3n1ppp/p1p2n2/qp1pp3/1bPP4/1PNBP2P/P2BQPP1/2R2RK1 w - - 0 1,a3,a2a3,046CBP,0.4885697508293916,0.5695065266470701,-12,76,c4d5,False,0.5431688381767175,0.5340066578563346,47,37,a2a3,True,0.4885697508293916,0.5695065266470701,-12,76
8/6pk/5n1p/1P2qp2/4r3/4NQ1P/4R1P1/7K b - - 0 1,Rf4,e4f4,047CBP,0.6359040022520048,0.8337929818944791,151,438,f6d5,False,0.655373030603787,0.5,174,0,e4f4,True,0.6359040022520048,0.8337929818944791,151,438
r2qk2r/pp2bp2/1np1b1pn/3p4/3P2P1/2N1P1BN/PP2BP2/R2QK2R b KQkq - 0 1,Nxg4,h6g4,048CBP,0.3291266736563768,0.5847815132358991,-193,93,d8d7,False,0.48407341113099267,0.4724124461074959,-17,-30,h6g4,True,0.3291266736563768,0.5847815132358991,-193,93
r1br2k1/ppq1bppp/4pn2/6B1/3N4/3Q1B2/PPP2PPP/R2R2K1 w - - 0 1,Nb5,d4b5,049CBP,0.5189966212081913,0.664824067524339,20,186,d3e2,False,0.5217822631208284,0.5101243359708437,23,11,d4b5,True,0.5189966212081913,0.664824067524339,20,186
2k2r2/ppp3p1/8/3Pp2p/3n2nq/2NQ2PP/PPPP4/R1B3KR b - - 0 1,Ne2+,d4e2,050CBP,0.2648559650071147,0.9046290443554744,-277,611,h4f6,False,0.4274052466728824,0.2275054850760267,-79,-332,d4e2,True,0.2648559650071147,0.9046290443554744,-277,611
2r5/1p3p1p/pq1p1kpQ/3Pp2P/8/nP6/P1B2P2/2K3RR w - - 0 1,Qg5+,h6g5,051CBP,0.6783600017333526,0.5,202,0,h6g5,True,0.6783600017333526,0.5,202,0,h6g5,True,0.6783600017333526,0.5,202,0
2r2r1k/1P3pbp/8/5p2/1p3P2/n7/PP5P/K1Q3R1 b - - 0 1,Rc2,c8c2,052CBP,0.7695973036285362,0.8358240437072986,327,442,c8c2,True,0.7695973036285362,0.8358240437072986,327,442,c8c2,True,0.7695973036285362,0.8358240437072986,327,442
1k6/pbp3Np/1n1r2p1/2p1Q3/2P2P2/1PB5/PK4PP/3q1B1R b - - 0 1,Na4+,b6a4,053CBP,0.7078386086808748,0.999983515957466,240,2991,b6a4,True,0.7078386086808748,0.999983515957466,240,2991,b6a4,True,0.7078386086808748,0.999983515957466,240,2991
r4r1k/p1pnNppp/1p6/4p1B1/3P4/PnP3QR/2q3PP/4R1K1 w - - 0 1,Qg4,g3g4,054CBP,0.741712168869264,0.8101122207399027,286,394,g3g4,True,0.741712168869264,0.8101122207399027,286,394,g3g4,True,0.741712168869264,0.8101122207399027,286,394
2r3k1/1b1p3p/1p1bp3/5N2/p1P2r1q/P1Q4P/1P1R2PK/3R1B2 b - - 0 1,Rf3+,f4f3,055CBP,0.5337732183699124,0.8008836319239997,36,378,f4f3,True,0.5337732183699124,0.8008836319239997,36,378,f4f3,True,0.5337732183699124,0.8008836319239997,36,378
3r1k1Q/3n1Pp1/p3p3/1p1q1p2/8/2r3PK/P1PPR2P/R7 b - - 0 1,Ke7,f8e7,056CBP,0.2967023918953129,0.5658919665398462,-234,72,f8f7,False,0.5103345063397335,0.5,11,0,f8e7,True,0.2967023918953129,0.5658919665398462,-234,72
3r1k2/3n1Pp1/p3p3/1p1q1p1Q/8/2r3PK/P1PPR2P/R7 w - - 0 1,dxc3,d2c3,057CBP,0.4805264776139717,0.5,-21,0,d2c3,True,0.4805264776139717,0.5,-21,0,d2c3,True,0.4805264776139717,0.5,-21,0
2b1r1r1/4q2k/p2p1bnp/2pP1p2/2P2P2/2N1PR1P/1BQ4K/6RB b - - 0 1,Ne5,g6e5,058CBP,0.5401796368515991,0.6372292155838937,43,153,g6h4,False,0.5909875974525232,0.5559168418448287,99,61,g6e5,True,0.5401796368515991,0.6372292155838937,43,153
2r2rk1/pb1nqp2/1p4p1/4p2p/1PP5/P1BBP2Q/6PP/3R1RK1 w - - 0 1,Bf5,d3f5,059CBP,0.5516273243453012,0.7586196963806966,56,311,d3g6,False,0.6070631133932407,0.5211593152406621,118,23,d3f5,True,0.5516273243453012,0.7586196963806966,56,311
4k2r/1b2bppp/p3p3/1pB5/q3pnP1/2P5/P1P1BQ1P/3R1RK1 w k - 0 1,Rd8+,d1d8,060CBP,0.3617329453621032,0.6456972666879179,-154,163,f2f4,False,0.5528419840424359,0.2614691522497748,57,-282,d1d8,True,0.3617329453621032,0.6456972666879179,-154,163
2k5/1p3ppp/1p4b1/pB1n4/P2b2P1/5K2/6PP/7R w - - 0 1,Rd1,h1d1,061CBP,0.3431224029847878,0.45319095389262815,-176,-51,h1d1,True,0.3431224029847878,0.45319095389262815,-176,-51,h1d1,True,0.3431224029847878,0.45319095389262815,-176,-51
r2qr1k1/1p1b1p1p/p2p2p1/2pP4/P1N5/2P3nP/4P1B1/R1BQ1RK1 b - - 0 1,Bxh3,d7h3,062CBP,0.44191779335647385,0.6372292155838937,-63,153,g3e2,False,0.5584495022410654,0.3602211364871788,63,-156,d7h3,True,0.44191779335647385,0.6372292155838937,-63,153
r2r2k1/pp2bppp/2q5/2p1N3/2P1n3/P3B1Pb/1PQ2P1P/RN2R1K1 b - - 0 1,Nd2,e4d2,063CBP,0.2734541204992204,0.7349601640218837,-265,277,c6e6,False,0.4618383445159795,0.47608474251652944,-41,-26,e4d2,True,0.2734541204992204,0.7349601640218837,-265,277
2Rb2k1/3q1rpp/p3Q3/2N1p3/4P3/3Pp3/1P4PP/1K6 b - - 0 1,Qxc8,d7c8,064CBP,0.3416664018842055,0.5,-178,0,d7c8,True,0.3416664018842055,0.5,-178,0,d7c8,True,0.3416664018842055,0.5,-178,0
1r1r3k/pR3p1p/2n2p2/4p1q1/P3P1b1/8/BB3PPP/R4QK1 w - - 0 1,f4,f2f4,065CBP,0.48082965492547475,0.5649872147270768,-20,71,b2c1,False,0.5653609328701396,0.5257517538936253,71,28,f2f4,True,0.48082965492547475,0.5649872147270768,-20,71
6k1/Rb1rqppp/1Q6/1P6/2r5/5P2/5RPP/5NK1 w - - 0 1,Re2,f2e2,066CBP,0.3226604201545822,0.8522892607055503,-201,476,a7a2,False,0.5361094458937329,0.5101243359708437,39,11,f2e2,True,0.3226604201545822,0.8522892607055503,-201,476
4r3/p1bR1pk1/2p1n1p1/2q5/4Pp1P/1Q6/PP3PB1/4B1K1 w - - 0 1,Bb4,e1b4,067CBP,0.584037631967866,0.648220254322344,92,166,g2h3,False,0.5864533640277363,0.511044443209752,94,12,e1b4,True,0.584037631967866,0.648220254322344,92,166
2rqr1k1/1b3p1p/p2p2p1/np2b3/4P3/PP5P/2B1NPP1/1RBQR1K1 b - - 0 1,Rxc2,c8c2,068CBP,0.5651053706622764,0.6104522820914586,71,122,d6d5,False,0.5827607980869853,0.5504562746820834,90,55,c8c2,True,0.5651053706622764,0.6104522820914586,71,122
b4rk1/5ppp/3ppn2/1q6/1p2P3/1B3PQ1/NbPB2PP/1R5K b - - 0 1,d5,d6d5,069CBP,0.4869768686575351,0.5303398401818216,-14,33,b2e5,False,0.5346405641059271,0.5184020844121936,37,20,d6d5,True,0.4869768686575351,0.5303398401818216,-14,33
3Q4/1q3pk1/4p1p1/3pP1N1/2pPbP2/2P3KP/6P1/8 w - - 0 1,Kh4,g3h4,070CBP,0.6839303889072907,0.8586617598408057,209,490,d8f6,False,0.7394608305751256,0.8925633384935145,283,575,d8f6,False,0.7394608305751256,0.8925633384935145,283,575
3r2rk/5ppp/4bR2/pn1pP1QN/2pq2PB/1n5P/6B1/5R1K w - - 0 1,Rh6,f6h6,071CBP,0.5969759984589178,0.7795341070238575,106,343,f6h6,True,0.5969759984589178,0.7795341070238575,106,343,f6h6,True,0.5969759984589178,0.7795341070238575,106,343
2kr1b1r/1pq2ppp/p3pn2/6B1/2BNb3/8/PPPR1PPP/R2Q2K1 w - - 0 1,Nxe6,d4e6,072CBP,0.49310612626063133,0.7462761887954177,-7,293,d1e2,False,0.5368294250450254,0.522078114090291,40,24,d4e6,True,0.49310612626063133,0.7462761887954177,-7,293
3r2r1/p3Rbk1/5q2/3P2p1/P2Q2P1/2p2p2/8/4RBK1 w - - 0 1,Rxf7+,e7f7,073CBP,0.35079619139965423,0.8475934245090255,-167,466,e1e5,False,0.491208932944021,0.49079583987119135,-9,-10,e7f7,True,0.35079619139965423,0.8475934245090255,-167,466
rnbq1rk1/ppp3bp/3p2p1/4pp2/2PPP1n1/2N2N1P/PP2BPP1/R1BQK2R b KQ - 0 1,Nxf2,g4f2,074CBP,0.5037581593274416,0.664824067524339,4,186,g4f2,True,0.5037581593274416,0.664824067524339,4,186,g4f2,True,0.5037581593274416,0.664824067524339,4,186
2r2rk1/ppq3pp/4p3/3pP3/P3n3/P7/R1n2PPP/1BBQ1RK1 b - - 0 1,Nxf2,e4f2,075CBP,0.351742625471718,0.7599656213987137,-166,313,f8f2,False,0.4366122618929298,0.5,-69,0,e4f2,True,0.351742625471718,0.7599656213987137,-166,313
3rr1k1/pq3pbp/N1p1pnp1/5b2/3B1P2/2P5/PP3QPP/R3RBK1 b - - 0 1,Ng4,f6g4,076CBP,0.7160752445940514,0.7757138412629945,251,337,f6g4,True,0.7160752445940514,0.7757138412629945,251,337,f6g4,True,0.7160752445940514,0.7757138412629945,251,337
r5k1/1p3ppp/p2r4/4nNqn/B3P3/P4PPb/1B2QK1P/3R3R b - - 0 1,Nf4,h5f4,077CBP,0.25138042953327866,0.5740142874632654,-296,81,d6e6,False,0.3492291513442044,0.36874985869153015,-169,-146,h5f4,True,0.25138042953327866,0.5740142874632654,-296,81
1rb1qr2/p4pk1/1n5p/1n1pP3/NppP1B2/8/P3B1PP/1R1Q1RK1 w - - 0 1,Bxh6+,f4h6,078CBP,0.7652427541754322,0.830190289660537,320,431,f4h6,True,0.7652427541754322,0.830190289660537,320,431,f4h6,True,0.7652427541754322,0.830190289660537,320,431
4rrk1/p1p2p1p/2p3p1/3pPQN1/1bq5/7R/PP3PP1/3R2K1 w - - 0 1,Qf6,f5f6,079CBP,0.3174243924077105,0.8373342157114151,-207,445,f5f3,False,0.40878298220239495,0.3335369512006218,-100,-188,f5f6,True,0.3174243924077105,0.8373342157114151,-207,445
r5kr/1ppqb3/p2p4/3PpNPp/4Pp2/5P2/PPPQN3/1K4R1 w - - 0 1,Nxf4,e2f4,080CBP,0.6261957835491259,0.8739973141938563,140,526,e2f4,True,0.6261957835491259,0.8739973141938563,140,526,e2f4,True,0.6261957835491259,0.8739973141938563,140,526
Bn5k/p5bp/3p2p1/1pq5/r7/3QNN2/bPP3PP/2KR3R b - - 0 1,Bc4,a2c4,081CBP,0.28445896579105845,0.8038032652913998,-250,383,b8d7,False,0.30849729738229975,0.17881728296347305,-219,-414,a2c4,True,0.28445896579105845,0.8038032652913998,-250,383
r5k1/pp1rppbp/nqp3p1/8/Q2PP1n1/2N3PP/PP3P2/R1BRN1K1 b - - 0 1,Rxd4,d7d4,082CBP,0.4960183016671641,0.6664630487993781,-4,188,d7d4,True,0.4960183016671641,0.6664630487993781,-4,188,d7d4,True,0.4960183016671641,0.6664630487993781,-4,188
2rq1rk1/1b3ppp/p2b4/1pnPp1P1/4N1Q1/4B2P/PPP2RB1/R5K1 w - - 0 1,Nf6+,e4f6,083CBP,0.7354478966032388,0.7659585393189785,277,322,e4f6,True,0.7354478966032388,0.7659585393189785,277,322,e4f6,True,0.7354478966032388,0.7659585393189785,277,322
r4rk1/ppp1b1pp/2n1p3/4p3/1P6/P1NqP3/1B1P1PPP/R2QK2R b KQ - 0 1,Nd4,c6d4,084CBP,0.34837972096711806,0.7882656217191824,-170,357,a8d8,False,0.5233599730681721,0.4605001214877426,25,-43,c6d4,True,0.34837972096711806,0.7882656217191824,-170,357
2k1r3/Qbp2p1p/2p5/2Prbqp1/2Bp1n2/1P3NP1/PB5P/2KR3R b - - 0 1,Ne2+,f4e2,085CBP,0.535081078261537,0.8494862867151542,38,470,f4e2,True,0.535081078261537,0.8494862867151542,38,470,f4e2,True,0.535081078261537,0.8494862867151542,38,470
2rr2k1/1b3ppp/p3pn2/8/1bqNP3/2N1BPP1/1P1R1Q1P/2R3K1 b - - 0 1,Bxe4,b7e4,086CBP,0.5665463460437978,0.6697289417427889,72,192,b7e4,True,0.5665463460437978,0.6697289417427889,72,192,b7e4,True,0.5665463460437978,0.6697289417427889,72,192
5rk1/pp4b1/3p4/1NpPq1Bp/P1n1P1bP/8/1PQ2NP1/R5K1 b - - 0 1,Bf3,g4f3,087CBP,0.47083310380362864,0.6423206501894636,-31,159,a7a6,False,0.6195640630880949,0.6346718261450347,132,150,g4f3,True,0.47083310380362864,0.6423206501894636,-31,159
r3r1k1/1p3pbp/1qp3p1/p2n4/3Nn3/P3P1P1/1PQB1PBP/2RR2K1 b - - 0 1,Nxf2,e4f2,088CBP,0.3793638130330943,0.6858096201223898,-133,212,e4d2,False,0.5124370489704901,0.4724124461074959,13,-30,e4f2,True,0.3793638130330943,0.6858096201223898,-133,212
r1b2rk1/1pp1ppbp/4q1pB/8/1p6/3BQN2/1PP2PPP/2KR3R b - - 0 1,Bc3,g7c3,089CBP,0.7176007850409309,0.6372292155838937,253,153,g7c3,True,0.7176007850409309,0.6372292155838937,253,153,g7c3,True,0.7176007850409309,0.6372292155838937,253,153
