FEN,Moves,Moves_UCI,Puzzle_ID,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
5rk1/7p/p3N1n1/1p2P2r/2pQ1p1q/7p/PPP2PP1/3RR1K1 w - - 0 1,Qd7,d4d7,023CBP,0.6017621255224235,0.6303926375862742,112,145,d4d7,True,0.6017621255224235,0.6303926375862742,112,145,d4d7,True,0.6017621255224235,0.6303926375862742,112,145
2r3k1/p4ppp/5n2/Pq1bQ3/2p5/4P3/1B2BPPP/3R2K1 w - - 0 1,Qf5,e5f5,024CBP,0.6532680234692345,0.77635380603982,172,338,e5f5,True,0.6532680234692345,0.77635380603982,172,338,e5f5,True,0.6532680234692345,0.77635380603982,172,338
2rq2k1/4P2p/p5pB/1p2np2/1P2r3/P1N5/1P3QPP/3R3K b - - 0 1,Qxd1+,d8d1,025CBP,0.7401698491463145,0.7711976913496135,284,330,d8d1,True,0.7401698491463145,0.7711976913496135,284,330,d8d1,True,0.7401698491463145,0.7711976913496135,284,330
4r3/1r2n1k1/3Np1p1/4P3/1pP2P2/p2p2Q1/PP4P1/1K6 b - - 0 1,Rh8,e8h8,026CBP,0.3320392631047706,0.5285051773118131,-189,31,e8h8,True,0.3320392631047706,0.5285051773118131,-189,31,e8h8,True,0.3320392631047706,0.5285051773118131,-189,31
4rrk1/p2q2bp/1p4p1/3pn1B1/8/1P3PN1/P2R2PP/3QR1K1 w - - 0 1,Re4,e1e4,027CBP,0.6116388923940724,0.6952513126315362,123,224,e1e4,True,0.6116388923940724,0.6952513126315362,123,224,e1e4,True,0.6116388923940724,0.6952513126315362,123,224
3q1r1k/rbN1p2p/3pQ1p1/2p3N1/8/1P4PP/Pb3P2/R2R2K1 w - - 0 1,Qf7,e6f7,028CBP,0.6794042824556046,0.7599656213987137,203,313,e6f7,True,0.6794042824556046,0.7599656213987137,203,313,e6f7,True,0.6794042824556046,0.7599656213987137,203,313
6k1/p1b3pp/2p5/2Pp2qb/1Q2p3/1P2r3/PBR3PP/1N3BK1 b - - 0 1,Rh3,e3h3,029CBP,0.6256763448769984,0.77635380603982,139,338,e3h3,True,0.6256763448769984,0.77635380603982,139,338,e3h3,True,0.6256763448769984,0.77635380603982,139,338
5rk1/p4p1p/r2pb1pQ/q3p3/1p2P1PP/1P3P2/PP6/1KNR3R b - - 0 1,Bxb3,e6b3,030CBP,0.5894901837196933,0.8358240437072986,98,442,e6b3,True,0.5894901837196933,0.8358240437072986,98,442,e6b3,True,0.5894901837196933,0.8358240437072986,98,442
r6Q/pp1bk3/6p1/3pp3/7R/5PP1/Pq2n3/1BR4K w - - 0 1,Rh7+,h4h7,031CBP,0.5940598041162275,0.9999837569566628,103,2995,h8g7,False,0.6908891769186596,0.5,218,0,h4h7,True,0.5940598041162275,0.9999837569566628,103,2995
6k1/pp3p1p/4p1pP/1b1pP3/1P3P2/2K2N2/1P1R2P1/q4B1R w - - 0 1,Kd4,c3d4,032CBP,0.5394816767164825,0.5963550316463674,42,106,c3d4,True,0.5394816767164825,0.5963550316463674,42,106,c3d4,True,0.5394816767164825,0.5963550316463674,42,106
3r3r/pp3pk1/1bp2qp1/3Pp1n1/2B1P1P1/2P2P2/PB2Q1K1/3R3R b - - 0 1,Nh3,g5h3,033CBP,0.705880645038024,0.7356767892949336,237,278,g5h3,True,0.705880645038024,0.7356767892949336,237,278,g5h3,True,0.705880645038024,0.7356767892949336,237,278
3r2r1/1ppbqpk1/p2p1n2/n3p1B1/3PP3/1BP3QP/P1P2PP1/1R2R1K1 w - - 0 1,Bxf6+,g5f6,034CBP,0.8899412810635523,0.8368320725562275,567,444,g5f6,True,0.8899412810635523,0.8368320725562275,567,444,g5f6,True,0.8899412810635523,0.8368320725562275,567,444
r4rk1/2p1q1pp/2Pbnp2/p3p3/2B1P1P1/1P2B1P1/2Q2PK1/2R4R w - - 0 1,f4,f2f4,035CBP,0.7462873510075426,0.765297821079766,293,321,f2f4,True,0.7462873510075426,0.765297821079766,293,321,f2f4,True,0.7462873510075426,0.765297821079766,293,321
1qrbr1k1/1b1n1p1p/pp1pp1p1/3N2Pn/2P3Q1/1PB2N1P/P3PPB1/2RR2K1 b - - 0 1,exd5,e6d5,036CBP,0.49372948912378545,0.7420703085283178,-6,287,e6d5,True,0.49372948912378545,0.7420703085283178,-6,287,e6d5,True,0.49372948912378545,0.7420703085283178,-6,287
4r1k1/2pqpNbp/1p4p1/3n1p2/r2P4/1n2P1P1/1B2QPBP/1R1R2K1 w - - 0 1,Nd6,f7d6,037CBP,0.5561392868560517,0.7392412438359773,61,283,f7e5,False,0.6032835539293655,0.5202403732122675,113,22,f7d6,True,0.5561392868560517,0.7392412438359773,61,283
r4rk1/1p4pb/p1P4p/P2P4/4pnBq/2Q1N3/5P1P/2R2RK1 b - - 0 1,Bf5,h7f5,038CBP,0.49799658960686677,0.5998952814867482,-2,110,b7c6,False,0.5502313810140237,0.5749143902876699,54,82,h7f5,True,0.49799658960686677,0.5998952814867482,-2,110
r2q1rk1/pb1nbpp1/1p2pn1p/4N3/2BP1P2/1PN5/PBQ3PP/R4RK1 b - - 0 1,Nxe5,d7e5,039CBP,0.692405247786142,0.7888795193695529,220,358,d7e5,True,0.692405247786142,0.7888795193695529,220,358,d7e5,True,0.692405247786142,0.7888795193695529,220,358
1q2rrk1/p2pb1p1/1p4n1/3N1p1n/2P4p/1P3PP1/PB1QN1KP/R2R4 b - - 0 1,Bb4,e7b4,040CBP,0.5206744278015107,0.6905503390546858,22,218,h4g3,False,0.5737080726140766,0.5376698043044984,80,41,e7b4,True,0.5206744278015107,0.6905503390546858,22,218
2Q1R3/5qbk/1p1r4/1P6/P3p1N1/4P2p/5P1K/8 w - - 0 1,Qa8,c8a8,041CBP,0.6753838924522428,0.5055228953683342,198,6,c8a8,True,0.6753838924522428,0.5055228953683342,198,6,c8a8,True,0.6753838924522428,0.5055228953683342,198,6
3r2k1/2rP1p1p/1p4p1/pB1Q4/P4q2/4p3/1PPN3P/1K3R2 b - - 0 1,Rcxd7,c7d7,042CBP,0.2921405824983987,0.6104522820914586,-240,122,c7d7,True,0.2921405824983987,0.6104522820914586,-240,122,c7d7,True,0.2921405824983987,0.6104522820914586,-240,122
r2N3k/1b4p1/1p5p/8/1p2qP2/1B5P/1P1Q2PK/8 b - - 0 1,Bd5,b7d5,043CBP,0.513312308920657,0.8112424662284797,14,396,e4e7,False,0.5302564569061066,0.49631798655933523,32,-4,b7d5,True,0.513312308920657,0.8112424662284797,14,396
2r2rk1/1q3p1p/n2bp3/p2pNpP1/2P2P1B/8/PP4QP/1K1R3R w - - 0 1,g6,g5g6,044CBP,0.5610792310968027,0.6866024721808975,66,213,g5g6,True,0.5610792310968027,0.6866024721808975,66,213,g5g6,True,0.5610792310968027,0.6866024721808975,66,213
2qr2k1/p2nQpp1/3Rp3/1Pp5/P1P2N2/7P/b4PP1/6K1 w - - 0 1,Nd3,f4d3,045CBP,0.6616127371532547,0.7399503894412024,182,284,f4d3,True,0.6616127371532547,0.7399503894412024,182,284,f4d3,True,0.6616127371532547,0.7399503894412024,182,284
r4rk1/3n1ppp/p1p2n2/qp1pp3/1bPP4/1PNBP2P/P2BQPP1/2R2RK1 w - - 0 1,a3,a2a3,046CBP,0.5346024137941267,0.5928047194327711,37,102,c4d5,False,0.5472703551294849,0.5577340998516674,51,63,a2a3,True,0.5346024137941267,0.5928047194327711,37,102
8/6pk/5n1p/1P2qp2/4r3/4NQ1P/4R1P1/7K b - - 0 1,Rf4,e4f4,047CBP,0.7092092937889616,0.7545511326039137,242,305,e4f4,True,0.7092092937889616,0.7545511326039137,242,305,e4f4,True,0.7092092937889616,0.7545511326039137,242,305
r2qk2r/pp2bp2/1np1b1pn/3p4/3P2P1/2N1P1BN/PP2BP2/R2QK2R b KQkq - 0 1,Nxg4,h6g4,048CBP,0.3276775823726538,0.5422429789460687,-195,46,g6g5,False,0.48285701976977297,0.4714948226881868,-18,-31,e7h4,False,0.4512248212611942,0.5704090259445697,-53,77
r1br2k1/ppq1bppp/4pn2/6B1/3N4/3Q1B2/PPP2PPP/R2R2K1 w - - 0 1,Nb5,d4b5,049CBP,0.5558260799804361,0.6440107489122191,60,161,d4b5,True,0.5558260799804361,0.6440107489122191,60,161,d4b5,True,0.5558260799804361,0.6440107489122191,60,161
2k2r2/ppp3p1/8/3Pp2p/3n2nq/2NQ2PP/PPPP4/R1B3KR b - - 0 1,Ne2+,d4e2,050CBP,0.31982934664647455,0.8559592741390071,-204,484,f8f1,False,0.3574854802679859,0.5,-159,0,d4e2,True,0.31982934664647455,0.8559592741390071,-204,484
2r5/1p3p1p/pq1p1kpQ/3Pp2P/8/nP6/P1B2P2/2K3RR w - - 0 1,Qg5+,h6g5,051CBP,0.5520171852885483,0.28710753429786423,56,-247,h6g5,True,0.5520171852885483,0.28710753429786423,56,-247,h6e3,False,0.2900783885073449,0.31339752781910246,-243,-213
2r2r1k/1P3pbp/8/5p2/1p3P2/n7/PP5P/K1Q3R1 b - - 0 1,Rc2,c8c2,052CBP,0.8242668164777136,0.838334765669829,419,447,c8c2,True,0.8242668164777136,0.838334765669829,419,447,c8c2,True,0.8242668164777136,0.838334765669829,419,447
1k6/pbp3Np/1n1r2p1/2p1Q3/2P2P2/1PB5/PK4PP/3q1B1R b - - 0 1,Na4+,b6a4,053CBP,0.7482015850644452,0.9999835765404286,295,2992,b6a4,True,0.7482015850644452,0.9999835765404286,295,2992,b6a4,True,0.7482015850644452,0.9999835765404286,295,2992
r4r1k/p1pnNppp/1p6/4p1B1/3P4/PnP3QR/2q3PP/4R1K1 w - - 0 1,Qg4,g3g4,054CBP,0.7641967950048194,0.7385308477502253,319,282,g3g4,True,0.7641967950048194,0.7385308477502253,319,282,g3g4,True,0.7641967950048194,0.7385308477502253,319,282
2r3k1/1b1p3p/1p1bp3/5N2/p1P2r1q/P1Q4P/1P1R2PK/3R1B2 b - - 0 1,Rf3+,f4f3,055CBP,0.36520753020640306,0.7559124444307999,-150,307,f4f5,False,0.5350555380807278,0.522078114090291,38,24,f4f3,True,0.36520753020640306,0.7559124444307999,-150,307
3r1k1Q/3n1Pp1/p3p3/1p1q1p2/8/2r3PK/P1PPR2P/R7 b - - 0 1,Ke7,f8e7,056CBP,0.3023585828591875,0.44590191339485113,-227,-59,f8f7,False,0.48502844438915016,0.5394998785122574,-16,43,f8f7,False,0.48502844438915016,0.5394998785122574,-16,43
3r1k2/3n1Pp1/p3p3/1p1q1p1Q/8/2r3PK/P1PPR2P/R7 w - - 0 1,dxc3,d2c3,057CBP,0.45096689258830347,0.5303398401818216,-53,33,h5h8,False,0.4703359378875551,0.4705773918729125,-32,-32,d2c3,True,0.45096689258830347,0.5303398401818216,-53,33
2b1r1r1/4q2k/p2p1bnp/2pP1p2/2P2P2/2N1PR1P/1BQ4K/6RB b - - 0 1,Ne5,g6e5,058CBP,0.5759201038125492,0.6615341844106734,83,182,g6e5,True,0.5759201038125492,0.6615341844106734,83,182,g6e5,True,0.5759201038125492,0.6615341844106734,83,182
2r2rk1/pb1nqp2/1p4p1/4p2p/1PP5/P1BBP2Q/6PP/3R1RK1 w - - 0 1,Bf5,d3f5,059CBP,0.5605600395764865,0.7306344092139007,66,271,h3g3,False,0.6069944282257971,0.6165637432224795,118,129,d3f5,True,0.5605600395764865,0.7306344092139007,66,271
4k2r/1b2bppp/p3p3/1pB5/q3pnP1/2P5/P1P1BQ1P/3R1RK1 w k - 0 1,Rd8+,d1d8,060CBP,0.39914316484316004,0.6818291390214323,-111,207,d1d8,True,0.39914316484316004,0.6818291390214323,-111,207,d1d8,True,0.39914316484316004,0.6818291390214323,-111,207
2k5/1p3ppp/1p4b1/pB1n4/P2b2P1/5K2/6PP/7R w - - 0 1,Rd1,h1d1,061CBP,0.3349900862980406,0.4742482461063748,-186,-28,h1d1,True,0.3349900862980406,0.4742482461063748,-186,-28,h1d1,True,0.3349900862980406,0.4742482461063748,-186,-28
r2qr1k1/1p1b1p1p/p2p2p1/2pP4/P1N5/2P3nP/4P1B1/R1BQ1RK1 b - - 0 1,Bxh3,d7h3,062CBP,0.5602285621960768,0.6321068166142683,65,147,g3e2,False,0.5890917443910486,0.46324561670945996,97,-40,d7h3,True,0.5602285621960768,0.6321068166142683,65,147
r2r2k1/pp2bppp/2q5/2p1N3/2P1n3/P3B1Pb/1PQ2P1P/RN2R1K1 b - - 0 1,Nd2,e4d2,063CBP,0.22006921659942402,0.6929058344072113,-343,221,c6e6,False,0.4571951763319803,0.4568432147802496,-46,-47,e4d2,True,0.22006921659942402,0.6929058344072113,-343,221
2Rb2k1/3q1rpp/p3Q3/2N1p3/4P3/3Pp3/1P4PP/1K6 b - - 0 1,Qxc8,d7c8,064CBP,0.2825122111256356,0.5,-253,0,d7e7,False,0.3489248600311661,0.14864023737321475,-169,-474,d7c8,True,0.2825122111256356,0.5,-253,0
1r1r3k/pR3p1p/2n2p2/4p1q1/P3P1b1/8/BB3PPP/R4QK1 w - - 0 1,f4,f2f4,065CBP,0.4952353012175647,0.5631764176433595,-5,69,b2c1,False,0.5751561018640732,0.5704090259445697,82,77,b2c1,False,0.5751561018640732,0.5704090259445697,82,77
6k1/Rb1rqppp/1Q6/1P6/2r5/5P2/5RPP/5NK1 w - - 0 1,Re2,f2e2,066CBP,0.32009263045870817,0.8322565195986901,-204,435,a7a2,False,0.5448808419757358,0.5294226081270875,48,32,f2e2,True,0.32009263045870817,0.8322565195986901,-204,435
4r3/p1bR1pk1/2p1n1p1/2q5/4Pp1P/1Q6/PP3PB1/4B1K1 w - - 0 1,Bb4,e1b4,067CBP,0.534860458188804,0.613075853553636,37,125,g2h3,False,0.6581214529437784,0.5376698043044984,177,41,e1b4,True,0.534860458188804,0.613075853553636,37,125
2rqr1k1/1b3p1p/p2p2p1/np2b3/4P3/PP5P/2B1NPP1/1RBQR1K1 b - - 0 1,Rxc2,c8c2,068CBP,0.5822498828651758,0.6051860475782356,90,116,d8c7,False,0.5842050316640872,0.6060654870564154,92,117,d8c7,False,0.5842050316640872,0.6060654870564154,92,117
b4rk1/5ppp/3ppn2/1q6/1p2P3/1B3PQ1/NbPB2PP/1R5K b - - 0 1,d5,d6d5,069CBP,0.48065094211584597,0.5577340998516674,-21,63,b2e5,False,0.5316863207543705,0.5128844269647328,34,14,d6d5,True,0.48065094211584597,0.5577340998516674,-21,63
3Q4/1q3pk1/4p1p1/3pP1N1/2pPbP2/2P3KP/6P1/8 w - - 0 1,Kh4,g3h4,070CBP,0.6683286267527124,0.7991162424527938,190,375,d8f6,False,0.7315278868111625,0.8327699299217048,272,436,d8f6,False,0.7315278868111625,0.8327699299217048,272,436
3r2rk/5ppp/4bR2/pn1pP1QN/2pq2PB/1n5P/6B1/5R1K w - - 0 1,Rh6,f6h6,071CBP,0.5983201896545527,0.5990111810176295,108,109,f6e6,False,0.615781698837738,0.6507349938882695,128,169,f6e6,False,0.615781698837738,0.6507349938882695,128,169
2kr1b1r/1pq2ppp/p3pn2/6B1/2BNb3/8/PPPR1PPP/R2Q2K1 w - - 0 1,Nxe6,d4e6,072CBP,0.3937833155362118,0.7731409791199124,-117,333,d1e2,False,0.5584145075708595,0.5248335896523929,63,27,d4e6,True,0.3937833155362118,0.7731409791199124,-117,333
3r2r1/p3Rbk1/5q2/3P2p1/P2Q2P1/2p2p2/8/4RBK1 w - - 0 1,Rxf7+,e7f7,073CBP,0.359044680694689,0.8233352267092976,-157,418,e1e5,False,0.4913133711946349,0.5027615319200139,-9,3,e7f7,True,0.359044680694689,0.8233352267092976,-157,418
rnbq1rk1/ppp3bp/3p2p1/4pp2/2PPP1n1/2N2N1P/PP2BPP1/R1BQK2R b KQ - 0 1,Nxf2,g4f2,074CBP,0.581165284930823,0.6303926375862742,88,145,g4f2,True,0.581165284930823,0.6303926375862742,88,145,g4f2,True,0.581165284930823,0.6303926375862742,88,145
2r2rk1/ppq3pp/4p3/3pP3/P3n3/P7/R1n2PPP/1BBQ1RK1 b - - 0 1,Nxf2,e4f2,075CBP,0.4005272339946657,0.7807971109470668,-109,345,f8f2,False,0.5473117172082445,0.5,51,0,e4f2,True,0.4005272339946657,0.7807971109470668,-109,345
3rr1k1/pq3pbp/N1p1pnp1/5b2/3B1P2/2P5/PP3QPP/R3RBK1 b - - 0 1,Ng4,f6g4,076CBP,0.6792183210709704,0.7606366555288884,203,314,f6g4,True,0.6792183210709704,0.7606366555288884,203,314,f6g4,True,0.6792183210709704,0.7606366555288884,203,314
r5k1/1p3ppp/p2r4/4nNqn/B3P3/P4PPb/1B2QK1P/3R3R b - - 0 1,Nf4,h5f4,077CBP,0.35155231925382036,0.5713110574149894,-166,78,d6d1,False,0.3562853275433029,0.37563269360828333,-160,-138,h5f4,True,0.35155231925382036,0.5713110574149894,-166,78
1rb1qr2/p4pk1/1n5p/1n1pP3/NppP1B2/8/P3B1PP/1R1Q1RK1 w - - 0 1,Bxh6+,f4h6,078CBP,0.7586811381352154,0.7882656217191824,311,357,f4h6,True,0.7586811381352154,0.7882656217191824,311,357,f4h6,True,0.7586811381352154,0.7882656217191824,311,357
4rrk1/p1p2p1p/2p3p1/3pPQN1/1bq5/7R/PP3PP1/3R2K1 w - - 0 1,Qf6,f5f6,079CBP,0.2780147134922393,0.6260928550975975,-259,140,f5f3,False,0.41597080556494515,0.32057201036650806,-92,-204,f5f6,True,0.2780147134922393,0.6260928550975975,-259,140
r5kr/1ppqb3/p2p4/3PpNPp/4Pp2/5P2/PPPQN3/1K4R1 w - - 0 1,Nxf4,e2f4,080CBP,0.6290056829316087,0.7973371350857725,143,372,e2f4,True,0.6290056829316087,0.7973371350857725,143,372,e2f4,True,0.6290056829316087,0.7973371350857725,143,372
Bn5k/p5bp/3p2p1/1pq5/r7/3QNN2/bPP3PP/2KR3R b - - 0 1,Bc4,a2c4,081CBP,0.3244616420465818,0.7441789207783136,-199,290,a2c4,True,0.3244616420465818,0.7441789207783136,-199,290,a2c4,True,0.3244616420465818,0.7441789207783136,-199,290
r5k1/pp1rppbp/nqp3p1/8/Q2PP1n1/2N3PP/PP3P2/R1BRN1K1 b - - 0 1,Rxd4,d7d4,082CBP,0.6173016038194865,0.6573997938422768,129,177,d7d4,True,0.6173016038194865,0.6573997938422768,129,177,d7d4,True,0.6173016038194865,0.6573997938422768,129,177
2rq1rk1/1b3ppp/p2b4/1pnPp1P1/4N1Q1/4B2P/PPP2RB1/R5K1 w - - 0 1,Nf6+,e4f6,083CBP,0.7318228878637978,0.6866024721808975,272,213,e4f6,True,0.7318228878637978,0.6866024721808975,272,213,e4f6,True,0.7318228878637978,0.6866024721808975,272,213
r4rk1/ppp1b1pp/2n1p3/4p3/1P6/P1NqP3/1B1P1PPP/R2QK2R b KQ - 0 1,Nd4,c6d4,084CBP,0.3208725865421693,0.7284548928928163,-203,268,a8d8,False,0.4971259744058988,0.47608474251652944,-3,-26,c6d4,True,0.3208725865421693,0.7284548928928163,-203,268
2k1r3/Qbp2p1p/2p5/2Prbqp1/2Bp1n2/1P3NP1/PB5P/2KR3R b - - 0 1,Ne2+,f4e2,085CBP,0.5375101843031267,0.7826818427327367,40,348,f4e2,True,0.5375101843031267,0.7826818427327367,40,348,f4e2,True,0.5375101843031267,0.7826818427327367,40,348
2rr2k1/1b3ppp/p3pn2/8/1bqNP3/2N1BPP1/1P1R1Q1P/2R3K1 b - - 0 1,Bxe4,b7e4,086CBP,0.5622703119398709,0.6623581358171662,67,183,b7e4,True,0.5622703119398709,0.6623581358171662,67,183,b7e4,True,0.5622703119398709,0.6623581358171662,67,183
5rk1/pp4b1/3p4/1NpPq1Bp/P1n1P1bP/8/1PQ2NP1/R5K1 b - - 0 1,Bf3,g4f3,087CBP,0.41756474222559214,0.6051860475782356,-90,116,a7a6,False,0.6364246773022634,0.6321068166142683,152,147,a7a6,False,0.6364246773022634,0.6321068166142683,152,147
r3r1k1/1p3pbp/1qp3p1/p2n4/3Nn3/P3P1P1/1PQB1PBP/2RR2K1 b - - 0 1,Nxf2,e4f2,088CBP,0.49811682295069226,0.5722126153120402,-2,79,g7d4,False,0.5099824823632582,0.613075853553636,10,125,g7d4,False,0.5099824823632582,0.613075853553636,10,125
