FEN,Moves,Moves_UCI,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
2r3k1/1r2bpp1/1Bnp2qp/1p2p3/4P3/PP1Q3P/2N2PP1/2RR2K1 w - - 0 1,Nb4,c2b4,0.40568629447822535,0.5740142874632654,-103,81,b6e3,False,0.5698870684093718,0.5495449603745888,76,54,d3b5,False,0.41815392835579734,0.591915609324709,-89,101
1n1r1rk1/1pq1bppp/3p1n2/pB1Pp3/8/PN2BP2/1PP1Q1PP/1K1R3R w - - 0 1,Qc4,e2c4,0.6717817354709295,0.6721676854974802,194,195,g2g4,False,0.7127811690065768,0.742774437476965,246,288,g2g4,False,0.7127811690065768,0.742774437476965,246,288
1rbr2k1/p3qpb1/1pp1pnpp/2N5/3P4/1B2PN2/PPQ2PPP/2RR2K1 w - - 0 1,Ne5,f3e5,0.5361017164173536,0.5431567852197504,39,47,f3e5,True,0.5361017164173536,0.5431567852197504,39,47,f3e5,True,0.5361017164173536,0.5431567852197504,39,47
r3rbk1/1nqb1p2/p2p1np1/2pPp3/NpP1P1P1/1P6/P1BB1P1N/R2QR1K1 b - - 0 1,Be7,f8e7,0.452436418728306,0.47608474251652944,-51,-26,d7a4,False,0.4996986452466866,0.4696601598181785,0,-33,f8e7,True,0.452436418728306,0.47608474251652944,-51,-26
7k/1r2p1b1/p1q4p/4p1p1/P1n1N1P1/2P1P1BP/5P1K/RQ6 w - - 0 1,Qh1,b1h1,0.5942176764218259,0.589244688568345,103,98,b1h1,True,0.5942176764218259,0.589244688568345,103,98,b1d3,False,0.5409670048098707,0.6007787318117942,44,111
r5k1/pbr1qpp1/1pp1p2p/4N3/1bPPpP2/1P2P2Q/PB4PP/R4RK1 w - - 0 1,c5,c4c5,0.5836325898380648,0.5677001476173855,91,74,g2g4,False,0.608428746210381,0.5945811119487451,119,104,g2g4,False,0.608428746210381,0.5945811119487451,119,104
5rk1/1p1bqppp/2p1p2n/4P3/2P1B3/1PQ5/5P1P/B2R2K1 b - - 0 1,c5,c6c5,0.5623922623452913,0.6656440579806581,68,187,f8a8,False,0.5742114065255023,0.5504562746820834,81,55,c6c5,True,0.5623922623452913,0.6656440579806581,68,187
2r3k1/p2q1pp1/1pn1p2r/1R1pPn1p/P4Q2/2PP1N1P/3B1PP1/1R4K1 w - - 0 1,a5,a4a5,0.493120925382911,0.597241050790976,-7,107,b1e1,False,0.5507799387311744,0.5385849714102531,55,42,a4a5,True,0.493120925382911,0.597241050790976,-7,107
r2q1r2/1b2bpk1/p2p1n1p/3Npp2/1p2P3/3Q4/PPPB1NPP/R4R1K w - - 0 1,Ne3,d5e3,0.5583562647624135,0.5758139966794447,63,83,d3g3,False,0.6117891942567482,0.5229967635676993,123,25,d5e3,True,0.5583562647624135,0.5758139966794447,63,83
r2qk2r/pp3pbp/1np1pnp1/8/P2P1P2/3Q2N1/1PP1N1PP/R1B2RK1 w kq - 0 1,f5,f4f5,0.4473152233180898,0.53675438329054,-57,40,a4a5,False,0.4625480823058221,0.454103562397001,-40,-50,f4f5,True,0.4473152233180898,0.53675438329054,-57,40
r1b2rk1/p4pp1/2p4p/n3p1b1/8/3P1PN1/PP1P1P1P/RNB1R1K1 b - - 0 1,c5,c6c5,0.671527193156297,0.6952513126315362,194,224,c6c5,True,0.671527193156297,0.6952513126315362,194,224,c6c5,True,0.671527193156297,0.6952513126315362,194,224
1rq2rk1/3b1pbp/n2p2p1/1p1Pp2n/4P3/P1N1B2P/2QNBPP1/RR4K1 w - - 0 1,Ra2,a1a2,0.6336750123670685,0.6631811026712696,148,184,a1a2,True,0.6336750123670685,0.6631811026712696,148,184,a1a2,True,0.6336750123670685,0.6631811026712696,148,184
3r1rk1/pp3ppp/2p2qb1/3nN3/3P4/1B2R3/PP1Q1PPP/4R1K1 w - - 0 1,Bxd5,b3d5,0.5183217828010271,0.589244688568345,19,98,e3f3,False,0.5373251986449393,0.5303398401818216,40,33,b3d5,True,0.5183217828010271,0.589244688568345,19,98
4rrk1/4qpp1/p2b1n1p/1pnPp3/7P/2N1B2Q/PPB2PP1/2RR2K1 w - - 0 1,Ne2,c3e2,0.5783548439582138,0.6209067564512851,85,134,b2b4,False,0.5944931699051553,0.6095763271311208,103,121,c3e2,True,0.5783548439582138,0.6209067564512851,85,134
4rrk1/1p1q1ppn/p1pp3p/4p1b1/PP1PP3/1R2BQNP/2P2PP1/4R1K1 b - - 0 1,f5,f7f5,0.41587949595635654,0.6007787318117942,-92,111,g5e3,False,0.45896368323852943,0.49539752999711567,-44,-5,f7f5,True,0.41587949595635654,0.6007787318117942,-92,111
r1bq1rk1/1p4p1/2n4p/p2pp3/7P/1BP3Q1/PP3PP1/R1B1K2R b KQ - 0 1,Rf6,f8f6,0.46879571632665185,0.5677001476173855,-33,74,g8h8,False,0.5389120747158004,0.5495449603745888,42,54,f8f6,True,0.46879571632665185,0.5677001476173855,-33,74
r2r2k1/p1p1ppbp/bn2q1p1/2p1P3/3P1N2/1PN1B3/P1Q2PPP/2R1K2R b K - 0 1,Qd7,e6d7,0.4394948635949686,0.5649872147270768,-66,71,e6c6,False,0.5265407264110116,0.5522778816577142,28,57,e6d7,True,0.4394948635949686,0.5649872147270768,-66,71
1r3rk1/1ppnb1n1/p2p2q1/3Pp1pp/PPP1Pp2/2N2P1P/3BQ1PN/1R1R2K1 b - - 0 1,Ne8,g7e8,0.5376751222493978,0.545896437602999,41,50,g7e8,True,0.5376751222493978,0.545896437602999,41,50,f8f7,False,0.5213906802241748,0.5622703840425896,23,68
3q2k1/1r1p1pp1/1p2p2p/nPb1N3/4PB2/P2Q2P1/5P1P/2R3K1 w - - 0 1,Nc6,e5c6,0.5668011267720827,0.5954683835833042,73,105,e5c6,True,0.5668011267720827,0.5954683835833042,73,105,e5c6,True,0.5668011267720827,0.5954683835833042,73,105
r2q1rk1/1b1nbpp1/pp3n1p/3p4/2pP1N2/2N1P1B1/PP3PPP/1BRQ1RK1 b - - 0 1,Re8,f8e8,0.46386229598997886,0.49355671670047907,-39,-7,b6b5,False,0.5015800944580313,0.47975962678773254,1,-22,f8e8,True,0.46386229598997886,0.49355671670047907,-39,-7
4rrk1/1pq1bppp/p1p1pnn1/4N1B1/2PP3P/2N3P1/PP1RQP2/R5K1 w - - 0 1,h5,h4h5,0.6135681046079117,0.6338176636011208,125,149,h4h5,True,0.6135681046079117,0.6338176636011208,125,149,h4h5,True,0.6135681046079117,0.6338176636011208,125,149
6rk/6pp/pp6/2bp1pQ1/4q3/1P2P2P/PB3PP1/2R3K1 w - - 0 1,h4,h3h4,0.5847923055098359,0.6191718321143753,93,132,g5g3,False,0.5939025878132687,0.5513672504375507,103,56,h3h4,True,0.5847923055098359,0.6191718321143753,93,132
2brrn1k/1p4pp/p1pq1p2/PnNp4/1P1P4/1N1BPP1P/2Q3P1/4RRK1 w - - 0 1,f4,f3f4,0.5988707631689918,0.5910258971916128,108,100,c2f2,False,0.5991937447414266,0.5910258971916128,109,100,c2f2,False,0.5991937447414266,0.5910258971916128,109,100
r1b1rnk1/1pq2pbp/2p3p1/2P1p3/N3P3/2BP4/2Q2PPP/RR1B2K1 w - - 0 1,Nb6,a4b6,0.5296307589952813,0.5275875538925041,32,30,a4b6,True,0.5296307589952813,0.5275875538925041,32,30,b1b4,False,0.5095901013061802,0.5303398401818216,10,33
2r1rbk1/1b1qnpp1/p2p3p/1p1Pp3/6P1/PBP3N1/1P3PP1/R1BQR1K1 w - - 0 1,a4,a3a4,0.5963995490581895,0.623503343299711,106,137,g3e4,False,0.6069445261388977,0.53675438329054,118,40,a3a4,True,0.5963995490581895,0.623503343299711,106,137
1rb3k1/2q2p1p/p2p4/2pPn1p1/2rbP3/R3BP1P/NP2Q1P1/1R1N2K1 w - - 0 1,Kh1,g1h1,0.4855150770740841,0.53675438329054,-15,40,b2b3,False,0.48611638027935583,0.41700770288330274,-15,-91,g1h1,True,0.4855150770740841,0.53675438329054,-15,40
2rr4/Q1n1nqbk/2p3pp/3pp3/2P1B3/B1N5/P4PPP/2RR2K1 w - - 0 1,Qb7,a7b7,0.5046520702514024,0.6490594228774123,5,167,a3e7,False,0.6448957570703435,0.48343670268785593,162,-18,a7b7,True,0.5046520702514024,0.6490594228774123,5,167
r3r1k1/2b2q2/2b1p1pp/pp1p4/2nB1PB1/P1NQ2P1/1PP4P/1K1RR3 w - - 0 1,Re2,e1e2,0.5030572858237623,0.6104522820914586,3,122,c3a2,False,0.5461143122549228,0.48987566402915633,50,-11,e1e2,True,0.5030572858237623,0.6104522820914586,3,122
r1r3k1/pp1nppbp/3pb1p1/8/N1PBP3/5P2/PP2B1PP/2R2RK1 w - - 0 1,Bxg7,d4g7,0.5092707180723595,0.5248335896523929,10,27,d4g7,True,0.5092707180723595,0.5248335896523929,10,27,d4g7,True,0.5092707180723595,0.5248335896523929,10,27
2r1k2r/2q2ppp/4pb2/R7/1pP5/5QP1/1PP2PKP/2B2R2 w k - 0 1,Ra4,a5a4,0.5678494756347214,0.5677001476173855,74,74,a5a8,False,0.5834381868126733,0.5631764176433595,91,69,a5a4,True,0.5678494756347214,0.5677001476173855,74,74
2rr2k1/1pq1bppp/p2p1n2/P2Pp3/4n3/4B3/1PPQBPPP/R1NR2K1 w - - 0 1,Qe1,d2e1,0.5226445149203243,0.5577340998516674,24,63,d2b4,False,0.5736476600210776,0.5945811119487451,80,104,d2b4,False,0.5736476600210776,0.5945811119487451,80,104
bqr3k1/r1pnbppp/p3pn2/B7/1p1P4/1N2QNP1/PP2PPBP/R1R3K1 w - - 0 1,Rc2,c1c2,0.5346171846930283,0.5340066578563346,37,37,f3d2,False,0.5442140567208197,0.5404145195219514,48,44,f3e5,False,0.5236288099886804,0.5740142874632654,25,81
r4rk1/p4qb1/1np2npp/2N1p3/4Pp2/B4B2/P4PPP/R2QR1K1 w - - 0 1,Qc1,d1c1,0.6023305466122234,0.6060654870564154,112,117,d1c1,True,0.6023305466122234,0.6060654870564154,112,117,d1c1,True,0.6023305466122234,0.6060654870564154,112,117
r1bqk1nr/1p3p1p/6p1/pNbBp3/3p4/PQ4P1/1P2PP1P/R1B1K2R b KQkq - 0 1,Kf8,e8f8,0.5587098242568331,0.5586421525846197,64,64,e8f8,True,0.5587098242568331,0.5586421525846197,64,64,e8f8,True,0.5587098242568331,0.5586421525846197,64,64
2br1k2/p4p2/2Prn2p/6p1/6P1/q2BR3/4NPP1/1Q1R1K2 w - - 0 1,Kg1,f1g1,0.5094443748391885,0.5165632973121441,10,18,d3c2,False,0.51065060655839,0.4377296159574105,11,-68,f1g1,True,0.5094443748391885,0.5165632973121441,10,18
2rr2k1/1p1nbppp/p2p4/q2Bn1P1/5B2/2N5/PPP2Q1P/1K1R3R w - - 0 1,Bxe5,f4e5,0.6651998267571334,0.6631811026712696,186,184,h1f1,False,0.6814822923596999,0.6810298210979692,206,206,h1e1,False,0.6687227742333565,0.7029962348564509,190,234
1k3rr1/1p3ppp/pn6/3pPR2/2pP4/n1P2RP1/2PB2NP/6K1 w - - 0 1,e6,e5e6,0.5819811678083511,0.607822300927273,89,119,f5f7,False,0.5907874686997356,0.5631764176433595,99,69,e5e6,True,0.5819811678083511,0.607822300927273,89,119
3r1rk1/1bq2pbp/p3p1p1/1ppnP1N1/3P4/2PB2B1/P3QPPP/2R2RK1 b - - 0 1,Bh6,g7h6,0.5833481789909056,0.6165637432224795,91,129,c5d4,False,0.5996669902943637,0.6243673063917166,109,138,c5d4,False,0.5996669902943637,0.6243673063917166,109,138
1r1q1rk1/4ppbp/b2p2p1/p1n5/1p2P3/1P1PN1P1/R1PBQPBP/5RK1 w - - 0 1,Rd1,f1d1,0.45187614208379906,0.46141502858974687,-52,-42,h2h4,False,0.462822723730675,0.39745633901469424,-40,-113,f1c1,False,0.44785456975063254,0.46416128552924907,-56,-39
r4rk1/6b1/p1bppp2/1p2q2p/4P3/3B4/PPP1NQPP/1K1R1R2 w - - 0 1,c3,c2c3,0.5372997873369638,0.5385849714102531,40,42,c2c3,True,0.5372997873369638,0.5385849714102531,40,42,c2c3,True,0.5372997873369638,0.5385849714102531,40,42
5rk1/p1r3pp/5q2/1p1R1p2/2P1p3/1P1n1PP1/P3Q1BP/3R2K1 w - - 0 1,Rf1,d1f1,0.5153042040541469,0.5477213400816676,16,52,d1f1,True,0.5153042040541469,0.5477213400816676,16,52,f3e4,False,0.5059960716756982,0.5613639348680176,6,67
2r3k1/6b1/1p1p2qp/3Pp1p1/2P1p3/3nB1P1/P2QB2P/R5K1 w - - 0 1,a4,a2a4,0.5997412016047263,0.5954683835833042,109,105,a2a4,True,0.5997412016047263,0.5954683835833042,109,105,a2a4,True,0.5997412016047263,0.5954683835833042,109,105
r5k1/ppq3pp/5p2/n2p4/P1pPr1P1/B1P1P3/6PP/R2Q1RK1 w - - 0 1,g5,g4g5,0.5336033429052128,0.5275875538925041,36,30,g4g5,True,0.5336033429052128,0.5275875538925041,36,30,g4g5,True,0.5336033429052128,0.5275875538925041,36,30
r1b1nrk1/3pbppp/p1q1p3/1p4P1/4P3/P3BP2/1PPQN2P/2KR1B1R b - - 0 1,b4,b5b4,0.4479319046406871,0.5036820134406647,-56,4,b5b4,True,0.4479319046406871,0.5036820134406647,-56,4,b5b4,True,0.4479319046406871,0.5036820134406647,-56,4
r2qkb1r/pppbp1pp/1n3p2/3P2B1/1Q2P3/2N2N2/PP3PPP/2KR3R w kq - 0 1,e5,e4e5,0.6346170576382602,0.6737883770370706,149,197,e4e5,True,0.6346170576382602,0.6737883770370706,149,197,e4e5,True,0.6346170576382602,0.6737883770370706,149,197
rn1r4/pp2kp2/2p2bp1/5b1p/2BP4/2N2N1P/PP3PP1/2KR3R w - - 0 1,g4,g2g4,0.5295438482363733,0.5595498132599205,32,65,g2g4,True,0.5295438482363733,0.5595498132599205,32,65,g2g4,True,0.5295438482363733,0.5595498132599205,32,65
r2q1r2/1p1b2bk/2nP2pp/3Q1p2/p1B5/4B3/PP2NPPP/R4RK1 b - - 0 1,b5,b7b5,0.3929646454503811,0.4742482461063748,-118,-28,c6e5,False,0.49542733330160776,0.48619570897068454,-4,-15,c6e5,False,0.49542733330160776,0.48619570897068454,-4,-15
2r1q1k1/pb3ppp/1p2p1n1/3nP3/3NBP2/P4Q2/1P2N1PP/4R1K1 w - - 0 1,f5,f4f5,0.522359332188312,0.5998952814867482,24,110,f3g3,False,0.5438851029350175,0.5586421525846197,47,64,f4f5,True,0.522359332188312,0.5998952814867482,24,110
2r2rk1/1pqbbppp/p2p1n2/P3p3/NnB1P3/4B3/1PPN1PPP/RQ2R1K1 b - - 0 1,d5,d6d5,0.5574131642380148,0.5838871815019091,62,92,d6d5,True,0.5574131642380148,0.5838871815019091,62,92,d6d5,True,0.5574131642380148,0.5838871815019091,62,92
r1b2rk1/1p4pp/2nq4/p1b1pp2/2P5/PP4P1/1B1PBP1P/R2QNRK1 b - - 0 1,f4,f5f4,0.6276297868892525,0.6465391720148663,141,164,f5f4,True,0.6276297868892525,0.6465391720148663,141,164,f5f4,True,0.6276297868892525,0.6465391720148663,141,164
