FEN,Moves,Moves_UCI,Puzzle_ID,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
q5k1/1p3pb1/2ppbnpp/1P2pn2/2P5/2NP2P1/1B1NPPBP/3Q2K1 w - - 0 1,Qa4,d1a4,011SBP,0.54111621317752,0.5740142874632654,44,81,b5c6,False,0.5434343025980481,0.5229967635676993,47,25,d1a4,True,0.54111621317752,0.5740142874632654,44,81
2r3k1/1p1bn1pn/pq1p3p/3Pp3/4P3/2BB2PP/PP2Q2R/2K2N2 b - - 0 1,Bb5,d7b5,012SBP,0.5750023740502455,0.5812008926446736,82,89,d7b5,True,0.5750023740502455,0.5812008926446736,82,89,d7b5,True,0.5750023740502455,0.5812008926446736,82,89
r2qkb1r/1b1npppp/p4n2/1pp5/8/1P2PN2/PB1PBPPP/RN1Q1RK1 w kq - 0 1,a4,a2a4,013SBP,0.5545833015832211,0.5303398401818216,59,33,a2a4,True,0.5545833015832211,0.5303398401818216,59,33,f1e1,False,0.5218100659713427,0.53675438329054,23,40
r1bq1rk1/pp2n1bp/2p2np1/3p4/5PP1/2N1BB1P/PPP1N3/R2Q1RK1 b - - 0 1,h5,h7h5,014SBP,0.5752520055802064,0.6226385940780689,82,136,h7h5,True,0.5752520055802064,0.6226385940780689,82,136,h7h5,True,0.5752520055802064,0.6226385940780689,82,136
3b2k1/1bq2ppp/pp3n2/2p1p3/P3P3/2N1BP2/1PP2QPP/5BK1 w - - 0 1,Bc4,f1c4,015SBP,0.5700415787628705,0.5677001476173855,76,74,b2b3,False,0.5721152512726898,0.5385849714102531,78,42,f1c4,True,0.5700415787628705,0.5677001476173855,76,74
r4rk1/1bp1q1pp/1p1pn3/8/1PP1np2/2BRPN2/2Q1BPPP/5RK1 b - - 0 1,N4g5,e4g5,016SBP,0.6072019576849643,0.5604570759825421,118,66,e4g5,True,0.6072019576849643,0.5604570759825421,118,66,c7c5,False,0.5717634947203768,0.5677001476173855,78,74
r2q1rk1/pp2bppp/4pn2/3nN3/3P4/1B6/PP2QPPP/R1B1R1K1 w - - 0 1,Bg5,c1g5,017SBP,0.5228615404223955,0.5495449603745888,24,54,e1d1,False,0.5257780397914031,0.5156437324214209,28,17,c1g5,True,0.5228615404223955,0.5495449603745888,24,54
5r2/2pq2kn/1ppp3p/r4Pp1/2Q5/6BP/PPP2PP1/R4RK1 w - - 0 1,b4,b2b4,018SBP,0.5935421963208031,0.6060654870564154,102,117,a1e1,False,0.5936978323716424,0.5577340998516674,103,63,b2b4,True,0.5935421963208031,0.6060654870564154,102,117
1n1rn1k1/p4pp1/1p2pq1p/4N3/1BQPPP2/P6P/6P1/4R1K1 w - - 0 1,a4,a3a4,019SBP,0.5577095954970849,0.6921217783768152,62,220,e1f1,False,0.5945970682503277,0.5349228039541688,104,38,a3a4,True,0.5577095954970849,0.6921217783768152,62,220
r2r2k1/p3ppbp/Bpn3pB/q1p5/3PP3/2P5/P2QNPPP/2RR2K1 b - - 0 1,Qxa6,a5a6,020SBP,0.44518952640825116,0.4277873846879599,-59,-79,g7h6,False,0.4748926165505485,0.3434299837156404,-27,-176,a5a6,True,0.44518952640825116,0.4277873846879599,-59,-79
1Q2n3/1b1qn2k/3p3p/2pPp1pP/1pP1P1P1/1P2BBN1/6K1/8 w - - 0 1,Bxc5,e3c5,021SBP,0.6162687661912669,0.5812008926446736,128,89,e3c5,True,0.6162687661912669,0.5812008926446736,128,89,e3c5,True,0.6162687661912669,0.5812008926446736,128,89
r4rk1/pp4pp/2bppn2/2n2p1q/2P5/P2P1NP1/1B2PPBP/1R1Q1RK1 w - - 0 1,Bxf6,b2f6,022SBP,0.5494700955378612,0.6060654870564154,53,117,b2f6,True,0.5494700955378612,0.6060654870564154,53,117,b2f6,True,0.5494700955378612,0.6060654870564154,53,117
r1r3k1/pp2pp1p/1q1p1np1/8/2P5/1P3BP1/PQ2PP1P/R2R2K1 w - - 0 1,Rd4,d1d4,023SBP,0.5265193041460634,0.5165632973121441,28,18,d1d4,True,0.5265193041460634,0.5165632973121441,28,18,d1d2,False,0.5179028480797307,0.5202403732122675,19,22
r4rk1/p1pn1ppp/2p1pq2/8/3P4/8/PPPQ1PPP/2KR1B1R w - - 0 1,h4,h2h4,024SBP,0.5565236865963368,0.5785097804984198,61,86,g2g3,False,0.5617862899821091,0.5330902822991305,67,36,h2h4,True,0.5565236865963368,0.5785097804984198,61,86
r3kb1r/5qpp/bp2p3/p1p1Pp2/P6Q/1P2BN2/2P2PPP/3RR1K1 w kq - 0 1,Rd6,d1d6,025SBP,0.6031065072880311,0.7262643485404467,113,265,f3g5,False,0.6590921854586593,0.5704090259445697,179,77,d1d6,True,0.6031065072880311,0.7262643485404467,113,265
4r1k1/1pr2pp1/pQn4p/3Rp1q1/1P2P3/P3PB1P/6P1/2R3K1 w - - 0 1,h4,h3h4,026SBP,0.5315607797604044,0.6913366122677582,34,219,g1h2,False,0.5793187898221979,0.585675286773559,86,94,h3h4,True,0.5315607797604044,0.6913366122677582,34,219
r1r2nk1/3q2p1/1p2pp1p/pb1p4/3P1N2/Q1R1P1NP/PP3PP1/2R3K1 w - - 0 1,Rxc8,c3c8,027SBP,0.5426732423099272,0.5622703840425896,46,68,c3c8,True,0.5426732423099272,0.5622703840425896,46,68,c3c8,True,0.5426732423099272,0.5622703840425896,46,68
r2q1rk1/3n3p/3p1bp1/2pPpp2/p1P5/2B2P2/PPB1Q1PP/3R1RK1 b - - 0 1,e4,e5e4,028SBP,0.5306121099419079,0.6252304785769166,33,139,a4a3,False,0.5599709927765913,0.5990111810176295,65,109,e5e4,True,0.5306121099419079,0.6252304785769166,33,139
r1bq1rk1/3n1ppp/p2b1n2/1ppPp3/4P3/1PNB1N2/P4PPP/R1BQ1RK1 w - - 0 1,Re1,f1e1,029SBP,0.583577560304147,0.5829922971166973,91,91,d1c2,False,0.5934240598205627,0.5749143902876699,102,82,h2h3,False,0.593360025887252,0.5936932221056321,102,103
r4rk1/1pqb1ppp/p3p1n1/8/4P3/1BP1B1P1/P3QP1P/R2R2K1 w - - 0 1,Bd4,e3d4,030SBP,0.5199683649980624,0.5266697440308632,21,29,h2h4,False,0.5347029757197208,0.53675438329054,37,40,h2h4,False,0.5347029757197208,0.53675438329054,37,40
r3r1k1/pp3ppp/1qn5/3pb3/7B/1NP5/PP2RPPP/R2Q2K1 b - - 0 1,a5,a7a5,031SBP,0.4844023826221608,0.5156437324214209,-16,17,d5d4,False,0.5122385908801425,0.5257517538936253,13,28,d5d4,False,0.5122385908801425,0.5257517538936253,13,28
2b1r1k1/r2n1p1p/6p1/q3P3/p1pP1P2/PpP2Q2/1B4PP/RB3RK1 b - - 0 1,f5,f7f5,032SBP,0.5453892358204347,0.6802294368681915,49,205,f7f5,True,0.5453892358204347,0.6802294368681915,49,205,f7f5,True,0.5453892358204347,0.6802294368681915,49,205
2r1r1k1/1bqnbpp1/pp1p1n2/4pP2/P3P1P1/1NN1BB2/1PP1Q3/3R1RK1 b - - 0 1,d5,d6d5,033SBP,0.4642678460096207,0.5202403732122675,-38,22,f6h7,False,0.46966649267354177,0.44499235158754635,-32,-60,d6d5,True,0.4642678460096207,0.5202403732122675,-38,22
2r2rk1/1b3pp1/pp1q1n1p/P2pNQ2/2PP4/1PN5/6PP/2RR2K1 b - - 0 1,dxc4,d5c4,034SBP,0.506083934530625,0.497238468079986,6,-3,d5c4,True,0.506083934530625,0.497238468079986,6,-3,d5c4,True,0.506083934530625,0.497238468079986,6,-3
3r1rk1/pp2bpp1/4pn1p/q2nN3/3P3B/1B6/PP2QPPP/3R1RK1 w - - 0 1,f4,f2f4,035SBP,0.5704865204572709,0.5998952814867482,77,110,f2f4,True,0.5704865204572709,0.5998952814867482,77,110,f2f4,True,0.5704865204572709,0.5998952814867482,77,110
5rk1/r1qbbpp1/3p1n1p/nppPp3/4P2N/1PP3N1/2BB1PPP/R2QR1K1 b - - 0 1,Rfa8,f8a8,036SBP,0.4656198499808507,0.4705773918729125,-37,-32,f8a8,True,0.4656198499808507,0.4705773918729125,-37,-32,c5c4,False,0.38968616779366516,0.4944771046316658,-121,-6
r1bq1rk1/p3b2p/1pp3p1/2npPp2/5P2/1PN1P3/PBB3PP/R2Q1RK1 w - - 0 1,b4,b3b4,037SBP,0.586977434343356,0.6060654870564154,95,117,b3b4,True,0.586977434343356,0.6060654870564154,95,117,b3b4,True,0.586977434343356,0.6060654870564154,95,117
r3rbk1/1bqn1pp1/p4n1p/2p1p3/PpP1P3/1P3NNP/1BBQ1PP1/3RR1K1 w - - 0 1,Nf5,g3f5,038SBP,0.5714046287470558,0.5785097804984198,78,86,g3f5,True,0.5714046287470558,0.5785097804984198,78,86,g3f5,True,0.5714046287470558,0.5785097804984198,78,86
r1b2rk1/5ppp/2p5/p1q1p3/PpB1Pn2/1Q6/1PPN1PPP/3R1RK1 w - - 0 1,Qe3,b3e3,039SBP,0.5259836585300366,0.5468090461073719,28,51,b3e3,True,0.5259836585300366,0.5468090461073719,28,51,b3e3,True,0.5259836585300366,0.5468090461073719,28,51
rr1nq2k/1ppn2pp/5p2/1PP1p3/1BQ1P1B1/8/5PPP/R4RK1 w - - 0 1,Ba5,b4a5,040SBP,0.6392496429605649,0.676211637485054,155,200,b4a5,True,0.6392496429605649,0.676211637485054,155,200,b4a5,True,0.6392496429605649,0.676211637485054,155,200
4R3/3q1ppk/2p4p/2Pp3P/1p1P4/1P4P1/4QPK1/2r5 w - - 0 1,Qd3+,e2d3,041SBP,0.672018260827957,0.854133838270865,194,480,e2d3,True,0.672018260827957,0.854133838270865,194,480,e2d3,True,0.672018260827957,0.854133838270865,194,480
r4rk1/pppqpp1p/5bp1/8/2BPR3/2P5/PP3PPP/R2Q2K1 b - - 0 1,b5,b7b5,042SBP,0.5181318633496677,0.5340066578563346,19,37,b7b5,True,0.5181318633496677,0.5340066578563346,19,37,h7h5,False,0.503208640047939,0.5422429789460687,3,46
r4rk1/2q2ppp/p1p1bn2/2b1pN2/4P3/3B4/PPP3PP/R1BQ1R1K w - - 0 1,Qe2,d1e2,043SBP,0.5836685031284837,0.5440703011199586,91,48,f5h6,False,0.596386475550311,0.5,106,0,d1e1,False,0.5759242230135119,0.5658919665398462,83,72
r1b2rk1/pp2qppp/2n1p3/8/3P4/P4NP1/3QPPBP/R4RK1 w - - 0 1,Qb2,d2b2,044SBP,0.5494836534680957,0.5422429789460687,53,46,f1c1,False,0.5609939460484714,0.5211593152406621,66,23,h2h4,False,0.5460138917537516,0.5531881623684916,50,58
r1bqr1k1/pp2pnbp/n1p2pp1/3p4/2PPP3/1P1B1N2/PB1N1PPP/R2QR1K1 b - - 0 1,dxe4,d5e4,045SBP,0.45589141487360696,0.4944771046316658,-48,-6,d5e4,True,0.45589141487360696,0.4944771046316658,-48,-6,d5e4,True,0.45589141487360696,0.4944771046316658,-48,-6
r3k2r/p4qpp/1pn2p2/2pNn3/2P1P3/P1P5/4Q1PP/R1B2RK1 w kq - 0 1,Bf4,c1f4,046SBP,0.4560202887841981,0.46416128552924907,-47,-39,c1g5,False,0.49111714457155653,0.4468118376315084,-9,-58,c1f4,True,0.4560202887841981,0.46416128552924907,-47,-39
2q3k1/1b2bpp1/pp3n1p/2p1p3/P1B1P3/2NQBP2/1PP3PP/4K3 w - - 0 1,Bf2,e3f2,047SBP,0.6016008218552044,0.6338176636011208,111,149,c3d1,False,0.6058877262200321,0.6104522820914586,116,122,e3f2,True,0.6016008218552044,0.6338176636011208,111,149
r2q1rk1/pp1b1ppp/4p3/3nP3/2BP4/5N2/P2Q1PPP/R3R1K1 w - - 0 1,Bxd5,c4d5,048SBP,0.5308608899539962,0.5184020844121936,33,20,c4d5,True,0.5308608899539962,0.5184020844121936,33,20,c4d5,True,0.5308608899539962,0.5184020844121936,33,20
r1r3k1/4qppp/4n3/p1NRp3/Ppp1P3/4Q3/1PP2PPP/5RK1 w - - 0 1,Nxe6,c5e6,049SBP,0.5516248627514283,0.5,56,0,c5e6,True,0.5516248627514283,0.5,56,0,c5e6,True,0.5516248627514283,0.5,56,0
4rq2/5p1k/1p1pr1p1/p1n4p/2P5/PP3P2/2BQ2PP/1R2R1K1 b - - 0 1,Rxe1+,e6e1,050SBP,0.5135109090146988,0.6346718261450347,14,150,e6e1,True,0.5135109090146988,0.6346718261450347,14,150,e6e1,True,0.5135109090146988,0.6346718261450347,14,150
1rbr2k1/pp3ppp/2nqp3/8/3P4/P3PNP1/1Q3PBP/R1R3K1 w - - 0 1,Ng5,f3g5,051SBP,0.577821200355144,0.5963550316463674,85,106,f3d2,False,0.5821790236411946,0.5540980866051488,90,59,f3g5,True,0.577821200355144,0.5963550316463674,85,106
r4r1k/p4qpp/1p3p2/n1pNP3/2P3Q1/2P5/6PP/R4RK1 b - - 0 1,Rae8,a8e8,052SBP,0.4503836295099372,0.4605001214877426,-54,-43,f6f5,False,0.5062651396409602,0.35261983069916264,6,-165,a8e8,True,0.4503836295099372,0.4605001214877426,-54,-43
6k1/5p2/7p/5p2/5P1P/b3N1P1/8/7K w - - 0 1,h5,h4h5,053SBP,0.5707915210332932,0.7857969855524269,77,353,h4h5,True,0.5707915210332932,0.7857969855524269,77,353,h4h5,True,0.5707915210332932,0.7857969855524269,77,353
1rr3k1/5ppp/1n2pb2/p1p5/P7/1PP1BP2/1NK3PP/3R3R w - - 0 1,Nc4,b2c4,054SBP,0.5599977963145777,0.6191718321143753,65,132,e3f4,False,0.5733677065613625,0.48895555679024805,80,-12,b2c4,True,0.5599977963145777,0.6191718321143753,65,132
r1b1kb1r/pp3ppp/8/3p4/2pP4/1P2B3/1PP1NPPP/R3K2R w KQkq - 0 1,Nf4,e2f4,055SBP,0.5461588489265878,0.5649872147270768,50,71,b3c4,False,0.5618470000783276,0.5239152574834706,67,26,e2f4,True,0.5461588489265878,0.5649872147270768,50,71
r7/1ppkb3/p3p3/3pP1p1/PP1P4/2PRB1Pp/7P/5K2 b - - 0 1,a5,a6a5,056SBP,0.5527309286615781,0.7068257687656249,57,239,a6a5,True,0.5527309286615781,0.7068257687656249,57,239,a6a5,True,0.5527309286615781,0.7068257687656249,57,239
4n3/1b3k1p/p2p2p1/3Pp3/2P3P1/6PP/2BB4/6K1 w - - 0 1,g5,g4g5,057SBP,0.5857290449968824,0.7022268698712444,94,233,g4g5,True,0.5857290449968824,0.7022268698712444,94,233,g4g5,True,0.5857290449968824,0.7022268698712444,94,233
1r2r1k1/3n1pbp/pp4p1/2p1P3/5P2/1PN3PP/P3N1K1/R4R2 w - - 0 1,Rad1,a1d1,058SBP,0.6178386568148317,0.6191718321143753,130,132,a1d1,True,0.6178386568148317,0.6191718321143753,130,132,a1d1,True,0.6178386568148317,0.6191718321143753,130,132
5nk1/6p1/p2qp2p/1p2p3/1P2P1Q1/1BP3PP/5P2/6K1 w - - 0 1,Qf5,g4f5,059SBP,0.5149312836007436,0.6423206501894636,16,159,h3h4,False,0.5502191190775805,0.5,54,0,g4f5,True,0.5149312836007436,0.6423206501894636,16,159
8/8/4n3/3k2p1/3B4/3K2P1/7P/8 w - - 0 1,Bf6,d4f6,060SBP,0.5195611539584148,0.8358240437072986,21,442,d4f6,True,0.5195611539584148,0.8358240437072986,21,442,d4f6,True,0.5195611539584148,0.8358240437072986,21,442
r1b1r1k1/pp1n1ppp/1n2p3/6B1/4P3/P5N1/1PR2PPP/4KB1R w K - 0 1,Bb5,f1b5,061SBP,0.6066819476584517,0.6286751633890878,117,143,f1b5,True,0.6066819476584517,0.6286751633890878,117,143,f1b5,True,0.6066819476584517,0.6286751633890878,117,143
8/3qnkp1/1p1p1p1p/p1pP1P1P/P1P3P1/1P2QK2/1B6/8 w - - 0 1,Qe6+,e3e6,062SBP,0.5748887339879566,0.7845548408574753,81,351,e3e6,True,0.5748887339879566,0.7845548408574753,81,351,e3e2,False,0.5389140673613555,0.812928143673567,42,399
6k1/1pq4p/n5p1/p1Pppp2/8/PPQN2P1/4PP1P/6K1 w - - 0 1,b4,b3b4,063SBP,0.6911036766480926,0.7068257687656249,218,239,b3b4,True,0.6911036766480926,0.7068257687656249,218,239,b3b4,True,0.6911036766480926,0.7068257687656249,218,239
6k1/5pp1/pq2p2p/1p2P3/8/8/PP3PPP/3Q1K2 b - - 0 1,Qc5,b6c5,064SBP,0.5795550241077628,0.5266697440308632,87,29,b6c7,False,0.5950388459589836,0.5,104,0,b6c6,False,0.5446655879594697,0.545896437602999,48,50
2b5/1pb2k2/p5p1/3pPp1p/PP1B1P1P/3BK3/6P1/8 w - - 0 1,a5,a4a5,065SBP,0.5732681416463874,0.8026393121243155,80,381,a4a5,True,0.5732681416463874,0.8026393121243155,80,381,a4a5,True,0.5732681416463874,0.8026393121243155,80,381
8/ppb2k2/2p1qpp1/7p/2PP4/1P1Q1N2/1P4PP/7K b - - 0 1,Bf4,c7f4,066SBP,0.5654808387315873,0.6473801693008373,71,165,c7f4,True,0.5654808387315873,0.6473801693008373,71,165,c7f4,True,0.5654808387315873,0.6473801693008373,71,165
4b1k1/1p3p2/4pPp1/p2pP1P1/P2P4/1P1B4/8/2K5 w - - 0 1,b4,b3b4,067SBP,0.5734907506326685,0.8413066159194524,80,453,c1b2,False,0.6233168907705664,0.5,136,0,b3b4,True,0.5734907506326685,0.8413066159194524,80,453
8/3n4/2pb2k1/1p1p2Pp/3P3P/3NBK2/1P6/8 w - - 0 1,Nf4+,d3f4,068SBP,0.5129539903788795,0.7434773086886245,14,289,e3f4,False,0.5963584146950807,0.6944706044506174,106,223,d3f4,True,0.5129539903788795,0.7434773086886245,14,289
3r1k2/4npp1/1ppr3p/p6P/P2PPPP1/1NR5/5K2/2R5 w - - 0 1,d5,d4d5,069SBP,0.5071183503379249,0.6842206622885519,7,210,f2e3,False,0.6043423218912403,0.5649872147270768,115,71,d4d5,True,0.5071183503379249,0.6842206622885519,7,210
8/1p2b2p/1pp1kpp1/5p2/1PP2P2/P1N3P1/6KP/8 b - - 0 1,b5,b6b5,070SBP,0.5299522872660027,0.6524068491501985,32,171,g6g5,False,0.5704750515281671,0.5092041601288086,77,10,b6b5,True,0.5299522872660027,0.6524068491501985,32,171
1r3rk1/ppp3pp/2nb4/1R3p2/3P4/2PB1P2/P4P1P/2B1R1K1 b - - 0 1,Ne7,c6e7,071SBP,0.4303048402759218,0.4368235823566406,-76,-69,g7g6,False,0.4365524199552221,0.41879910735532644,-69,-89,c6e7,True,0.4303048402759218,0.4368235823566406,-76,-69
3r2k1/1p1r1ppp/p4b2/P1pB4/R3P3/5PP1/1P1R1P2/6K1 w - - 0 1,Rc4,a4c4,072SBP,0.5657506862234345,0.5713110574149894,71,78,d2c2,False,0.5798735592655817,0.5883532029754936,87,97,g1f1,False,0.561770628108119,0.5963550316463674,67,106
3q2k1/7p/3ppppP/p7/Pn1PP3/6P1/5P2/2Q2BK1 w - - 0 1,d5,d4d5,073SBP,0.605756141225438,0.6729785473928086,116,196,c1c4,False,0.643903810387089,0.70145635827134,160,232,c1c4,False,0.643903810387089,0.70145635827134,160,232
8/p2q1ppk/Bp5p/2p5/7P/1Pb1PQP1/P4P2/6K1 w - - 0 1,Bc4,a6c4,074SBP,0.597788217326977,0.6540749558280547,107,173,a6c4,True,0.597788217326977,0.6540749558280547,107,173,a6c4,True,0.597788217326977,0.6540749558280547,107,173
2r1rk2/4npp1/1p5p/p2pPP1P/P2N2P1/2R1K3/2R5/8 w - - 0 1,Rxc8,c3c8,075SBP,0.5980577706325365,0.7188835525772427,107,255,c3c7,False,0.620391461210833,0.7196270640184792,133,256,c3c7,False,0.620391461210833,0.7196270640184792,133,256
3r2k1/1b1r1pp1/p3qn1p/n1pp4/5Q2/P1N1PNPP/1P1R1PBK/3R4 w - - 0 1,Ne5,f3e5,076SBP,0.4241747910554273,0.5559168418448287,-83,61,b2b4,False,0.48468232065975636,0.48895555679024805,-16,-12,f3e5,True,0.4241747910554273,0.5559168418448287,-83,61
