FEN,Moves,Moves_UCI,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
3q1r1k/4nnbp/pr1p2p1/2pP4/R3NPP1/7P/1P6/3QRBBK w - - 0 1,b4,b2b4,0.6132213176783261,0.7320812691889782,125,273,b2b3,False,0.6355594040574466,0.613075853553636,151,125,b2b4,True,0.6132213176783261,0.7320812691889782,125,273
br2rbk1/2qn1ppp/2pp4/p7/1pP1P3/1B1NBP2/PPQ3PP/3RR1K1 w - - 0 1,c5,c4c5,0.6160694716007542,0.6260928550975975,128,140,c4c5,True,0.6160694716007542,0.6260928550975975,128,140,c4c5,True,0.6160694716007542,0.6260928550975975,128,140
r1bqk2r/1p3pbp/p1nppnp1/8/2P1P3/1NNB4/PP3PPP/R1BQ1RK1 w kq - 0 1,Be2,d3e2,0.575255939335767,0.5865684965842631,82,95,c1e3,False,0.5772010421082536,0.5758139966794447,84,83,c1g5,False,0.5755335927652847,0.5901355884591462,82,99
r3r3/2nq1pbk/p2p2pp/2pP4/Pp2PP2/6B1/1P1Q2PP/3NRRK1 b - - 0 1,f5,f7f5,0.5665034405799318,0.6414742687583961,72,158,f7f5,True,0.5665034405799318,0.6414742687583961,72,158,f7f5,True,0.5665034405799318,0.6414742687583961,72,158
2rq1rk1/5ppp/1p2p3/1PnbP3/p1RN3b/P3B2P/4BPP1/3Q1RK1 w - - 0 1,Nc6,d4c6,0.5587794946273349,0.6086996650452808,64,120,d4c6,True,0.5587794946273349,0.6086996650452808,64,120,d4c6,True,0.5587794946273349,0.6086996650452808,64,120
2r3k1/2q1bpp1/2n1p1n1/1p1rP2p/3pQ2P/3N1N2/PP1B1PP1/2R1R1K1 w - - 0 1,g4,g2g4,0.6111208922081657,0.7203693739005184,122,257,c1c2,False,0.6339219154954421,0.648220254322344,149,166,g2g4,True,0.6111208922081657,0.7203693739005184,122,257
1n3rk1/1bq1npbp/1p4p1/2p1p3/1PPp4/1Q1PPNP1/1B1N1PBP/R5K1 b - - 0 1,dxe3,d4e3,0.5486642170151945,0.5776116974476763,53,85,d4e3,True,0.5486642170151945,0.5776116974476763,53,85,d4e3,True,0.5486642170151945,0.5776116974476763,53,85
1r1r2k1/1b1nqpb1/1pp1p1pp/p7/N2P4/PQ2PN2/1P2BPPP/2RR2K1 b - - 0 1,c5,c6c5,0.5557582243853014,0.5586421525846197,60,64,c6c5,True,0.5557582243853014,0.5586421525846197,60,64,c6c5,True,0.5557582243853014,0.5586421525846197,60,64
r1bqr1k1/1p4bp/2pp2p1/p1n1pp1n/2P1P3/1PNPB1PP/P2QNPB1/R4RK1 w - - 0 1,exf5,e4f5,0.5795773289993338,0.5998952814867482,87,110,e4f5,True,0.5795773289993338,0.5998952814867482,87,110,e4f5,True,0.5795773289993338,0.5998952814867482,87,110
1nbq1rk1/1pp2ppp/3p1n2/4p3/1PP5/2Q2NP1/3PPP1P/B3KB1R b K - 0 1,b5,b7b5,0.4814577820418577,0.497238468079986,-20,-3,b7b5,True,0.4814577820418577,0.497238468079986,-20,-3,b7b5,True,0.4814577820418577,0.497238468079986,-20,-3
3r4/p4pk1/1p2bqpp/2p5/2Pp2PP/PP1Q1P2/8/1K2R2R b - - 0 1,h5,h6h5,0.6032290424690764,0.5704090259445697,113,77,h6h5,True,0.6032290424690764,0.5704090259445697,113,77,h6h5,True,0.6032290424690764,0.5704090259445697,113,77
rq3rk1/1b1nbppp/ppnpp3/8/2P1PP2/1NN1BB2/PP2Q1PP/2RR2K1 w - - 0 1,Na4,c3a4,0.5638605442202984,0.5901355884591462,69,99,e4e5,False,0.5872051448512233,0.5631764176433595,95,69,c1c2,False,0.5761695196119894,0.5901355884591462,83,99
r1q1kb1r/5ppp/1pbppn2/p7/PPP1P3/6P1/3N1PBP/R1BQ1RK1 w kq - 0 1,c5,c4c5,0.6027813607358334,0.6873942354748303,113,214,c4c5,True,0.6027813607358334,0.6873942354748303,113,214,c4c5,True,0.6027813607358334,0.6873942354748303,113,214
r4rk1/pb3pp1/1pp1pn1p/8/2PP3Q/qP1B1N2/P4PPP/R3R1K1 w - - 0 1,g4,g2g4,0.5954625099776102,0.6858096201223898,104,212,g2g4,True,0.5954625099776102,0.6858096201223898,104,212,g2g4,True,0.5954625099776102,0.6858096201223898,104,212
r1bqk2r/p1pnn1b1/1p1pp2p/5pp1/2PPP3/P1N1BN2/1P2BPPP/2RQ1RK1 w kq - 0 1,c5,c4c5,0.6015491041535778,0.5838871815019091,111,92,c4c5,True,0.6015491041535778,0.5838871815019091,111,92,c4c5,True,0.6015491041535778,0.5838871815019091,111,92
r1b2rk1/1pqn1ppp/p3pn2/3p4/1bPN4/1PN3P1/P1Q1PPBP/R1BR2K1 w - - 0 1,Na4,c3a4,0.6233398322804969,0.6226385940780689,136,136,c3a4,True,0.6233398322804969,0.6226385940780689,136,136,c3a4,True,0.6233398322804969,0.6226385940780689,136,136
2r3k1/5pp1/p2q2bp/1p1p4/3Nn3/N1P1R3/PP3PPP/4Q1K1 b - - 0 1,b4,b5b4,0.5090057266500739,0.5613639348680176,9,67,b5b4,True,0.5090057266500739,0.5613639348680176,9,67,b5b4,True,0.5090057266500739,0.5613639348680176,9,67
1rq1r1k1/R3b1pp/1npppn2/1p2p1N1/1P1PP3/2NQB2P/2P2PP1/4R1K1 w - - 0 1,d5,d4d5,0.577595699511148,0.6473801693008373,84,165,d4e5,False,0.6194471516977382,0.5540980866051488,132,59,d4d5,True,0.577595699511148,0.6473801693008373,84,165
4rrk1/p2bq3/2pp2p1/5n1p/2P1N3/2P3P1/P2Q2BP/4RRK1 w - - 0 1,h3,h2h3,0.5748702544329081,0.5776116974476763,81,85,e4c5,False,0.5795540986174403,0.5009205189599892,87,1,h2h3,True,0.5748702544329081,0.5776116974476763,81,85
r4rk1/pb3pb1/1pppqnpp/4n3/2P4B/P1N1PN2/1PQ1BPPP/3R1RK1 w - - 0 1,Nxe5,f3e5,0.5680775179723418,0.6104522820914586,74,122,f3d4,False,0.6025593652242323,0.6312501413084699,113,146,f3d4,False,0.6025593652242323,0.6312501413084699,113,146
r3kn1r/1bp1qp2/pp1b1n1p/3Pp1p1/P1B5/2N1PNB1/1P2QPPP/R4RK1 w kq - 0 1,a5,a4a5,0.5730419211780122,0.591915609324709,79,101,a1d1,False,0.5743203814430681,0.5631764176433595,81,69,a4a5,True,0.5730419211780122,0.591915609324709,79,101
rnbq1rk1/p3ppbp/1pp3p1/2Pp4/N2P1P2/3BP2P/PPQ3P1/2R1K1NR b K - 0 1,e5,e7e5,0.4868799960313951,0.5340066578563346,-14,37,f7f6,False,0.5386043153976493,0.5027615319200139,42,3,b8a6,False,0.4835798097513823,0.53675438329054,-17,40
3r2k1/1pqnbbpp/2p2p2/2N1p3/1P2P3/2QPB1P1/r4PBP/1R3RK1 b - - 0 1,b5,b7b5,0.5036246292039517,0.5,3,0,d8a8,False,0.504056636202299,0.5,4,0,b7b5,True,0.5036246292039517,0.5,3,0
4rrk1/pb1nq1pp/1p1bp3/2p2pN1/2PP4/1P2Q3/PB2BPPP/4RRK1 w - - 0 1,Bh5,e2h5,0.5317129953346176,0.6086996650452808,34,120,e2h5,True,0.5317129953346176,0.6086996650452808,34,120,e2h5,True,0.5317129953346176,0.6086996650452808,34,120
r2qnrn1/pp3pbk/3p2p1/2pPp2p/2P1P2N/5PPb/PPQBB2P/R2NR1K1 w - - 0 1,Nf5,h4f5,0.5991620973394157,0.6217730635233241,109,135,d1f2,False,0.6272939903716078,0.6406270050754315,141,157,d1f2,False,0.6272939903716078,0.6406270050754315,141,157
2rq1rk1/4b1pp/p1b1pp2/1pnp4/4PB1P/5PN1/PPPQB1P1/1K1R3R w - - 0 1,Nf5,g3f5,0.4558532982659992,0.5540980866051488,-48,59,e4d5,False,0.48310964553810815,0.4852759384118717,-18,-16,g3f5,True,0.4558532982659992,0.5540980866051488,-48,59
rn1qk2r/1p2bppp/p1n1p3/3bP3/3N1B2/3B1N2/PP3PPP/R2Q1RK1 b kq - 0 1,g5,g7g5,0.5623750362464823,0.5649872147270768,68,71,g7g5,True,0.5623750362464823,0.5649872147270768,68,71,g7g5,True,0.5623750362464823,0.5649872147270768,68,71
1r1qk2r/3b1p1p/Q2p2p1/2p1p3/2P1P3/2P1PN2/P4KPP/RR6 b k - 0 1,Ke7,e8e7,0.5761777214500443,0.6113275248507526,83,123,e8e7,True,0.5761777214500443,0.6113275248507526,83,123,e8e7,True,0.5761777214500443,0.6113275248507526,83,123
r2qr1k1/1p1b1p1p/p1n1pbp1/2Pp4/1P1B1P2/P1P2N2/3QB1PP/2R2RK1 w - - 0 1,Bxf6,d4f6,0.5952328995985764,0.6069442398881181,104,118,d4f6,True,0.5952328995985764,0.6069442398881181,104,118,d4f6,True,0.5952328995985764,0.6069442398881181,104,118
r4rk1/pp4pp/2p3b1/3pR2n/3P4/5P1B/PPP1N2P/2K3R1 b - - 0 1,Rxf3,f8f3,0.4476033116549404,0.6490594228774123,-57,167,a8e8,False,0.5166772245397486,0.5,18,0,f8f3,True,0.4476033116549404,0.6490594228774123,-57,167
2r3k1/1r2bpp1/1Bnp2qp/1p2p3/4P3/PP1Q3P/2N2PP1/2RR2K1 w - - 0 1,Nb4,c2b4,0.40396379834316165,0.5874611371519987,-105,96,b6e3,False,0.5733275452987416,0.5468090461073719,80,51,c2b4,True,0.40396379834316165,0.5874611371519987,-105,96
1n1r1rk1/1pq1bppp/3p1n2/pB1Pp3/8/PN2BP2/1PP1Q1PP/1K1R3R w - - 0 1,Qc4,e2c4,0.6841381486753599,0.6664630487993781,209,188,g2g4,False,0.7157073380285348,0.7320812691889782,250,273,g2g4,False,0.7157073380285348,0.7320812691889782,250,273
1rbr2k1/p3qpb1/1pp1pnpp/2N5/3P4/1B2PN2/PPQ2PPP/2RR2K1 w - - 0 1,Ne5,f3e5,0.5327586502876778,0.5294226081270875,35,32,c5d3,False,0.5352111952609329,0.4714948226881868,38,-31,f3e5,True,0.5327586502876778,0.5294226081270875,35,32
r3rbk1/1nqb1p2/p2p1np1/2pPp3/NpP1P1P1/1P6/P1BB1P1N/R2QR1K1 b - - 0 1,Be7,f8e7,0.4509246600055704,0.5064432832995209,-53,7,d7a4,False,0.48415849973451036,0.4724124461074959,-17,-30,f8e7,True,0.4509246600055704,0.5064432832995209,-53,7
7k/1r2p1b1/p1q4p/4p1p1/P1n1N1P1/2P1P1BP/5P1K/RQ6 w - - 0 1,Qh1,b1h1,0.5844723869622557,0.5776116974476763,92,85,b1h1,True,0.5844723869622557,0.5776116974476763,92,85,b1h1,True,0.5844723869622557,0.5776116974476763,92,85
r5k1/pbr1qpp1/1pp1p2p/4N3/1bPPpP2/1P2P2Q/PB4PP/R4RK1 w - - 0 1,c5,c4c5,0.576607550717561,0.5522778816577142,83,57,g2g4,False,0.6183329182212669,0.5385849714102531,131,42,c4c5,True,0.576607550717561,0.5522778816577142,83,57
5rk1/1p1bqppp/2p1p2n/4P3/2P1B3/1PQ5/5P1P/B2R2K1 b - - 0 1,c5,c6c5,0.5626778816962993,0.6321068166142683,68,147,f8a8,False,0.5686261675457609,0.5550076484124536,75,60,c6c5,True,0.5626778816962993,0.6321068166142683,68,147
2r3k1/p2q1pp1/1pn1p2r/1R1pPn1p/P4Q2/2PP1N1P/3B1PP1/1R4K1 w - - 0 1,a5,a4a5,0.4552474836742063,0.6025436609853058,-48,113,b1e1,False,0.548107147093538,0.5266697440308632,52,29,a4a5,True,0.4552474836742063,0.6025436609853058,-48,113
r2q1r2/1b2bpk1/p2p1n1p/3Npp2/1p2P3/3Q4/PPPB1NPP/R4R1K w - - 0 1,Ne3,d5e3,0.48712075324110304,0.5865684965842631,-13,95,d3g3,False,0.6026155358340488,0.4468118376315084,113,-58,d5e3,True,0.48712075324110304,0.5865684965842631,-13,95
r2qk2r/pp3pbp/1np1pnp1/8/P2P1P2/3Q2N1/1PP1N1PP/R1B2RK1 w kq - 0 1,f5,f4f5,0.45835626504725246,0.5531881623684916,-45,58,c2c4,False,0.46404136805995444,0.43501278527292314,-39,-71,f4f5,True,0.45835626504725246,0.5531881623684916,-45,58
r1b2rk1/p4pp1/2p4p/n3p1b1/8/3P1PN1/PP1P1P1P/RNB1R1K1 b - - 0 1,c5,c6c5,0.6753477651625319,0.726995752233842,198,266,c6c5,True,0.6753477651625319,0.726995752233842,198,266,c6c5,True,0.6753477651625319,0.726995752233842,198,266
1rq2rk1/3b1pbp/n2p2p1/1p1Pp2n/4P3/P1N1B2P/2QNBPP1/RR4K1 w - - 0 1,Ra2,a1a2,0.633068944631754,0.6372292155838937,148,153,a1a2,True,0.633068944631754,0.6372292155838937,148,153,c2c1,False,0.618719133979498,0.6431661450174323,131,160
3r1rk1/pp3ppp/2p2qb1/3nN3/3P4/1B2R3/PP1Q1PPP/4R1K1 w - - 0 1,Bxd5,b3d5,0.5160363992825316,0.5713110574149894,17,78,e3f3,False,0.542324813519155,0.5046024700028845,46,5,b3d5,True,0.5160363992825316,0.5713110574149894,17,78
4rrk1/4qpp1/p2b1n1p/1pnPp3/7P/2N1B2Q/PPB2PP1/2RR2K1 w - - 0 1,Ne2,c3e2,0.5628572532292614,0.623503343299711,68,137,b2b4,False,0.6020072148355866,0.5928047194327711,112,102,e3c5,False,0.5109611979337615,0.6507349938882695,11,169
4rrk1/1p1q1ppn/p1pp3p/4p1b1/PP1PP3/1R2BQNP/2P2PP1/4R1K1 b - - 0 1,f5,f7f5,0.4609560951479278,0.6156928792462818,-42,128,f7f5,True,0.4609560951479278,0.6156928792462818,-42,128,f7f5,True,0.4609560951479278,0.6156928792462818,-42,128
r1bq1rk1/1p4p1/2n4p/p2pp3/7P/1BP3Q1/PP3PP1/R1B1K2R b KQ - 0 1,Rf6,f8f6,0.4726336639436588,0.5394998785122574,-29,43,g8h8,False,0.5368244889525794,0.5385849714102531,40,42,f8f6,True,0.4726336639436588,0.5394998785122574,-29,43
r2r2k1/p1p1ppbp/bn2q1p1/2p1P3/3P1N2/1PN1B3/P1Q2PPP/2R1K2R b K - 0 1,Qd7,e6d7,0.4456785206106678,0.5413288883579234,-59,45,e6c6,False,0.5488989678909573,0.46324561670945996,53,-40,e6d7,True,0.4456785206106678,0.5413288883579234,-59,45
1r3rk1/1ppnb1n1/p2p2q1/3Pp1pp/PPP1Pp2/2N2P1P/3BQ1PN/1R1R2K1 b - - 0 1,Ne8,g7e8,0.5234127971030127,0.5046024700028845,25,5,g7e8,True,0.5234127971030127,0.5046024700028845,25,5,f8f7,False,0.5006807095904202,0.5358387144707508,0,39
3q2k1/1r1p1pp1/1p2p2p/nPb1N3/4PB2/P2Q2P1/5P1P/2R3K1 w - - 0 1,Nc6,e5c6,0.6132264864610131,0.6278152022123592,125,142,e5c6,True,0.6132264864610131,0.6278152022123592,125,142,e5c6,True,0.6132264864610131,0.6278152022123592,125,142
r2q1rk1/1b1nbpp1/pp3n1p/3p4/2pP1N2/2N1P1B1/PP3PPP/1BRQ1RK1 b - - 0 1,Re8,f8e8,0.4591358983712048,0.5128844269647328,-44,14,b6b5,False,0.5061235357782139,0.3696073624137258,6,-145,f8e8,True,0.4591358983712048,0.5128844269647328,-44,14
4rrk1/1pq1bppp/p1p1pnn1/4N1B1/2PP3P/2N3P1/PP1RQP2/R5K1 w - - 0 1,h5,h4h5,0.6300643535043317,0.6664630487993781,144,188,h4h5,True,0.6300643535043317,0.6664630487993781,144,188,h4h5,True,0.6300643535043317,0.6664630487993781,144,188
6rk/6pp/pp6/2bp1pQ1/4q3/1P2P2P/PB3PP1/2R3K1 w - - 0 1,h4,h3h4,0.5864724855362182,0.613075853553636,94,125,g2g3,False,0.6117539728518568,0.5385849714102531,123,42,h3h4,True,0.5864724855362182,0.613075853553636,94,125
2brrn1k/1p4pp/p1pq1p2/PnNp4/1P1P4/1N1BPP1P/2Q3P1/4RRK1 w - - 0 1,f4,f3f4,0.5900982414551413,0.5963550316463674,98,106,c2d2,False,0.5922702874301982,0.5794073444653803,101,87,f3f4,True,0.5900982414551413,0.5963550316463674,98,106
r1b1rnk1/1pq2pbp/2p3p1/2P1p3/N3P3/2BP4/2Q2PPP/RR1B2K1 w - - 0 1,Nb6,a4b6,0.5278990543954796,0.5064432832995209,30,7,a4b6,True,0.5278990543954796,0.5064432832995209,30,7,a4b6,True,0.5278990543954796,0.5064432832995209,30,7
2r1rbk1/1b1qnpp1/p2p3p/1p1Pp3/6P1/PBP3N1/1P3PP1/R1BQR1K1 w - - 0 1,a4,a3a4,0.5841776793815475,0.6104522820914586,92,122,g3e4,False,0.6064430929138428,0.5376698043044984,117,41,a3a4,True,0.5841776793815475,0.6104522820914586,92,122
1rb3k1/2q2p1p/p2p4/2pPn1p1/2rbP3/R3BP1P/NP2Q1P1/1R1N2K1 w - - 0 1,Kh1,g1h1,0.4885326485705494,0.6086996650452808,-12,120,g1h1,True,0.4885326485705494,0.6086996650452808,-12,120,g1h1,True,0.4885326485705494,0.6086996650452808,-12,120
2rr4/Q1n1nqbk/2p3pp/3pp3/2P1B3/B1N5/P4PPP/2RR2K1 w - - 0 1,Qb7,a7b7,0.48393985658989935,0.6148212729952696,-17,127,a3e7,False,0.6084601361057297,0.45775702105393146,119,-46,a7b7,True,0.48393985658989935,0.6148212729952696,-17,127
r3r1k1/2b2q2/2b1p1pp/pp1p4/2nB1PB1/P1NQ2P1/1PP4P/1K1RR3 w - - 0 1,Re2,e1e2,0.5316629270357389,0.6217730635233241,34,135,c3a2,False,0.553450242844592,0.4559296988800415,58,-48,e1e2,True,0.5316629270357389,0.6217730635233241,34,135
r1r3k1/pp1nppbp/3pb1p1/8/N1PBP3/5P2/PP2B1PP/2R2RK1 w - - 0 1,Bxg7,d4g7,0.512216598649286,0.5,13,0,d4g7,True,0.512216598649286,0.5,13,0,d4g7,True,0.512216598649286,0.5,13,0
2r1k2r/2q2ppp/4pb2/R7/1pP5/5QP1/1PP2PKP/2B2R2 w k - 0 1,Ra4,a5a4,0.5447565053131123,0.5767131009559461,48,84,a5a8,False,0.5711432249261369,0.5147240615881282,77,16,a5a4,True,0.5447565053131123,0.5767131009559461,48,84
2rr2k1/1pq1bppp/p2p1n2/P2Pp3/4n3/4B3/1PPQBPPP/R1NR2K1 w - - 0 1,Qe1,d2e1,0.5095178885827967,0.5758139966794447,10,83,d2b4,False,0.5359082249239057,0.5046024700028845,39,5,d2e1,True,0.5095178885827967,0.5758139966794447,10,83
bqr3k1/r1pnbppp/p3pn2/B7/1p1P4/1N2QNP1/PP2PPBP/R1R3K1 w - - 0 1,Rc2,c1c2,0.5453893158048693,0.5722126153120402,49,79,f3e1,False,0.5479126887003223,0.545896437602999,52,50,c1c2,True,0.5453893158048693,0.5722126153120402,49,79
r4rk1/p4qb1/1np2npp/2N1p3/4Pp2/B4B2/P4PPP/R2QR1K1 w - - 0 1,Qc1,d1c1,0.6090869709124535,0.585675286773559,120,94,d1c1,True,0.6090869709124535,0.585675286773559,120,94,d1c1,True,0.6090869709124535,0.585675286773559,120,94
r1bqk1nr/1p3p1p/6p1/pNbBp3/3p4/PQ4P1/1P2PP1P/R1B1K2R b KQkq - 0 1,Kf8,e8f8,0.5358424958317554,0.5686035652810878,39,75,e8f8,True,0.5358424958317554,0.5686035652810878,39,75,e8f8,True,0.5358424958317554,0.5686035652810878,39,75
2br1k2/p4p2/2Prn2p/6p1/6P1/q2BR3/4NPP1/1Q1R1K2 w - - 0 1,Kg1,f1g1,0.5225171040210472,0.5138042910293155,24,15,f1g1,True,0.5225171040210472,0.5138042910293155,24,15,f1g1,True,0.5225171040210472,0.5138042910293155,24,15
2rr2k1/1p1nbppp/p2p4/q2Bn1P1/5B2/2N5/PPP2Q1P/1K1R3R w - - 0 1,Bxe5,f4e5,0.6589814829713233,0.6590564612649169,178,179,h1f1,False,0.6852418807099444,0.676211637485054,211,200,h1e1,False,0.6609289327169316,0.6770173032617418,181,201
1k3rr1/1p3ppp/pn6/3pPR2/2pP4/n1P2RP1/2PB2NP/6K1 w - - 0 1,e6,e5e6,0.5441896197227148,0.6209067564512851,48,134,f5f7,False,0.5882755045762829,0.5303398401818216,96,33,e5e6,True,0.5441896197227148,0.6209067564512851,48,134
3r1rk1/1bq2pbp/p3p1p1/1ppnP1N1/3P4/2PB2B1/P3QPPP/2R2RK1 b - - 0 1,Bh6,g7h6,0.5777878601921248,0.6086996650452808,85,120,c5d4,False,0.5875206180326049,0.6615341844106734,96,182,c5d4,False,0.5875206180326049,0.6615341844106734,96,182
1r1q1rk1/4ppbp/b2p2p1/p1n5/1p2P3/1P1PN1P1/R1PBQPBP/5RK1 w - - 0 1,Rd1,f1d1,0.4447832168629001,0.47608474251652944,-60,-26,f1b1,False,0.45276534152462367,0.3948139524217644,-51,-116,f1d1,True,0.4447832168629001,0.47608474251652944,-60,-26
r4rk1/6b1/p1bppp2/1p2q2p/4P3/3B4/PPP1NQPP/1K1R1R2 w - - 0 1,c3,c2c3,0.5347781221700431,0.5358387144707508,37,39,c2c3,True,0.5347781221700431,0.5358387144707508,37,39,c2c3,True,0.5347781221700431,0.5358387144707508,37,39
5rk1/p1r3pp/5q2/1p1R1p2/2P1p3/1P1n1PP1/P3Q1BP/3R2K1 w - - 0 1,Rf1,d1f1,0.50748382258088,0.5604570759825421,8,66,e2e3,False,0.5104595194751264,0.4742482461063748,11,-28,d1f1,True,0.50748382258088,0.5604570759825421,8,66
2r3k1/6b1/1p1p2qp/3Pp1p1/2P1p3/3nB1P1/P2QB2P/R5K1 w - - 0 1,a4,a2a4,0.5828871922197792,0.5954683835833042,90,105,a2a4,True,0.5828871922197792,0.5954683835833042,90,105,a2a4,True,0.5828871922197792,0.5954683835833042,90,105
r5k1/ppq3pp/5p2/n2p4/P1pPr1P1/B1P1P3/6PP/R2Q1RK1 w - - 0 1,g5,g4g5,0.5093113746378028,0.6243673063917166,10,138,g4g5,True,0.5093113746378028,0.6243673063917166,10,138,g4g5,True,0.5093113746378028,0.6243673063917166,10,138
r1b1nrk1/3pbppp/p1q1p3/1p4P1/4P3/P3BP2/1PPQN2P/2KR1B1R b - - 0 1,b4,b5b4,0.4544198341851221,0.48895555679024805,-49,-12,b5b4,True,0.4544198341851221,0.48895555679024805,-49,-12,b5b4,True,0.4544198341851221,0.48895555679024805,-49,-12
r2qkb1r/pppbp1pp/1n3p2/3P2B1/1Q2P3/2N2N2/PP3PPP/2KR3R w kq - 0 1,e5,e4e5,0.6055773342005559,0.6515713880482262,116,170,e4e5,True,0.6055773342005559,0.6515713880482262,116,170,e4e5,True,0.6055773342005559,0.6515713880482262,116,170
rn1r4/pp2kp2/2p2bp1/5b1p/2BP4/2N2N1P/PP3PP1/2KR3R w - - 0 1,g4,g2g4,0.5427219451512555,0.5695065266470701,46,76,g2g4,True,0.5427219451512555,0.5695065266470701,46,76,g2g4,True,0.5427219451512555,0.5695065266470701,46,76
r2q1r2/1p1b2bk/2nP2pp/3Q1p2/p1B5/4B3/PP2NPPP/R4RK1 b - - 0 1,b5,b7b5,0.3763101843142624,0.5568256609665037,-137,62,c6e5,False,0.49716754837729316,0.4205926555346196,-3,-87,b7b5,True,0.3763101843142624,0.5568256609665037,-137,62
2r1q1k1/pb3ppp/1p2p1n1/3nP3/3NBP2/P4Q2/1P2N1PP/4R1K1 w - - 0 1,f5,f4f5,0.5330010196248172,0.676211637485054,35,200,f3g3,False,0.5348457323962252,0.49355671670047907,37,-7,f4f5,True,0.5330010196248172,0.676211637485054,35,200
2r2rk1/1pqbbppp/p2p1n2/P3p3/NnB1P3/4B3/1PPN1PPP/RQ2R1K1 b - - 0 1,d5,d6d5,0.5644706702608417,0.5658919665398462,70,72,d6d5,True,0.5644706702608417,0.5658919665398462,70,72,d6d5,True,0.5644706702608417,0.5658919665398462,70,72
r1b2rk1/1p4pp/2nq4/p1b1pp2/2P5/PP4P1/1B1PBP1P/R2QNRK1 b - - 0 1,f4,f5f4,0.6033638825379083,0.648220254322344,113,166,f5f4,True,0.6033638825379083,0.648220254322344,113,166,f5f4,True,0.6033638825379083,0.648220254322344,113,166
