FEN,Moves,Moves_UCI,Puzzle_ID,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
r4rk1/pp4pp/2bppn2/2n2p1q/2P5/P2P1NP1/1B2PPBP/1R1Q1RK1 w - - 0 1,Bxf6,b2f6,022SBP,0.003906252959984886,0.5874611371519987,-1504,96,f3h4,False,0.003906336503399404,0.46416128552924907,-1504,-39,b2f6,True,0.003906252959984886,0.5874611371519987,-1504,96
r1r3k1/pp2pp1p/1q1p1np1/8/2P5/1P3BP1/PQ2PP1P/R2R2K1 w - - 0 1,Rd4,d1d4,023SBP,0.00390828467657253,0.5027615319200139,-1504,3,b2f6,False,0.09025455425504078,0.1621648870000681,-627,-446,a1b1,False,0.003906261099580807,0.5239152574834706,-1504,26
r4rk1/p1pn1ppp/2p1pq2/8/3P4/8/PPPQ1PPP/2KR1B1R w - - 0 1,h4,h2h4,024SBP,0.003906349047319671,0.5649872147270768,-1504,71,d2e2,False,0.055369575057159864,0.497238468079986,-770,-3,h2h4,True,0.003906349047319671,0.5649872147270768,-1504,71
r3kb1r/5qpp/bp2p3/p1p1Pp2/P6Q/1P2BN2/2P2PPP/3RR1K1 w kq - 0 1,Rd6,d1d6,025SBP,0.030252716394713466,0.7385308477502253,-941,282,h4g3,False,0.06200085286494647,0.6209067564512851,-737,134,d1d6,True,0.030252716394713466,0.7385308477502253,-941,282
4r1k1/1pr2pp1/pQn4p/3Rp1q1/1P2P3/P3PB1P/6P1/2R3K1 w - - 0 1,h4,h3h4,026SBP,0.004572150876881351,0.6850156824376978,-1461,211,b6c7,False,0.09326418597353851,0.4071952805672289,-617,-102,h3h4,True,0.004572150876881351,0.6850156824376978,-1461,211
r1r2nk1/3q2p1/1p2pp1p/pb1p4/3P1N2/Q1R1P1NP/PP3PP1/2R3K1 w - - 0 1,Rxc8,c3c8,027SBP,0.03790564685293514,0.5413288883579234,-878,45,a3f8,False,0.049137154947639386,0.14358734593333494,-804,-485,f4h5,False,0.012745681828390469,0.5477213400816676,-1181,52
r2q1rk1/3n3p/3p1bp1/2pPpp2/p1P5/2B2P2/PPB1Q1PP/3R1RK1 b - - 0 1,e4,e5e4,028SBP,0.9364122871074396,0.6363776066437299,730,152,f6g5,False,0.9510697495727543,0.5431567852197504,805,47,e5e4,True,0.9364122871074396,0.6363776066437299,730,152
r1bq1rk1/3n1ppp/p2b1n2/1ppPp3/4P3/1PNB1N2/P4PPP/R1BQ1RK1 w - - 0 1,Re1,f1e1,029SBP,0.06584998168440767,0.5740142874632654,-720,81,c1g5,False,0.09440122944819085,0.5568256609665037,-614,62,d1c2,False,0.07199565230972847,0.5910258971916128,-694,100
r4rk1/1pqb1ppp/p3p1n1/8/4P3/1BP1B1P1/P3QP1P/R2R2K1 w - - 0 1,Bd4,e3d4,030SBP,0.042501183801851576,0.5248335896523929,-845,27,d1d7,False,0.07886022486636216,0.3434299837156404,-667,-176,h2h4,False,0.0465838525312614,0.5413288883579234,-819,45
r3r1k1/pp3ppp/1qn5/3pb3/7B/1NP5/PP2RPPP/R2Q2K1 b - - 0 1,a5,a7a5,031SBP,0.9013787762849763,0.5174827500461167,600,19,b6d4,False,0.9960913669390281,0.07533431702495696,1504,-681,d5d4,False,0.9109845587167555,0.5202403732122675,631,22
2b1r1k1/r2n1p1p/6p1/q3P3/p1pP1P2/PpP2Q2/1B4PP/RB3RK1 b - - 0 1,f5,f7f5,032SBP,0.9252001050092503,0.6664630487993781,683,188,d7e5,False,0.965174375123352,0.1837353232049962,902,-405,f7f5,True,0.9252001050092503,0.6664630487993781,683,188
2r1r1k1/1bqnbpp1/pp1p1n2/4pP2/P3P1P1/1NN1BB2/1PP1Q3/3R1RK1 b - - 0 1,d5,d6d5,033SBP,0.9175545888866811,0.5119644756166626,654,13,c7c3,False,0.9832568375587503,0.1572241570074313,1106,-456,d6d5,True,0.9175545888866811,0.5119644756166626,654,13
2r2rk1/1b3pp1/pp1q1n1p/P2pNQ2/2PP4/1PN5/6PP/2RR2K1 b - - 0 1,dxc4,d5c4,034SBP,0.9514220134599007,0.4944771046316658,807,-6,d6e5,False,0.9684140274124399,0.09132043609196017,929,-624,d5c4,True,0.9514220134599007,0.4944771046316658,807,-6
3r1rk1/pp2bpp1/4pn1p/q2nN3/3P3B/1B6/PP2QPPP/3R1RK1 w - - 0 1,f4,f2f4,035SBP,0.039199660185051,0.6104522820914586,-868,122,e2c2,False,0.06038049438338612,0.497238468079986,-745,-3,f2f4,True,0.039199660185051,0.6104522820914586,-868,122
5rk1/r1qbbpp1/3p1n1p/nppPp3/4P2N/1PP3N1/2BB1PPP/R2QR1K1 b - - 0 1,Rfa8,f8a8,036SBP,0.9291776993904551,0.4733302559691369,699,-29,f8a8,True,0.9291776993904551,0.4733302559691369,699,-29,f8a8,True,0.9291776993904551,0.4733302559691369,699,-29
r1bq1rk1/p3b2p/1pp3p1/2npPp2/5P2/1PN1P3/PBB3PP/R2Q1RK1 w - - 0 1,b4,b3b4,037SBP,0.06467397647362552,0.6016615267275047,-725,112,d1b1,False,0.08778703029528476,0.4944771046316658,-635,-6,b3b4,True,0.06467397647362552,0.6016615267275047,-725,112
r3rbk1/1bqn1pp1/p4n1p/2p1p3/PpP1P3/1P3NNP/1BBQ1PP1/3RR1K1 w - - 0 1,Nf5,g3f5,038SBP,0.048290867085188136,0.5749143902876699,-809,82,d2e2,False,0.08147895386118416,0.4504550396254112,-657,-54,g3f5,True,0.048290867085188136,0.5749143902876699,-809,82
r1b2rk1/5ppp/2p5/p1q1p3/PpB1Pn2/1Q6/1PPN1PPP/3R1RK1 w - - 0 1,Qe3,b3e3,039SBP,0.0199659967900242,0.5613639348680176,-1057,67,b3g3,False,0.0340703926549069,0.44135784741538037,-908,-64,b3e3,True,0.0199659967900242,0.5613639348680176,-1057,67
rr1nq2k/1ppn2pp/5p2/1PP1p3/1BQ1P1B1/8/5PPP/R4RK1 w - - 0 1,Ba5,b4a5,040SBP,0.06559138987464308,0.6664630487993781,-721,188,a1a8,False,0.0956481592033073,0.5883532029754936,-610,97,b4a5,True,0.06559138987464308,0.6664630487993781,-721,188
4R3/3q1ppk/2p4p/2Pp3P/1p1P4/1P4P1/4QPK1/2r5 w - - 0 1,Qd3+,e2d3,041SBP,0.008386252608588052,0.8555047041895522,-1296,483,e2d3,True,0.008386252608588052,0.8555047041895522,-1296,483,e2d3,True,0.008386252608588052,0.8555047041895522,-1296,483
r4rk1/pppqpp1p/5bp1/8/2BPR3/2P5/PP3PPP/R2Q2K1 b - - 0 1,b5,b7b5,042SBP,0.9319355593543692,0.5413288883579234,710,45,d7d4,False,0.9367792350023895,0.09010559942406182,732,-628,d7f5,False,0.9222398536201847,0.5413288883579234,671,45
r4rk1/2q2ppp/p1p1bn2/2b1pN2/4P3/3B4/PPP3PP/R1BQ1R1K w - - 0 1,Qe2,d1e2,043SBP,0.04848625280640704,0.5486333135073832,-808,53,d1e1,False,0.06896776417466068,0.5440703011199586,-706,48,d1d2,False,0.05598175836393009,0.5613639348680176,-767,67
r1b2rk1/pp2qppp/2n1p3/8/3P4/P4NP1/3QPPBP/R4RK1 w - - 0 1,Qb2,d2b2,044SBP,0.04838531360547168,0.5550076484124536,-809,60,f1c1,False,0.07386613515758805,0.5385849714102531,-686,42,d2b2,True,0.04838531360547168,0.5550076484124536,-809,60
r1bqr1k1/pp2pnbp/n1p2pp1/3p4/2PPP3/1P1B1N2/PB1N1PPP/R2QR1K1 b - - 0 1,dxe4,d5e4,045SBP,0.9079701755252763,0.48987566402915633,621,-11,a6c5,False,0.9234286100318954,0.2523319525399643,676,-295,d5e4,True,0.9079701755252763,0.48987566402915633,621,-11
r3k2r/p4qpp/1pn2p2/2pNn3/2P1P3/P1P5/4Q1PP/R1B2RK1 w kq - 0 1,Bf4,c1f4,046SBP,0.03544331095507722,0.48619570897068454,-897,-15,e2e1,False,0.04710109092321949,0.39569407338298884,-816,-115,c1f4,True,0.03544331095507722,0.48619570897068454,-897,-15
2q3k1/1b2bpp1/pp3n1p/2p1p3/P1B1P3/2NQBP2/1PP3PP/4K3 w - - 0 1,Bf2,e3f2,047SBP,0.06723515168296333,0.6295343100667656,-714,144,d3e2,False,0.09939231901923151,0.5622703840425896,-598,68,e3f2,True,0.06723515168296333,0.6295343100667656,-714,144
r2q1rk1/pp1b1ppp/4p3/3nP3/2BP4/5N2/P2Q1PPP/R3R1K1 w - - 0 1,Bxd5,c4d5,048SBP,0.08746633969191564,0.5285051773118131,-636,31,c4d5,True,0.08746633969191564,0.5285051773118131,-636,31,c4d5,True,0.08746633969191564,0.5285051773118131,-636,31
r1r3k1/4qppp/4n3/p1NRp3/Ppp1P3/4Q3/1PP2PPP/5RK1 w - - 0 1,Nxe6,c5e6,049SBP,0.0634584916446829,0.48619570897068454,-731,-15,c5e6,True,0.0634584916446829,0.48619570897068454,-731,-15,c5e6,True,0.0634584916446829,0.48619570897068454,-731,-15
4rq2/5p1k/1p1pr1p1/p1n4p/2P5/PP3P2/2BQ2PP/1R2R1K1 b - - 0 1,Rxe1+,e6e1,050SBP,0.8991004821143398,0.6321068166142683,594,147,f8g7,False,0.9893659017967211,0.5211593152406621,1231,23,e6e1,True,0.8991004821143398,0.6321068166142683,594,147
1rbr2k1/pp3ppp/2nqp3/8/3P4/P3PNP1/1Q3PBP/R1R3K1 w - - 0 1,Ng5,f3g5,051SBP,0.04071438998914871,0.5945811119487451,-858,104,f3d2,False,0.05484614157822543,0.5658919665398462,-773,72,f3g5,True,0.04071438998914871,0.5945811119487451,-858,104
r4r1k/p4qpp/1p3p2/n1pNP3/2P3Q1/2P5/6PP/R4RK1 b - - 0 1,Rae8,a8e8,052SBP,0.9158816409719515,0.45501647940453177,648,-49,f6e5,False,0.9960938019333162,0.12479122466512271,1504,-529,a8e8,True,0.9158816409719515,0.45501647940453177,648,-49
6k1/5p2/7p/5p2/5P1P/b3N1P1/8/7K w - - 0 1,h5,h4h5,053SBP,0.12485990824079984,0.7949467516669484,-528,368,e3f1,False,0.17397925684772925,0.5,-423,0,h4h5,True,0.12485990824079984,0.7949467516669484,-528,368
1rr3k1/5ppp/1n2pb2/p1p5/P7/1PP1BP2/1NK3PP/3R3R w - - 0 1,Nc4,b2c4,054SBP,0.027859112658365114,0.6286751633890878,-964,143,e3d2,False,0.08244408680607268,0.5,-654,0,b2c4,True,0.027859112658365114,0.6286751633890878,-964,143
r1b1kb1r/pp3ppp/8/3p4/2pP4/1P2B3/1PP1NPPP/R3K2R w KQkq - 0 1,Nf4,e2f4,055SBP,0.09470620981478264,0.5658919665398462,-613,72,a1c1,False,0.1207668699625411,0.47884068475933794,-539,-23,e2f4,True,0.09470620981478264,0.5658919665398462,-613,72
r7/1ppkb3/p3p3/3pP1p1/PP1P4/2PRB1Pp/7P/5K2 b - - 0 1,a5,a6a5,056SBP,0.837597938113007,0.6968093609074746,445,226,g5g4,False,0.8444622932123954,0.5622703840425896,459,68,a6a5,True,0.837597938113007,0.6968093609074746,445,226
4n3/1b3k1p/p2p2p1/3Pp3/2P3P1/6PP/2BB4/6K1 w - - 0 1,g5,g4g5,057SBP,0.09954329112935592,0.6721676854974802,-598,195,g1f2,False,0.10324937809012183,0.5184020844121936,-587,20,g4g5,True,0.09954329112935592,0.6721676854974802,-598,195
1r2r1k1/3n1pbp/pp4p1/2p1P3/5P2/1PN3PP/P3N1K1/R4R2 w - - 0 1,Rad1,a1d1,058SBP,0.06516736584617529,0.607822300927273,-723,119,a1e1,False,0.10717085514217943,0.5082839219143761,-575,9,a1d1,True,0.06516736584617529,0.607822300927273,-723,119
5nk1/6p1/p2qp2p/1p2p3/1P2P1Q1/1BP3PP/5P2/6K1 w - - 0 1,Qf5,g4f5,059SBP,0.04289320301460033,0.6252304785769166,-843,139,g4h5,False,0.06689856322229071,0.3551455424350716,-715,-162,g4f5,True,0.04289320301460033,0.6252304785769166,-843,139
8/8/4n3/3k2p1/3B4/3K2P1/7P/8 w - - 0 1,Bf6,d4f6,060SBP,0.1352028698739295,0.7925355100291366,-503,364,d4a7,False,0.17873435570667084,0.5,-414,0,d4f6,True,0.1352028698739295,0.7925355100291366,-503,364
r1b1r1k1/pp1n1ppp/1n2p3/6B1/4P3/P5N1/1PR2PPP/4KB1R w K - 0 1,Bb5,f1b5,061SBP,0.09114592266939164,0.6286751633890878,-624,143,c2e2,False,0.11251528459475135,0.497238468079986,-560,-3,f1b5,True,0.09114592266939164,0.6286751633890878,-624,143
8/3qnkp1/1p1p1p1p/p1pP1P1P/P1P3P1/1P2QK2/1B6/8 w - - 0 1,Qe6+,e3e6,062SBP,0.04633495321607142,0.8184632999158717,-821,409,e3f2,False,0.08266334388047247,0.5,-653,0,e3e6,True,0.04633495321607142,0.8184632999158717,-821,409
6k1/1pq4p/n5p1/p1Pppp2/8/PPQN2P1/4PP1P/6K1 w - - 0 1,b4,b3b4,063SBP,0.05046236770920576,0.7385308477502253,-797,282,c3e1,False,0.07988196767551717,0.43501278527292314,-663,-71,b3b4,True,0.05046236770920576,0.7385308477502253,-797,282
6k1/5pp1/pq2p2p/1p2P3/8/8/PP3PPP/3Q1K2 b - - 0 1,Qc5,b6c5,064SBP,0.9609368176080342,0.5285051773118131,869,31,b6d6,False,0.9960937520684677,1.6423459571479615e-05,1504,-2992,b6c6,False,0.9615296162961543,0.5358387144707508,874,39
2b5/1pb2k2/p5p1/3pPp1p/PP1B1P1P/3BK3/6P1/8 w - - 0 1,a5,a4a5,065SBP,0.1112329454742898,0.8106779899506587,-564,395,e5e6,False,0.12643862156607533,0.49355671670047907,-524,-7,a4a5,True,0.1112329454742898,0.8106779899506587,-564,395
8/ppb2k2/2p1qpp1/7p/2PP4/1P1Q1N2/1P4PP/7K b - - 0 1,Bf4,c7f4,066SBP,0.9960927729484018,0.6680980166875132,1504,190,e6h3,False,0.9960937113206226,0.05374098905684277,1504,-779,c7f4,True,0.9960927729484018,0.6680980166875132,1504,190
4b1k1/1p3p2/4pPp1/p2pP1P1/P2P4/1P1B4/8/2K5 w - - 0 1,b4,b3b4,067SBP,0.14147851682244972,0.8480684627039938,-489,467,d3b5,False,0.2820775991783292,0.5,-253,0,b3b4,True,0.14147851682244972,0.8480684627039938,-489,467
8/3n4/2pb2k1/1p1p2Pp/3P3P/3NBK2/1P6/8 w - - 0 1,Nf4+,d3f4,068SBP,0.06273001992263841,0.7531847075065126,-734,303,d3c1,False,0.12213838512380437,0.5,-535,0,d3f4,True,0.06273001992263841,0.7531847075065126,-734,303
3r1k2/4npp1/1ppr3p/p6P/P2PPPP1/1NR5/5K2/2R5 w - - 0 1,d5,d4d5,069SBP,0.06915764671686944,0.6999119059295844,-706,230,c3c2,False,0.08824437333330303,0.5713110574149894,-634,78,d4d5,True,0.06915764671686944,0.6999119059295844,-706,230
8/1p2b2p/1pp1kpp1/5p2/1PP2P2/P1N3P1/6KP/8 b - - 0 1,b5,b6b5,070SBP,0.8810008638081708,0.6465391720148663,543,164,e7b4,False,0.8985030207198228,0.14268414971333432,592,-487,b6b5,True,0.8810008638081708,0.6465391720148663,543,164
1r3rk1/ppp3pp/2nb4/1R3p2/3P4/2PB1P2/P4P1P/2B1R1K1 b - - 0 1,Ne7,c6e7,071SBP,0.8846561542352676,0.44499235158754635,553,-60,b8e8,False,0.9355830346113881,0.3484286119517737,726,-170,c6e7,True,0.8846561542352676,0.44499235158754635,553,-60
3r2k1/1p1r1ppp/p4b2/P1pB4/R3P3/5PP1/1P1R1P2/6K1 w - - 0 1,Rc4,a4c4,072SBP,0.05213713906044894,0.589244688568345,-787,98,d5f7,False,0.057433014305829484,0.16620701810552085,-759,-438,g1f1,False,0.04378722061669471,0.591915609324709,-837,101
3q2k1/7p/3ppppP/p7/Pn1PP3/6P1/5P2/2Q2BK1 w - - 0 1,d5,d4d5,073SBP,0.07694439242543458,0.6786254827184693,-674,203,c1a3,False,0.09041620675969089,0.6380799643424951,-626,154,c1c4,False,0.07032789735830465,0.7045315144213936,-701,236
8/p2q1ppk/Bp5p/2p5/7P/1Pb1PQP1/P4P2/6K1 w - - 0 1,Bc4,a6c4,074SBP,0.04803515795228233,0.6680980166875132,-811,190,f3e4,False,0.07542763833497557,0.5513672504375507,-680,56,a6c4,True,0.04803515795228233,0.6680980166875132,-811,190
2r1rk2/4npp1/1p5p/p2pPP1P/P2N2P1/2R1K3/2R5/8 w - - 0 1,Rxc8,c3c8,075SBP,0.09092942785006439,0.7262643485404467,-625,265,c3c8,True,0.09092942785006439,0.7262643485404467,-625,265,c3c8,True,0.09092942785006439,0.7262643485404467,-625,265
3r2k1/1b1r1pp1/p3qn1p/n1pp4/5Q2/P1N1PNPP/1P1R1PBK/3R4 w - - 0 1,Ne5,f3e5,076SBP,0.03922298772448145,0.5604570759825421,-868,66,f4f6,False,0.0672188737684144,0.09991208792971568,-714,-597,f3e5,True,0.03922298772448145,0.5604570759825421,-868,66
